,0,1,2,3,4,5,6
0,0,0,0,ClCC(Cl)(Cl)Cl,0,4.2,1.8293471
1,5,5,5,CC(Cl)(Cl)C(Cl)Cl,5,3.3,4.9939427
2,7,7,7,CC(Cl)=C(Cl)Cl,7,3.4,3.6357176
3,9,9,9,FC(F)(Cl)C(F)(Cl)Cl,9,0.0,1.3825994
4,29,29,29,[nH]1ccnn1,29,15.0,10.532431
5,33,33,33,Clc1ccc(Cl)c(Cl)c1,33,3.2,3.0086744
6,62,62,62,OC(CCl)CCl,62,14.6,11.677106
7,65,65,65,CC=CC=C,65,4.0,6.262353
8,69,69,69,OCCCCO,69,20.9,20.106405
9,71,71,71,ClCCCCCl,71,2.8,1.7081599
10,77,77,77,CC12CCC(CC1)C(C)(C)O2,77,3.4,3.1308167
11,79,79,79,CC(=O)OC=CC=C,79,8.3,7.3407583
12,80,80,80,NC1(CC1)C(O)=O,80,13.6,13.092979
13,82,82,82,CCOc1ccc(Br)cc1,82,5.3,6.4508643
14,84,84,84,CCCBr,84,4.8,7.583264
15,90,90,90,CCOC(Cl)=C,90,5.7,4.8066907
16,94,94,94,CC=CCCl,94,2.0,5.0849056
17,97,97,97,CC(C)=CCl,97,4.2,5.9362907
18,104,104,104,CCCCCCCCC=C,104,2.2,2.0280843
19,118,118,118,CCC[N+]([O-])=O,118,5.5,5.6187706
20,125,125,125,CCCS,125,5.7,4.3728924
21,131,131,131,CC(C)CC(C)(C)C,131,0.0,6.8510795
22,133,133,133,CC(C)(C)CO,133,13.5,11.196639
23,137,137,137,CC1OC(=O)OC1C,137,3.1,6.4148803
24,144,144,144,Oc1c(Br)cc(Br)cc1Br,144,14.1,11.478815
25,145,145,145,COc1c(Cl)cc(Cl)cc1Cl,145,7.0,6.5450935
26,148,148,148,[O-][N+](=O)c1cc(c(Cl)cc1Cl)C(F)(F)F,148,3.7,3.5912592
27,165,165,165,Fc1cccc(F)c1C#N,165,3.2,4.06951
28,172,172,172,CC(Br)=C,172,4.9,4.9528604
29,177,177,177,CC=CC,177,4.1,2.901443
30,181,181,181,OCC(Cl)=C,181,16.4,5.1839867
31,183,183,183,CC(C)(C)Cl,183,2.0,3.6974075
32,196,196,196,OC(=O)C(Cl)=C,196,12.4,9.905886
33,204,204,204,CCC(=C)C=C,204,3.8,3.1480727
34,212,212,212,COC1OCCO1,212,7.7,5.2509937
35,221,221,221,CC(=C)C(Cl)=O,221,7.3,5.674336
36,223,223,223,CCC(C)(C)O,223,13.3,6.892739
37,228,228,228,[O-][N+](=O)c1sccc1,228,8.2,5.733339
38,235,235,235,CC(C)S,235,6.5,7.822858
39,238,238,238,O=C1CCCN1,238,9.0,7.197179
40,248,248,248,Cc1ccc(O)cc1C,248,13.4,11.094913
41,249,249,249,Oc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,249,14.3,12.573815
42,250,250,250,C=CC1CO1,250,7.4,6.3966823
43,251,251,251,Fc1cc(F)cc(c1)C#N,251,3.2,3.7555807
44,254,254,254,BrCC#C,254,5.3,7.8441253
45,258,258,258,OCCCCl,258,14.7,11.338639
46,259,259,259,CC(=C)CCl,259,2.0,1.521441
47,261,261,261,ClCCC=O,261,8.2,6.325119
48,266,266,266,OC1CCOC1,266,16.3,12.92389
49,281,281,281,O=C=Nc1ccc(Cc2ccc(cc2)N=C=O)cc1,281,1.7,5.046783
50,285,285,285,BrCCC=C,285,4.5,5.3949227
51,302,302,302,IC[CH]=[C]=[CH2],302,6.2,6.5043526
52,305,305,305,CC1CCC(O)CC1,305,12.5,5.666908
53,307,307,307,C=CCCC=O,307,6.8,6.8535247
54,310,310,310,OC(=O)c1[nH]c2cc(O)c(O)cc2c1,310,17.7,16.575525
55,312,312,312,OC(=O)c1[nH]c2cc(O)c(O)cc2c1,312,10.6,16.575525
56,314,314,314,Cc1c(Cl)cccc1[N+]([O-])=O,314,3.8,5.017298
57,329,329,329,CC(C)=NO,329,10.9,6.372742
58,334,334,334,CC(Cl)=O,334,5.8,6.6581492
59,339,339,339,NC(=O)C=C,339,12.8,8.491416
60,346,346,346,CNCC(O)c1ccc(O)c(O)c1,346,19.9,20.230999
61,347,347,347,CC(=O)OCC=C,347,8.0,6.837369
62,350,350,350,OCC=C,350,16.8,10.542886
63,357,357,357,C=CCOC=O,357,8.8,7.7270656
64,360,360,360,CC(C)OCC=C,360,7.1,4.408866
65,365,365,365,C=CCCC#N,365,5.0,6.221572
66,373,373,373,COc1ccc(N)cc1,373,11.4,11.297483
67,386,386,386,O=C(c1ccccc1)c2ccccc2,386,5.1,4.746546
68,388,388,388,ClC(Cl)(Cl)c1ccccc1,388,3.2,3.2593493
69,389,389,389,ClC(=O)c1ccccc1,389,4.5,5.6900144
70,404,404,404,NC(=O)NC(N)=O,404,18.8,12.748804
71,408,408,408,Brc1ccccc1,408,4.1,3.872825
72,430,430,430,CCCC(O)=O,430,12.0,13.301358
