,0,1,2,3,4,5,6
0,8,8,8,ClCC(Cl)Cl,8,5.3,8.445883
1,16,16,16,CC(Cl)Cl,16,7.8,7.000971
2,17,17,17,ClC(Cl)=C,17,5.2,7.802303
3,19,19,19,CC=C(Cl)Cl,19,6.7,4.017028
4,26,26,26,Cc1ccc(C)c(C)c1C,26,0.5,0.85085917
5,32,32,32,Clc1cc(Cl)c(Cl)cc1Cl,32,10.7,5.2595716
6,35,35,35,Cl\C=C\Br,35,6.6,9.399109
7,36,36,36,OC1CCCCC1O,36,9.8,7.30854
8,37,37,37,O=C1CCCCC1=O,37,10.3,11.700202
9,38,38,38,BrC=CBr,38,4.9,7.278496
10,45,45,45,Oc1ccccc1O,45,11.3,8.701409
11,48,48,48,C=C1CO1,48,8.6,9.010271
12,50,50,50,C1Oc2ccccc2O1,50,6.7,11.567857
13,53,53,53,Oc1cccc(O)c1,53,8.1,10.870348
14,103,103,103,CCCCCCCCCCO,103,4.7,4.4553385
15,111,111,111,COC=CC=C,111,8.3,6.8357134
16,115,115,115,Cc1cccc2ccccc12,115,0.8,1.5571908
17,119,119,119,CCCCCCCCCO,119,4.8,4.0625024
18,124,124,124,CCCC=C,124,1.4,2.813064
19,127,127,127,CCCCCCCCCCCCC=C,127,0.5,1.3400788
20,142,142,142,ClCC(Cl)=C,142,7.8,7.1829123
21,149,149,149,Nc1ccc(Cl)cc1Cl,149,6.2,8.416361
22,150,150,150,Clc1ccc(C=O)c(Cl)c1,150,8.8,7.422713
23,151,151,151,[O-][N+](=O)c1ccc(Cl)cc1Cl,151,8.7,10.61651
24,152,152,152,Oc1ccc(Cl)cc1Cl,152,7.2,6.536543
25,154,154,154,Cc1ccc(N)c(C)c1,154,5.2,3.8393366
26,157,157,157,Oc1cc(Cl)ccc1Cl,157,6.3,6.536543
27,159,159,159,COC1CCC(OC)O1,159,7.2,5.369768
28,160,160,160,Cc1[nH]c(C)cc1,160,7.6,8.380423
29,162,162,162,Cn1cnc2nc(Cl)nc(Cl)c12,162,11.7,11.037549
30,171,171,171,OCC(Br)=C,171,9.9,8.369909
31,175,175,175,Brc1sccc1,175,5.2,10.75386
32,180,180,180,N#CC#CC#N,180,16.2,16.74528
33,190,190,190,CC(=O)OCCCl,190,9.6,9.92492
34,191,191,191,ClCCc1ccccc1,191,6.3,4.6412363
35,194,194,194,Oc1ccccc1Cl,194,5.5,8.377939
36,207,207,207,CCCCC(CC)CO,207,3.3,4.8592696
37,225,225,225,Cc1occc1,225,2.8,6.1587815
38,226,226,226,CC(CO)[N+]([O-])=O,226,13.7,12.658231
39,229,229,229,CCCCCCC(C)O,229,4.9,5.146172
40,232,232,232,OCCOc1ccccc1,232,5.7,5.913452
41,245,245,245,[O-][N+](=O)c1ccc(Cl)c(Cl)c1,245,7.2,11.056478
42,253,253,253,C=CCN=[N+]=[N-],253,7.7,8.916092
43,255,255,255,C=CCC#N,255,14.3,14.295095
44,262,262,262,ClCCC#N,262,15.9,13.24904
45,263,263,263,ClCC#C,263,7.4,6.489244
46,282,282,282,CC(=O)c1ccc(cc1)C(F)(F)F,282,6.1,4.651233
47,283,283,283,Nc1ccncc1,283,16.1,8.870454
48,287,287,287,Cc1ccc(Cl)cc1[N+]([O-])=O,287,11.8,10.565307
49,297,297,297,CCC1COC(=O)O1,297,9.8,12.499927
50,301,301,301,OC(=O)C=Cc1ccc(O)cc1,301,6.7,7.3758473
51,303,303,303,COc1ccc(cc1)C(C)=O,303,11.2,7.534489
52,304,304,304,COc1ccc(cc1)C#N,304,16.7,10.376078
53,313,313,313,[O-][N+](=O)c1ccc(Br)cc1C(F)(F)F,313,6.0,6.3475633
54,320,320,320,CC(N)=O,320,18.7,13.310664
55,322,322,322,CC(O)=O,322,8.0,12.7313
56,341,341,341,C=CC#N,341,12.8,13.099396
57,353,353,353,ClCC=C,353,6.2,7.5631366
58,364,364,364,COCC=C,364,4.3,4.296363
59,372,372,372,COc1ccc(C=O)cc1,372,11.9,8.125047
60,374,374,374,COc1ccccc1,374,4.4,4.1462274
61,399,399,399,c1ccc(cc1)c2ccccc2,399,1.0,2.7871401
62,403,403,403,Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2,403,14.6,8.110683
63,407,407,407,BrC#C,407,9.9,9.919851
64,414,414,414,ClC(Cl)(Cl)Br,414,8.1,5.28827
65,419,419,419,CCCC,419,0.0,1.4146734
66,421,421,421,CCCCOC(=O)c1ccccc1,421,5.6,5.5899496
67,437,437,437,[nH]1c2ccccc2c3ccccc13,437,6.4,6.5135956
68,443,443,443,O=C(C#N)C#N,443,6.3,14.792789
69,452,452,452,ClCC#N,452,13.6,16.355988
70,469,469,469,O=C1Oc2ccccc2C=C1,469,12.5,7.22915
71,470,470,470,C/C=C/C=O,470,14.9,6.185343
72,472,472,472,O=C1OCC=C1,472,19.8,14.050755
73,476,476,476,ClC#N,476,14.5,15.247432
74,480,480,480,C1CCCCCC1,480,1.4,0.10976661
75,489,489,489,NC1CCCCC1,489,3.1,5.1443853
76,496,496,496,COC1CCCC1,496,4.3,5.343295
77,503,503,503,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,503,5.5,5.0764346
78,505,505,505,CCCCCCCCCC,505,0.0,0.1227095
79,509,509,509,ClCCOCOCCCl,509,10.2,9.198931
80,511,511,511,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,511,5.0,4.466167
81,515,515,515,CCCCC(CC)COCC(CC)CCCC,515,2.6,1.6610895
82,517,517,517,CC(C)CC(=O)CC(C)C,517,3.7,2.7108378
83,537,537,537,C(OCc1ccccc1)c2ccccc2,537,3.4,5.953089
84,546,546,546,OC(=O)C(Cl)Cl,546,8.1,10.090344
85,569,569,569,CCOCCOCCOCC,569,5.9,4.884864
86,571,571,571,CCCCCCOCCOCCO,571,6.0,6.2581906
87,574,574,574,CCOCCOCCO,574,9.2,6.636888
88,579,579,579,CCCCCC(CC)(CC)OC(=O)c1ccccc1C([O-])=O,579,7.0,5.6530356
89,586,586,586,C=C1CC(=O)O1,586,14.5,9.195239
90,606,606,606,CO[S](=O)(=O)OC,606,13.0,10.554436
91,610,610,610,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,610,2.0,3.9434087
92,623,623,623,CCCOC(C)COC(C)CO,623,6.1,5.8760242
93,624,624,624,COC(C)COC(C)COC(C)=O,624,4.9,5.807913
94,625,626,625,C=CSC=C,625,4.6,5.8058057
95,638,639,638,CCOC(C)OC(=O)CC,638,3.3,6.97164
96,640,641,640,CCOC(=O)CC(C)=O,640,7.3,8.626326
97,651,652,651,CCCCCC(=O)OCC,651,3.2,4.022364
98,653,654,653,CCN=[CH+],653,15.2,6.0974336
99,658,659,658,CCOC(=O)C(=C)C#N,658,10.3,3.8925946
100,662,663,662,CCOCl,662,8.6,5.6409435
101,664,665,664,CCN=C=O,664,12.0,10.827351
102,669,670,669,CCSC,669,4.8,5.9006176
103,672,673,672,CCSC#N,672,13.4,8.7889595
104,680,681,680,BrCCBr,680,3.5,8.992004
105,684,685,684,CCCCOCCOC(C)=O,684,7.5,4.7311573
106,685,686,685,CCCCOCC.OCCO,685,4.9,6.0753484
107,687,688,687,CC(C)(C)OCCOC(C)(C)C,687,4.1,3.2447853
108,691,692,691,COCCOC,691,6.3,6.000312
109,697,698,697,CCCOCCO,697,8.7,5.9070296
110,705,706,705,COCCOC(C)=O,705,5.5,5.4230385
