,0,1,2,3,4,5,6
0,10,10,10,Clc1cc(Cl)c(Cl)c(Cl)c1,10,-4.63,-4.7522674
1,23,23,23,ClCCCl,23,-1.06,-0.4554799
2,30,30,30,Brc1cc(Br)cc(Br)c1,30,-5.6,-4.357714
3,31,31,31,Clc1cc(Cl)cc(Cl)c1,31,-4.48,-3.397139
4,39,39,39,CCNC(=S)NCC,39,-1.46,-0.92813826
5,44,44,44,C1C=CCC=C1,44,-2.06,-1.2653828
6,49,49,49,Cc1ccc(C)c2ccccc12,49,-4.14,-4.677442
7,51,51,51,C=CCC=C,51,-2.09,-2.4621255
8,56,56,56,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,56,-3.999,-4.338763
9,59,59,59,CCCCBr,59,-2.37,-1.9465103
10,70,70,70,ClCC(C)C,70,-2.0,-1.2609419
11,76,76,76,CCCCl,76,-1.47,-1.1035943
12,78,78,78,CCCCCCCCC=C,78,-5.51,-4.94258
13,83,83,83,CCCCCC#C,83,-3.01,-2.295365
14,86,86,86,CCCCC=C,86,-3.23,-2.8231328
15,88,88,88,CCCCC#C,88,-2.36,-1.872502
16,96,96,96,Cc1cccc2c1ccc3ccccc32,96,-5.85,-5.9111214
17,101,101,101,CCCN(=O)=O,101,-0.8,-1.182127
18,107,107,107,CCCCCCC=C,107,-4.44,-3.9227488
19,109,109,109,CCCCCCCCCCCCCCCO,109,-6.35,-6.583427
20,113,113,113,CC(O)c1ccccc1,113,-0.92,-2.0263007
21,128,128,128,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,128,-6.47,-7.1812277
22,136,136,136,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,136,-7.39,-7.497583
23,138,138,138,CCC(C)(C)C,138,-3.55,-1.9288275
24,139,139,139,CCCC(C)(C)C,139,-4.36,-2.1684256
25,140,140,140,CCCC(C)(C)CO,140,-1.52,-1.2240028
26,141,141,141,CC(C)(C)CO,141,-0.4,-0.40427923
27,156,156,156,Clc1cccc(c1)c2cc(Cl)ccc2Cl ,156,-6.01,-6.3343844
28,158,158,158,Oc1c(Cl)ccc(Cl)c1Cl,158,-2.64,-2.3340783
29,170,170,170,Oc1c(Cl)cc(Cl)cc1Cl,170,-2.34,-2.2319357
30,174,174,174,CC(C)CC(C)(C)O,174,-0.92,-1.4367472
31,178,178,178,Cc1ccc(O)c(C)c1,178,-1.19,-1.7953999
32,192,192,192,Brc1ccc2ccccc2c1,192,-4.4,-4.397735
33,199,199,199,COc1ccccc1Cl,199,-2.46,-2.7473557
34,209,209,209,CCC(CC)CO,209,-1.17,-1.597573
35,210,210,210,CCCCC(CC)CO,210,-2.11,-2.2314105
36,218,218,218,CCCCC(C)O,218,-0.89,-1.3963783
37,220,220,220,Oc2ncc1nccnc1n2,220,-1.947,-1.120063
