,smiles,actual,predict
0,BrCCBr,-1.68,-1.7192694
1,COc1ccccc1OCC(O)COC(N)=O,-0.985,-1.9412903
2,Oc1ccccn1,1.02,1.0968422
3,Clc1ccc(cc1Cl)c2ccccc2 ,-6.39,-5.92011
4,N#Cc1ccccc1,-1.0,-2.0364165
5,O=C1CCCN1,1.07,-0.8171831
6,CCCN(=O)=O,-0.8,-1.0882118
7,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-4.63,-5.094355
8,CC=C,-1.08,-1.732612
9,CCc1ccccc1C,-3.21,-3.5542529
10,Cc1ccc(O)cc1C,-1.38,-1.4044056
11,CCC=C,-1.94,-2.334441
12,COc1ccccc1N(=O)=O,-1.96,-2.595274
13,CCCCl,-1.47,-0.94072026
14,Fc1ccccc1,-1.8,-1.4101701
15,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8,-8.725924
16,CC(C)C(C)C(C)C,-4.8,-4.5616345
17,O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.907,-4.8193283
18,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,-5.24,-5.6088605
19,CCOC=O,0.15,0.07277705
20,Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,-2.82,-3.3098733
21,CN(C)C(=O)Nc1ccccc1,-1.6,-2.0666234
22,Oc1cc(Cl)cc(Cl)c1Cl,-2.67,-2.698702
23,C1Cc2cccc3cccc1c23,-4.63,-5.087054
24,CSc1nc(nc(n1)N(C)C)N(C)C,-2.676,-2.6797388
25,CCCCCC(=O)OC,-1.87,-2.7674587
26,Nc1nc(O)nc2nc[nH]c12 ,-3.401,-2.3070462
27,Cc1cccc(C)c1,-2.82,-2.0094807
28,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,-4.76,-3.5968213
29,Clc1ccc(Cl)c(Cl)c1Cl,-4.57,-5.1412635
30,O=C1NC(=O)NC(=O)C1(CC)C(C)C,-2.148,-2.016687
31,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,-7.8,-7.6798563
32,CCCCC(CC)C=O,-2.13,-1.7015593
33,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-4.099,-4.1757693
34,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356,-2.3305
35,Cc1c2ccccc2c(C)c3ccc4ccccc4c13,-7.02,-7.788581
36,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658,-2.3783638
37,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981,-2.9510539
38,c1ccc2c(c1)cnc3ccccc23 ,-2.78,-5.0214243
39,CCCCC(=O)OC,-1.34,-2.2739594
40,Nc1nc[nH]n1,0.522,-0.3886242
41,CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C ,-4.65,-5.0194373
42,Clc1ccc(cc1)c2ccccc2Cl ,-5.25,-5.646402
43,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1,-3.398546
44,CCCCCCCCCC(=O)OCC,-4.1,-5.095163
45,CCC1(C(=O)NCNC1=O)c2ccccc2,-2.64,-2.3120415
46,c1ccncc1,0.76,0.97894424
47,Cc1ccc(cc1)S(=O)(=O)N,-1.74,-2.0114992
48,c1c(NC(=O)c2ccccc2(I))cccc1,-4.21,-4.7721252
49,CC(C)OC=O,-0.63,-0.2807611
50,Cc1c[nH]c(=O)[nH]c1=O ,-1.506,-0.80675954
51,NC(=O)c1cnccn1,-0.667,-0.636601
52,O=N(=O)c1ccccc1,-1.8,-1.9192752
53,CCCCCC(C)O,-1.55,-2.0748954
54,CCSCc1ccccc1OC(=O)NC ,-2.09,-2.4947531
55,CCCC(=O)CC,-0.83,-0.705093
56,CCCCCC=O,-1.3,-2.045483
57,Cc1ccccc1Br,-2.23,-2.9944708
58,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,-3.021,-4.1916275
59,c1c(Cl)cccc1c2ccccc2,-4.88,-5.50094
60,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.46,-3.636237
61,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,-4.207,-4.856543
62,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915,-4.866993
63,OC1C(O)C(O)C(O)C(O)C1O,0.35,0.68548566
64,CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,-4.173,-5.269143
65,OCC1OC(O)(CO)C(O)C1O,0.64,0.53810054
66,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-4.081,-5.1148295
67,COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478,-4.0502176
68,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53,-6.151221
69,CCC,-1.94,-2.0851135
70,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,-0.85,-2.030346
