,smiles,actual,predict
0,[O-][N+](=O)c1ccc(F)cc1F,19.4,19.757883
1,OC(=O)\C=C/c1ccccc1,19.1,19.089834
2,CC1CCCCC1,16.0,16.577497
3,CC(O)=S,17.0,17.470112
4,CC(O)=O.CC(O)=O.OCCCCCCO,15.3,16.515783
5,CCNCC,14.9,16.027548
6,CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O,17.0,18.372746
7,C[S](C)=O,18.4,17.046167
8,CCSC#N,15.4,17.216597
9,CSC,16.1,16.832277
10,OC(F)(C(F)F)C(F)(F)F,17.2,13.640128
11,COCCOC,15.4,16.355343
12,COC(=O)c1ccccc1,18.9,18.689789
13,FC(F)(F)c1ccc(Cl)c(Cl)c1,20.0,19.60058
14,Cl\C=C\Br,17.2,17.33566
15,OC(=O)C(O)=O,17.0,17.512966
16,C1COCCN1,18.0,17.847168
17,CCCCCC(=O)OCC,15.5,15.8439665
18,Clc1ccccc1,19.0,18.828093
19,CN(C)[P](=O)(N(C)C)N(C)C,18.5,16.744766
20,COC(=O)CCCCC(=O)OC,16.3,16.618492
21,O=C1N[S](=O)(=O)c2ccccc12,21.1,20.126934
22,CCCCCCO,15.9,16.232681
23,CC(Br)=C,16.1,16.88943
24,COc1ccccc1OC,19.2,19.060951
25,COc1c(Cl)cc(Cl)cc1Cl,21.0,20.240324
26,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,17.0,18.165281
27,OCC#C,16.1,16.293175
28,ClC(Cl)(Cl)C#N,16.4,18.090693
29,FC(F)F,14.4,12.591836
30,COCC(C)OC(C)=O,15.6,15.426292
31,CCOC#CC,15.9,15.36727
32,CO[P](=O)(OC)OC,15.7,15.628213
33,CCO[P](=O)(OCC)OCC,16.7,15.360108
34,OCCOCCO,16.6,17.130852
35,CC1=CC(=O)CC(C)(C)C1,17.0,17.21591
36,C1CC=CC1,16.7,17.497581
37,Cc1occc1,17.3,17.851706
38,OCCCCl,17.5,16.633438
39,Oc1ccccc1C=O,19.0,19.521952
40,Cc1ccccc1Br,19.3,19.556894
41,ClCC(Cl)=C,16.2,17.444523
42,ClC(Cl)=O,16.4,17.071405
43,CC1(C)C2CCC(C2)C1=C,16.4,17.44956
