,smiles,actual,predict
0,[O-][N+](=O)c1ccc(F)cc1F,3.7,3.7014408
1,OC(=O)\C=C/c1ccccc1,10.6,12.63921
2,CC1CCCCC1,1.0,0.19791642
3,CC(O)=S,8.9,13.615797
4,CC(O)=O.CC(O)=O.OCCCCCCO,7.2,11.730771
5,CCNCC,6.1,14.93109
6,CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O,32.8,17.09092
7,C[S](C)=O,10.2,11.568114
8,CCSC#N,5.4,6.260967
9,CSC,7.4,4.900468
10,OC(F)(C(F)F)C(F)(F)F,14.7,5.002471
11,COCCOC,6.0,15.977948
12,COC(=O)c1ccccc1,4.7,5.561768
13,FC(F)(F)c1ccc(Cl)c(Cl)c1,2.4,2.1759312
14,Cl\C=C\Br,2.3,5.9408507
15,OC(=O)C(O)=O,26.0,18.482801
16,C1COCCN1,11.0,8.272594
17,CCCCCC(=O)OCC,5.9,3.9524653
18,Clc1ccccc1,2.0,2.3577335
19,CN(C)[P](=O)(N(C)C)N(C)C,8.7,8.723826
20,COC(=O)CCCCC(=O)OC,8.5,8.871264
21,O=C1N[S](=O)(=O)c2ccccc12,9.8,9.1594305
22,CCCCCCO,12.5,10.14611
23,CC(Br)=C,4.9,5.746654
24,COc1ccccc1OC,9.4,7.801981
25,COc1c(Cl)cc(Cl)cc1Cl,7.0,4.9629583
26,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,3.6,5.61144
27,OCC#C,18.8,14.33394
28,ClC(Cl)(Cl)C#N,6.1,5.3645096
29,FC(F)F,6.3,3.735032
30,COCC(C)OC(C)=O,9.8,7.8172956
31,CCOC#CC,5.4,5.9502616
32,CO[P](=O)(OC)OC,10.2,6.961483
33,CCO[P](=O)(OCC)OCC,9.2,4.5814867
34,OCCOCCO,19.0,19.304525
35,CC1=CC(=O)CC(C)(C)C1,5.0,5.97765
36,C1CC=CC1,1.7,2.7698715
37,Cc1occc1,7.4,11.911452
