,smiles,actual,predict
0,C1OC1c2ccccc2 ,-1.6,-3.078288
1,CCCC=O,-0.01,-0.7868577
2,c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,-5.64,-5.7676415
3,CCCCCCCCC(=O)C,-3.3,-3.50098
4,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,-3.638,-3.985233
5,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59,-4.3433642
6,c1cC2C(=O)NC(=O)C2cc1,-2.932,-1.767031
7,Brc1ccccc1,-2.55,-3.4604926
8,Oc1c(I)cc(C#N)cc1I,-3.61,-3.0541468
9,CCCOC,-0.39,-0.68015295
10,BrC(Cl)Cl,-1.54,-1.8718804
11,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,-4.3520927
12,CC(C)COC=O,-1.01,-1.2260352
13,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,-4.114,-4.5458307
14,CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-4.286,-2.967974
15,CC(=C)C=C,-2.03,-2.0420544
16,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-7.25,-7.2945013
17,COC(=O)c1ccc(O)cc1,-1.827,-1.5347375
18,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,-7.2,-7.572974
19,CCc1ccccc1CC,-3.28,-3.4391687
20,CC(C)(C)c1ccccc1,-3.66,-3.9802845
21,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.15,-4.0238066
22,c1cncnc1,1.1,0.5501575
23,Clc1ccc(cc1)c2ccc(Cl)cc2 ,-6.56,-6.334492
24,C1Cc2ccccc2C1,-3.04,-4.246343
25,c1cccc2c3c(C)cc4ccccc4c3ccc12,-6.59,-8.013627
26,CNC(=O)Oc1cccc2ccccc12,-3.224,-3.614019
27,CCCCI,-2.96,-3.3521075
28,CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,-1.9020784
29,Oc1ccccc1O,0.62,-0.32697535
30,CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,-3.81,-3.4395754
31,CC(C)Cc1ccccc1,-4.12,-3.6721609
32,CCC(=O)C,0.52,0.10742574
33,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.39,-7.9947805
34,CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.24,-5.134807
35,CCCC(C)(C)O,-0.49,-0.46721965
36,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.953,-3.9558444
37,c1ccc2c(c1)c3cccc4cccc2c34,-6.0,-7.4386005
38,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-6.49,-5.8594975
39,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2,-4.455147
40,CC(C)N(=O)=O,-0.62,-1.0852131
41,Cc1cccc(c1)N(=O)=O,-2.44,-2.6724684
42,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291,-7.695133
43,Clc1cccc(Cl)c1c2ccccc2 ,-5.21,-5.5019884
44,CCO,1.1,0.31312802
