,smiles,actual,predict
0,SC#N,10.9,6.721265
1,CC1CCCC1,1.0,2.2521253
2,CCCCC(CC)CNCC(CC)CCCC,3.2,3.9822266
3,CCCCCCCCCC,0.0,0.43986163
4,O=C(CCCCCCCCC(=O)OCc1ccccc1)OCc2ccccc2,5.5,5.696132
5,COC(=O)C(Cl)=C,8.5,7.945956
6,OCCC#N,17.6,6.049999
7,CC(=C)C1CCC(=CC1)C,4.3,4.795253
8,CC(=O)c1ccccc1,4.0,4.779268
9,C=CC#C,8.0,5.9960065
10,CCc1ccccc1,1.4,2.5540037
11,CCCCCCCCCc1ccccc1O,9.2,10.862227
12,C[CH]=[C]=[CH2],6.2,6.092077
13,CC1COC(=O)O1,4.1,3.4974666
14,Cc1c[nH]c2ccccc12,6.2,7.509117
15,CC(=C)C(=O)OCC=C,7.5,8.593944
16,CCOCCOCC,5.2,7.416562
17,OC(c1ccccc1)C(=O)c2ccccc2,10.7,9.211909
18,Sc1ccccc1Cl,10.0,10.142368
19,C[P](F)(F)=O,8.4,2.5329404
20,FC(Cl)=C,4.0,3.1181607
21,BrC(Br)C(Br)Br,8.2,8.37005
22,CN,16.0,11.584683
23,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,4.9,6.9278774
24,NCCO,21.0,6.4989166
25,Cc1ccon1,11.8,6.9461045
26,CCOCCOC(C)=O,10.6,8.595444
27,COC(=O)C(C)=C,5.4,8.058481
28,CO[S](=O)(=O)c1ccc(C)cc1,3.8,5.773019
29,Cc1ccc(cc1)[N+]([O-])=O,3.6,5.260891
30,Cc1ccccc1C,3.1,0.81896985
31,o1ccc2ccccc12,5.7,6.5982714
32,O=C1OCC=C1,9.6,7.848448
33,Cc1c(C)c(C)c(C)c(C)c1C,0.0,-0.4670738
34,CCOCCCl,4.6,9.351379
35,O=C1c2ccccc2C(=O)c3ccccc13,4.8,4.5441494
36,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,12.0,11.12339
37,CC(=C)C(Cl)=O,7.3,6.4606714
38,CCOC(=O)C(C)=C,7.5,6.9400215
39,OC(=O)C(Cl)(Cl)Cl,13.0,11.877597
40,CCOC(C)OCC(C)O,6.0,11.472726
41,CCCCOC(=O)C(C)=C,5.2,6.462318
42,[O-][N+](=O)c1ccc(Br)cc1,5.9,4.152204
43,CC(O)COC(C)(C)C,10.8,12.681005
44,CCCCCCCC(O)=O,8.2,11.757022
45,CCCCC(O)=O,10.3,11.615973
46,OC(CCl)CCl,14.6,13.153422
47,C=[N+]=[N-],11.3,13.802855
48,CCC(C)O,14.5,14.102074
49,CCCCCCCCCO,11.0,11.090223
50,Clc1ccc(C=O)cc1,5.6,5.8033543
51,CC1=CNC(=O)NC1=O,13.0,10.351722
52,[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,7.0,6.669259
53,CC(=O)Oc1ccccc1,6.4,7.0990534
54,O=CN1CCCCCC1,7.6,5.2807045
55,Cc1c(Cl)cccc1[N+]([O-])=O,3.8,3.9213614
56,CCCCCCCCCCCCCCCCCCCC,0.0,-0.20348497
57,CCCl,2.9,4.382573
58,CCCCCCCCC,0.0,0.4863275
59,CCOC#C,5.9,5.940126
60,CCCCOC(=O)C(C)O,10.2,12.864821
61,CC(=C)C(=O)OCc1ccccc1,4.1,6.6026483
62,CCCCCCCCCCCCCCCC(=O)OC(C)C,3.7,5.8890114
63,ClC(Cl)c1ccccc1,2.4,3.191936
64,O=C1CCCCCCCCC1,4.1,5.3190265
65,CC(O)=O.CC(O)=O.OCC(O)CO,14.2,11.364811
66,CCCCC,0.0,0.40282205
67,O=CN1CCCCC1,7.8,5.79453
68,C1OCOCO1,8.6,9.524556
69,COc1cc(CC=C)ccc1O,13.0,10.876393
70,CC=NO,20.2,8.30281
71,CCC#C,5.0,7.741597
72,C/C=C/C(O)=O,12.0,13.179709
73,c1ccnnc1,11.7,6.8188267
74,FC(F)(Cl)Cl,0.0,-0.30174538
75,O=C1CCCN1C2CCCCC2,6.5,6.3967876
76,c1ccc2ncccc2c1,5.7,3.4000142
77,NCCc1ccc(O)c(O)c1,19.5,17.853813
78,OC=O,14.0,20.208735
79,Cc1cccc(C)c1O,12.9,12.85169
80,COCC=C,5.9,5.0269136
81,C1CCCC1,1.8,3.1247988
82,CCCCN(CCCC)C=O,6.2,7.8674393
83,Brc1ccc(cc1)C#N,5.8,4.755337
84,Oc1c(Cl)cccc1Cl,10.9,12.415045
85,COC=CC,5.7,6.320219
86,CC[N+]([O-])=O,4.5,5.5409484
87,C/C=C/C(=O)OC=C,9.0,7.3940597
88,CO[P](C)(=O)OC,7.5,8.462208
89,O=C1Oc2ccccc2C=C1,6.7,7.1676135
90,[SiH3]C=C,4.0,4.3039074
91,Cc1ccc(O)cc1C,13.4,13.322504
92,CCCC(C)O,13.3,12.820796
93,OC(=O)c1[nH]c2cc(O)c(O)cc2c1,17.7,20.946507
94,Cc1ccc(O)c(c1)C(C)(C)C,10.5,12.268405
95,CC(=C)C(=O)OCC1CO1,5.7,8.5917635
96,CCOC(=O)CCCCC(=O)OCC,7.5,8.136055
97,CC(C)(c1ccc(O)cc1)c2c(Br)cc(OBr)c(Br)c2Br,13.8,13.803198
98,OCC(Cl)CCl,14.6,14.772132
99,OCCNCCO,19.0,18.59415
100,CC(C)(O)CN,14.0,15.40022
101,COc1ccccc1Br,6.7,7.1994805
102,Clc1ccc(C=C)cc1,3.9,4.345083
103,BrC(Br)Br,7.0,6.735471
104,CC(CCl)OC(C)CCl,5.1,7.3814135
