,smiles,actual,predict
0,C=CCNCC=C,15.6,15.847664
1,O[P](O)(O)=O,14.7,15.763382
2,CC=CCl,15.3,16.696949
3,CCOC(Cl)=CCl,16.9,17.20818
4,[CH2]=[C]=[CH2],15.3,16.237133
5,CCCOCCO,16.1,16.0767
6,Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1,19.0,19.493977
7,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,16.6,16.727144
8,CCCCc1ccccc1C,17.6,17.311457
9,CC(=O)c1sccc1,19.1,19.22767
10,O=C1CCCCC1=O,18.6,17.533394
11,CCCC(F)(F)C(F)(F)C(O)(F)F,15.1,13.55434
12,[O-][N+](=O)OCCO[N+]([O-])=O,16.2,17.703186
13,CC=CC=C,15.0,15.207586
14,Oc1cc2[nH]ccc2cc1O,19.5,20.407537
15,[O-][N+](=O)c1cccc(Cl)c1Cl,19.7,20.445148
16,CC1CO1,15.2,16.681326
17,FC(F)(F)c1cccc(c1)C(F)(F)F,17.0,17.31324
18,CCC=C,13.2,14.480547
19,O=C1CCO1,17.0,18.350876
20,CCCCCCCC=C,15.4,16.01924
21,OO,15.5,15.614649
22,CCCOC(=O)C(C)=C,15.5,15.766111
23,OCC(Cl)=C,17.1,16.619087
24,CCCCOCCOCCOC(C)=O,16.0,16.180105
25,CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,17.8,17.290356
26,C1CCNCC1,17.3,17.219454
27,[nH]1ccnn1,20.7,19.703716
28,COC(C)(C)C,14.8,14.843452
29,COCCOCCO,16.2,16.307238
30,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.1,12.1721115
31,CC(C)COC(=O)CCCCC(=O)OCC(C)C,16.7,16.260721
32,CCN1CCCC1=O,18.0,17.415806
33,CCO[S](=O)(=O)OCC,15.7,17.123432
34,C1CCC(CC1)c2ccccc2,18.7,18.263062
35,CCCCC(O)CC,15.9,15.826318
36,ClC(Cl)(Cl)C(Cl)(Cl)Cl,18.6,18.205889
37,CCOC(=O)c1ccccc1,17.9,18.752834
38,CC#CC,15.1,15.263142
39,[O-][N+](=O)CCl,17.4,18.057892
40,Cc1cc(C)cc(C)c1,18.0,18.60589
41,C[n+]1ccc(cc1)c2cc[n+](C)cc2,19.5,20.334976
42,FC(=C)C=C,14.2,15.463732
43,O=CC1CO1,17.5,17.780344
44,CSc1ccccc1,19.6,18.48976
45,Cc1ccc(N)c(C)c1,19.2,18.891855
46,CC(C)OC(C)=O,14.9,15.459496
47,CCCCCCCCCCCCCCCCCC(=O)OCCCC,14.5,17.023586
48,OCCCO,16.8,15.696123
49,FC(F)(F)Br,14.3,15.552929
50,CCOCCC=O,16.0,16.252357
51,CCOC(C)=O,15.8,15.929627
52,Cc1cccc2ccccc12,19.7,19.458105
53,CCOC(=O)C=Cc1ccccc1,18.4,17.580858
54,COC#C,15.8,15.600187
55,C/C=C/C#N,16.4,15.904246
56,CCCCOC(=O)C=C,15.6,15.857086
57,CC(C)=C,14.5,14.405911
58,ClC(=C)C=C,16.1,17.481678
59,CC(Cl)=O,16.2,16.661974
