,smiles,actual,predict
0,CCOC(=O)c1ccccc1C(=O)OCC,-2.35,-3.0125158
1,CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,-3.68,-3.6408257
2,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003,-7.6533356
3,CSSC,-1.44,-1.49543
4,ClCCBr,-1.32,-1.3508592
5,CCCOC(=O)CCC,-1.75,-1.3250599
6,CCCC#C,-1.64,-2.2403755
7,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321,-6.473799
8,O=c1[nH]cnc2nc[nH]c12 ,-2.296,-2.6263545
9,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,-4.71,-3.9543445
10,O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.301,-5.747625
11,CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,-4.328,-4.875822
12,Ic1cccc2ccccc12,-4.55,-4.4086795
13,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817,-4.4869013
14,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02,-3.61906
15,CC(C)OC(=O)C,-0.55,-0.06287251
16,C1CCCCCCC1,-4.15,-0.9583055
17,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-2.22,-1.7720323
18,C1CCCCCC1,-3.51,-2.0684683
19,OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,-5.931,-5.828124
20,Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-3.22,-3.829573
21,O=C1NC(=O)c2ccccc12 ,-2.61,-2.7570035
22,CCC(C)(C)C,-3.55,-3.9485998
23,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-2.89,-3.287081
24,CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,-3.31094
25,c2cnc1ncncc1n2,0.02,-1.043212
26,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376,-4.401936
27,Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,-5.82,-5.3343
28,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.499,-4.36548
29,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85,-7.803224
30,CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,-3.493,-4.639375
31,CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,-4.16,-3.742565
32,CCCCC#C,-2.36,-2.9678752
33,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0,-7.493362
34,CCCC(O)CC,-0.8,-1.054485
35,O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,-4.594,-3.705488
36,CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,-2.696,-3.3763638
37,c3ccc2nc1ccccc1cc2c3,-3.67,-5.033949
38,CCCC=C(CC)C=O,-2.46,-1.3870251
39,C=CCC=C,-2.09,-1.754762
40,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,-3.5468025
41,CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.839,-4.296607
42,CC(C)C(=O)C(C)C,-1.3,-1.2622418
43,Cc1ccccc1O,-0.62,-1.3592424
44,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.017,-8.837328
45,C(Cc1ccccc1)c2ccccc2,-4.62,-4.2561507
46,CCI,-1.6,-2.008972
47,Fc1ccc(F)cc1,-1.97,-2.4588377
48,CCc1ccc2ccccc2c1,-4.29,-4.3618484
49,CCC1(CCC(=O)NC1=O)c2ccccc2 ,-2.337,-3.140232
50,c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-1.83,-2.8460286
51,Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,-7.92,-6.95344
52,O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.886,-5.2134676
53,C=CC=O,0.57,0.6822294
54,Cc1ccc(cc1)c2ccccc2,-4.62,-4.9348173
55,O=C1CCC(=O)N1,0.3,-0.48669145
56,Nc1ccc(cc1)c2ccc(N)cc2,-2.7,-2.7019107
57,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-7.42,-8.787774
58,Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,-7.66,-8.79248
59,Brc1cc(Br)c(Br)cc1Br,-6.98,-6.465584
60,Cc1cc2c3ccccc3ccc2c4ccccc14,-6.57,-7.3009443
61,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ,-2.523,-2.7817945
62,CCC(C)CO,-0.47,-0.5079911
63,ClC=C,-1.75,-1.2509762
64,C1CCOC1,0.49,-0.8617062
65,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,-2.9,-4.7684264
66,O=C1NC(=O)NC(=O)C1(C)CC,-1.228,-2.0775006
67,Cc1cccc(C)n1,0.45,-2.5832586
68,CCOC(=O)c1cncn1C(C)c2ccccc2,-4.735,-4.101422
69,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.804,-7.7333455
70,CC1(C)C2CCC1(C)C(=O)C2,-1.96,-3.2093632
71,CCCCCCC(C)O,-2.09,-2.3242784
72,CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,-4.402,-4.656457
73,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.29,-3.6294675
74,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-2.09,-3.1291997
75,NNc1ccccc1,0.07,-1.8991615
76,COP(=S)(OC)SCC(=O)N(C)C=O,-1.995,-2.1637743
77,CCCCCCc1ccccc1,-5.21,-4.5613184
78,CCCCCCC(=O)C,-2.05,-2.5481136
79,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.62,-6.297595
80,Cc1cccc(C)c1O,-1.29,-1.3586773
81,NC(=O)c1ccccc1O,-1.82,-1.8037333
82,Cc2cccc3sc1nncn1c23 ,-2.07,-3.372703
83,CC(C)c1ccccc1C,-3.76,-3.995118
84,CCC(C)(C)Cl,-2.51,-2.3496459
85,c1ccc2cnccc2c1,-1.45,-1.3723882
86,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,-5.64,-5.7175727
87,CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334,-8.612281
88,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-6.89,-6.2805862
89,ICI,-2.34,-1.9105164
90,CCN(CC)c1ccccc1,-3.03,-3.2441964
91,CCCC(C)(C)CO,-1.52,-1.5990766
92,c1ccc2c(c1)ccc3c4ccccc4ccc23,-8.057,-6.2775307
93,Cc1ccc(C)c2ccccc12,-4.14,-4.3748474
94,C=CC#N,0.15,-0.015549625
95,NC(=S)Nc1ccccc1,-1.77,-1.6828885
96,OC(C(=O)c1ccccc1)c2ccccc2,-2.85,-3.6980522
97,Oc1cccc2ncccc12 ,-2.54,-1.4260889
98,OCC(O)CO,1.12,1.082012
99,CCNc1nc(NC(C)C)nc(OC)n1,-2.084,-2.668557
100,c1(O)cc(O)ccc1CCCCCC,-2.59,-3.0323997
101,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37,-3.328612
102,ClC(Cl)Cl,-1.17,-1.6859673
103,ClCCC#N ,-0.29,-1.2717438
104,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O ,-3.46,-2.7880492
105,COc1cc(CC=C)ccc1O,-1.56,-1.7356141
106,Cc1cccc(C)c1C,-3.2,-3.4559488
107,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,-3.928,-3.785814
108,O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06,-2.5780375
