,smiles,actual,predict
0,[O-][N+](=O)c1ccc(F)cc1F,11.0,7.996312
1,OC(=O)\C=C/c1ccccc1,3.9,8.855387
2,CC1CCCCC1,0.0,-0.48851958
3,CC(O)=S,6.7,8.575326
4,CC(O)=O.CC(O)=O.OCCCCCCO,4.5,6.4816003
5,CCNCC,2.3,6.154641
6,CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O,12.0,12.757067
7,C[S](C)=O,16.4,17.843864
8,CCSC#N,13.4,13.848838
9,CSC,6.4,6.021092
10,OC(F)(C(F)F)C(F)(F)F,4.5,3.6671112
11,COCCOC,6.0,6.6006002
12,COC(=O)c1ccccc1,8.2,10.606211
13,FC(F)(F)c1ccc(Cl)c(Cl)c1,4.7,4.779005
14,Cl\C=C\Br,6.6,9.741947
15,OC(=O)C(O)=O,17.0,9.453249
16,C1COCCN1,4.9,6.9576435
17,CCCCCC(=O)OCC,3.2,4.09311
18,Clc1ccccc1,4.3,5.7209997
19,CN(C)[P](=O)(N(C)C)N(C)C,11.6,9.851432
20,COC(=O)CCCCC(=O)OC,6.8,6.8823442
21,O=C1N[S](=O)(=O)c2ccccc12,12.5,17.984547
22,CCCCCCO,5.8,6.6742287
23,CC(Br)=C,6.0,9.455422
24,COc1ccccc1OC,4.4,6.78425
25,COc1c(Cl)cc(Cl)cc1Cl,3.9,5.013756
26,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,7.6,5.796067
27,OCC#C,8.7,8.337099
28,ClC(Cl)(Cl)C#N,7.4,8.620646
29,FC(F)F,8.7,5.0466824
30,COCC(C)OC(C)=O,5.6,4.6960034
31,CCOC#CC,6.4,6.7076387
32,CO[P](=O)(OC)OC,10.5,11.16359
33,CCO[P](=O)(OCC)OCC,11.4,10.126928
34,OCCOCCO,12.0,10.109756
35,CC1=CC(=O)CC(C)(C)C1,8.0,6.53263
36,C1CC=CC1,3.8,0.7877422
37,Cc1occc1,2.8,9.833202
38,OCCCCl,5.7,7.625912
39,Oc1ccccc1C=O,10.5,12.600462
40,Cc1ccccc1Br,5.0,5.934871
41,ClCC(Cl)=C,7.8,7.9141
42,ClC(Cl)=O,5.3,7.5089407
43,CC1(C)C2CCC(C2)C1=C,1.8,1.7192469
44,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,4.7,2.2561927
45,CCc1ccc(O)cc1,5.2,7.0376506
46,OCC(F)(F)F,8.3,8.112903
47,C=CCN=[N+]=[N-],7.7,10.388825
48,Sc1cc(Cl)c(Cl)cc1Cl,4.5,13.439131
49,C1CSC1,7.8,6.302429
50,CC1OC(C)OC(C)O1,5.0,6.6979246
51,COC(=O)C=C,6.7,10.22101
