,smiles,actual,predict
0,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34,-4.0562315
1,CC/C=C/C,-2.54,-1.9474374
2,OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,-3.37,-3.8179495
3,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-3.18,-3.378712
4,c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11,-6.2163095
5,NC(N)=NC#N ,-0.31,-0.61264485
6,c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,-5.43,-5.646675
7,Cc1ccccc1C,-2.8,-2.930419
8,c1(Br)c(Br)cc(Br)cc1,-4.5,-5.618631
9,Cc1ccc(Cl)cc1,-3.08,-2.8047538
10,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59,-3.9637349
11,ClC(Cl)(Cl)N(=O)=O,-2.0,-2.20319
12,Cc1ncnc2nccnc12,-0.466,-1.0018171
13,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,-4.02,-4.3874955
14,CCCCCCCCC=C,-5.51,-3.5639806
15,CCCCCCCCCCO,-3.63,-4.5484242
16,O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349,-3.2237184
17,c1ccc2c(c1)ccc3ccccc32,-5.26,-5.612612
18,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.45,-4.461537
19,CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34,-3.7089436
20,CCC(CC)C=O,-1.52,-1.0356286
21,CC/C=C\C,-2.54,-2.2948282
22,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613,-4.063056
23,OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O ,-0.77,-1.6567523
24,COc2ncc1nccnc1n2,-1.11,-1.0735086
25,CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,-4.634,-4.284623
26,Ic1ccccc1,-3.01,-3.2606082
27,O=C1CCCCC1,-0.6,-2.2836266
28,CCC(C)(C)CO,-1.04,-1.2330616
29,Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O ,-1.95,-1.7052395
30,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94,-8.311453
31,CC2(C)C1CCC(C)(C1)C2=O,-1.85,-2.814722
32,Clc1cc(Cl)c(Cl)c(Cl)c1,-4.63,-5.1934037
33,COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57,-5.1707673
34,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,-2.593,-2.6876373
35,CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,-2.62,-3.4913745
36,Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,-6.57,-6.9283915
37,COC(=O)c1ccccc1C(=O)OC,-1.66,-2.192388
38,Oc2ccc1CCCCc1c2 ,-1.99,-2.3572073
39,Cc1ccc2cc3ccccc3cc2c1,-6.96,-6.362834
40,CC(C)N(C(=O)CCl)c1ccccc1 ,-2.48,-3.4566095
41,Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,-2.404,-3.835991
42,Cc1ccc(O)c(C)c1,-1.19,-0.9685179
43,c1ccccc1O,0.0,-0.38349771
44,CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-3.561,-6.0479264
45,CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,-3.0378146
46,CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-6.124,-5.999723
47,c1(OC)ccc(CC=C)cc1,-2.92,-2.8789358
48,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28,-7.541632
49,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,-5.46,-5.702264
50,Brc1cc(Br)cc(Br)c1,-5.6,-5.5618424
51,CCC1(C(C)C)C(=O)NC(=O)NC1=O ,-2.21,-2.703474
52,Cc2cnc1cncnc1n2,-0.854,0.0018528309
53,COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C ,-4.42,-5.077402
54,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-4.46,-4.6909094
55,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,-3.84,-3.3521922
56,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,-3.73,-4.055441
57,CCC=O,0.58,0.20549601
58,Oc1cccc(c1)N(=O)=O,-1.01,-1.1836054
59,ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-6.9,-7.297987
60,CCBr,-1.09,-1.2641351
61,c1ccccc1NC(=O)c2c(O)cccc2,-3.59,-4.322163
62,CCCCCCCCCCCCCCCCCCCC,-8.172,-8.785217
63,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,-8.56,-8.778439
64,OC1CCCCCC1,-0.88,-0.8444087
65,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,-2.322,-2.3806338
66,CN(C)C(=O)SCCCCOc1ccccc1,-3.927,-2.6087403
67,c1ccccc1C(O)c2ccccc2,-2.55,-2.8704836
68,C1OC(O)C(O)C(O)C1O,0.39,0.8537231
69,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047,-4.4606166
70,CCCC(O)CCC,-1.4,-1.0225993
71,COc1ccccc1O,-1.96,-1.0050472
72,Nc1ncnc2nc[nH]c12 ,-2.12,-1.8101442
73,CC(=O)Nc1ccccc1,-1.33,-1.7161405
74,Cl\C=C/Cl,-1.3,-2.1778553
75,Cc1ccc2c(ccc3ccccc32)c1,-5.84,-6.1144805
76,Cc1cccc(O)c1,-0.68,0.036492635
77,C1CCCC1,-2.64,-3.6359334
78,O=C1NC(=O)NC(=O)C1(CC)CC,-2.4,-1.4649359
79,CCCCCCCBr,-4.43,-4.3554153
80,CCCCCCC=C,-4.44,-4.579986
81,Oc1cc(Cl)cc(Cl)c1,-1.34,-2.1407702
82,c2ccc1NCCc1c2 ,-1.04,-2.1240792
83,Cc1cc(C)cc(O)c1,-1.4,-1.9057
84,C1=Cc2cccc3cccc1c23,-3.96,-5.1406035
