,0,1,2,3,4,5,6
0,8,8,8,ClCC(Cl)Cl,8,18.2,17.348406
1,16,16,16,CC(Cl)Cl,16,16.5,15.873591
2,17,17,17,ClC(Cl)=C,17,16.4,16.731794
3,19,19,19,CC=C(Cl)Cl,19,16.9,16.374306
4,26,26,26,Cc1ccc(C)c(C)c1C,26,18.8,18.569304
5,32,32,32,Clc1cc(Cl)c(Cl)cc1Cl,32,21.2,20.221224
6,35,35,35,Cl\C=C\Br,35,17.2,17.087725
7,36,36,36,OC1CCCCC1O,36,17.4,16.75236
8,37,37,37,O=C1CCCCC1=O,37,18.6,19.073526
9,38,38,38,BrC=CBr,38,17.0,18.163279
10,45,45,45,Oc1ccccc1O,45,20.0,19.092808
11,48,48,48,C=C1CO1,48,16.5,17.99918
12,50,50,50,C1Oc2ccccc2O1,50,19.0,19.138117
13,53,53,53,Oc1cccc(O)c1,53,18.6,19.251415
14,103,103,103,CCCCCCCCCCO,103,16.0,15.996628
15,111,111,111,COC=CC=C,111,15.5,15.290698
16,115,115,115,Cc1cccc2ccccc12,115,19.7,19.858768
17,119,119,119,CCCCCCCCCO,119,16.0,15.9409075
18,124,124,124,CCCC=C,124,13.9,15.172015
19,127,127,127,CCCCCCCCCCCCC=C,127,16.1,16.041178
20,142,142,142,ClCC(Cl)=C,142,16.2,16.23042
21,149,149,149,Nc1ccc(Cl)cc1Cl,149,20.9,20.015465
22,150,150,150,Clc1ccc(C=O)c(Cl)c1,150,19.7,19.892887
23,151,151,151,[O-][N+](=O)c1ccc(Cl)cc1Cl,151,20.4,20.30283
24,152,152,152,Oc1ccc(Cl)cc1Cl,152,20.0,19.87368
25,154,154,154,Cc1ccc(N)c(C)c1,154,19.2,19.499395
26,157,157,157,Oc1cc(Cl)ccc1Cl,157,20.0,19.775486
27,159,159,159,COC1CCC(OC)O1,159,16.8,16.143705
28,160,160,160,Cc1[nH]c(C)cc1,160,18.3,19.443596
29,162,162,162,Cn1cnc2nc(Cl)nc(Cl)c12,162,20.5,20.515532
30,171,171,171,OCC(Br)=C,171,17.1,17.316538
31,175,175,175,Brc1sccc1,175,20.1,20.181814
32,180,180,180,N#CC#CC#N,180,15.2,15.944374
33,190,190,190,CC(=O)OCCCl,190,16.7,16.101698
34,191,191,191,ClCCc1ccccc1,191,19.3,19.101542
35,194,194,194,Oc1ccccc1Cl,194,19.0,20.115244
36,207,207,207,CCCCC(CC)CO,207,15.9,15.9619255
37,225,225,225,Cc1occc1,225,17.3,18.006474
38,226,226,226,CC(CO)[N+]([O-])=O,226,16.1,16.121613
39,229,229,229,CCCCCCC(C)O,229,16.1,15.551963
40,232,232,232,OCCOc1ccccc1,232,17.8,17.436457
41,245,245,245,[O-][N+](=O)c1ccc(Cl)c(Cl)c1,245,20.1,19.674686
42,253,253,253,C=CCN=[N+]=[N-],253,16.8,15.811312
43,255,255,255,C=CCC#N,255,16.2,15.930762
44,262,262,262,ClCCC#N,262,17.3,17.820253
