,0,1,2,3,4,5,6
0,2,2,2,CC(F)(F)F,2,10.0,2.8617742
1,3,3,3,BrC(Br)C(Br)Br,3,7.0,5.777454
2,6,6,6,BrC=C(Br)Br,6,9.4,6.443788
3,12,12,12,CC(Br)Br,12,8.4,5.5248094
4,25,25,25,CN(C)N,25,5.9,5.870016
5,27,27,27,Cc1cc(C)c(C)c(C)c1,27,0.5,2.755882
6,30,30,30,ClCC(Cl)=CCl,30,7.8,8.277343
7,39,39,39,ClC=CCl,39,8.0,7.092505
8,43,43,43,CCOC(Cl)=CCl,43,10.5,9.848934
9,47,47,47,[O-][N+](=O)c1ccccc1[N+]([O-])=O,47,11.6,11.284933
10,55,55,55,C=CC=C,55,2.8,5.4498124
11,60,60,60,CC(Cl)=CCCl,60,7.8,6.676958
12,63,63,63,COCCC(C)OC,63,5.5,5.520289
13,66,66,66,O=[S]1(=O)CCCO1,66,16.0,15.315982
14,67,67,67,OCCCO,67,13.5,9.063587
15,72,72,72,Oc1ccc(O)cc1,72,10.2,6.3784432
16,76,76,76,ClCCCCCCl,76,7.8,6.751962
17,78,78,78,OCCCCCCCCCO,78,7.0,9.024682
18,83,83,83,Brc1cccc2ccccc12,83,3.1,5.370401
19,92,92,92,CC(Cl)[N+]([O-])=O,92,13.5,13.224563
20,100,100,100,CCCCCCCl,100,6.2,5.014381
21,106,106,106,CCOC(=C)CC,106,4.2,5.2646694
22,110,110,110,CCCCC=C,110,1.1,1.5409617
23,120,120,120,CCCCCCCC=C,120,1.0,0.43132496
24,129,129,129,OCC(F)(F)F,129,8.3,7.249169
25,135,135,135,o1ccc2ccccc12,135,5.1,4.6702275
26,136,136,136,OC[CH]=[C]=[CH2],136,6.6,9.447349
27,138,138,138,BrCC(Br)=C,138,11.8,6.4758315
28,139,139,139,ClC(=C)C(Cl)=C,139,2.3,6.589955
29,141,141,141,OCC(Cl)CCl,141,9.2,12.639446
30,178,178,178,CC=CC,178,0.0,3.936109
31,182,182,182,CC(Cl)=C,182,6.7,6.179271
32,184,184,184,Cc1ccc(N)c(Cl)c1,184,7.4,6.188307
33,211,211,211,COC1CCCCO1,211,6.6,3.3396533
34,213,213,213,C\C=C/C(O)=O,213,5.2,8.344169
35,215,215,215,CC1CCCCC1=O,215,7.8,10.570842
36,224,224,224,CC=C(C)C,224,2.0,6.3672814
37,227,227,227,CC(C)[N+]([O-])=O,227,12.1,9.822536
38,237,237,237,OCC#C,237,8.7,8.820012
39,239,239,239,Cc1ccc(O)c(c1)C(C)(C)C,239,3.7,5.420168
40,242,242,242,Cc1ccccc1C=C,242,1.0,3.684226
41,247,247,247,Cc1ccc(Cl)c(Cl)c1,247,9.8,6.605963
42,256,256,256,CCCCOC(C)CCO,256,5.5,3.9851491
43,273,273,273,CC1CCCC(=O)C1,273,7.7,9.396449
44,275,275,275,C[C](C)=[C]=[CH2],275,2.5,6.261493
45,280,280,280,Nc1cccc(c1)[N+]([O-])=O,280,17.7,13.134757
46,290,290,290,Clc1ccc(cc1)C#N,290,8.0,14.569872
47,291,291,291,Clc1ccc(cc1)C(Cl)(Cl)Cl,291,5.5,4.6059203
48,292,292,292,OCc1ccc(Cl)cc1,292,7.5,7.4994245
49,299,299,299,CCC(=O)c1ccc(F)cc1,299,7.1,8.950422
50,311,311,311,O=C1C=C2NC=CC2=CC1=O,311,9.3,15.074641
51,316,316,316,O=C1C(=O)c2ccccc2c3ccccc13,316,17.1,9.584571
52,318,318,318,CC=O,318,12.5,10.745947
53,319,319,319,CC=NO,319,4.0,6.220779
54,328,328,328,CC(=O)c1ccccc1,328,9.0,7.544176
55,333,333,333,CC(Br)=O,333,10.6,9.520545
56,336,336,336,CC(F)=O,336,14.0,9.241299
57,351,351,351,NCC=C,351,5.7,5.8519073
58,354,354,354,C=CCC#N,354,14.3,12.464117
59,355,355,355,CCOCC=C,355,4.8,5.0178285
60,358,358,358,ICC=C,358,6.4,5.481383
61,359,359,359,C=CC[N+]#[C-],359,13.0,6.7178774
62,362,362,362,SCC=C,362,6.2,6.5283732
63,363,363,363,CC(=C)C(=O)OCC=C,363,4.1,6.839634
64,367,367,367,N,367,16.7,6.013224
65,370,370,370,COc1ccc(C=CC)cc1,370,4.3,5.6280785
66,371,371,371,Nc1ccccc1,371,5.8,5.659512
67,380,380,380,c1ccccc1,380,0.0,5.262751
68,390,390,390,CC(=O)OCc1ccccc1,390,5.7,5.750192
69,405,405,405,ClB(Cl)Cl,405,2.5,6.69435
70,410,410,410,BrC=C,410,6.3,5.360356
71,423,423,423,CCCCOC(C)=C,423,5.3,4.5272603
72,427,427,427,CCCCOC(=O)C1CC=CCC1C,427,2.5,4.859899
73,429,429,429,CCCC=O,429,10.1,9.542198
74,432,432,432,CCCC#N,432,12.4,10.757886
75,438,438,438,O=C=O,438,6.3,10.503003
76,439,439,439,S=C=S,439,0.0,6.2635465
77,447,447,447,[Cl],447,10.0,5.1597486
78,453,453,453,ClCC(Cl)=O,453,9.2,9.6218
79,458,458,458,ClC(Cl)Cl,458,3.1,6.3572974
80,461,461,461,[O-][N+](=O)C(Cl)(Cl)Cl,461,6.8,10.074592
81,462,462,462,ClC(=C)C=C,462,5.4,6.419763
82,477,477,477,O=C1CCC1,477,11.4,11.899956
83,478,478,478,O=C1CCCCCCCCC1,478,8.0,8.908705
84,486,486,486,C1CCC=CC1,486,1.0,4.0349193
85,494,494,494,O=C1CCCC1,494,11.9,11.640179
86,506,506,506,CCCCOC(=O)/C=C/C(=O)OCCCC,506,3.0,6.0884733
87,513,513,513,COCCOCCOC,513,6.1,7.004975
88,514,514,514,CCCCC(CC)CNCC(CC)CCCC,514,0.8,0.6789479
89,523,523,523,CC(C)O[P](C)(=O)OC(C)C,523,10.0,9.39247
90,532,532,532,CC(=O)CC(C)(C)O,532,8.2,8.419864
91,534,534,534,C=CCOCC=C,534,4.4,5.61247
92,535,535,535,C=[N+]=[N-],535,6.1,5.541569
93,541,541,541,CCCCC(=O)CCCC,541,7.7,6.5029354
94,545,545,545,ClC(Cl)C=O,545,9.1,10.890097
95,548,548,548,FC(F)(Cl)Cl,548,2.0,2.0194142
96,549,549,549,ClC(Cl)=C,549,7.8,6.589955
97,554,554,554,CCNCC,554,2.3,5.4185824
98,567,567,567,CCCCOCCOCCOC(C)=O,567,4.1,5.592637
99,572,572,572,COC(C)(C)C.OCCOCCO,572,7.2,6.6957173
100,575,575,575,CCOCCOCCOC(C)=O,575,5.1,6.0205283
101,578,578,578,NCCNCCN,578,7.1,7.2853265
102,583,583,583,C1COC=CC1,583,5.5,2.724627
103,590,590,590,CC#CC,590,3.4,6.0347695
104,598,598,598,CN(C)C=O,598,13.7,10.2539835
105,599,599,599,COC(=O)CCCC(=O)OC,599,7.7,7.5177956
106,605,605,605,COC(=O)CCC(=O)OC,605,7.7,8.046136
107,613,613,613,c1ccc(cc1)C#Cc2ccccc2,613,2.0,2.902299
108,615,615,615,O=[S](=O)(c1ccccc1)c2ccccc2,615,14.4,11.901974
109,621,621,621,COC(C)COC(C)CO,621,5.7,7.2457404
110,629,630,629,CNC(C)Cc1ccc2OCOc2c1,629,5.1,4.7336435
111,650,651,650,CCCC(=O)OCC,650,5.6,6.3967586
112,654,655,654,CCCl,654,6.1,7.4217744
113,660,661,660,CCF,660,9.3,5.4185824
114,670,671,670,CCCCCCCC\C=C/CCCCCCCC(=O)OCC,670,3.2,3.8865058
115,673,674,673,CCOC=C,673,4.9,5.1467805
116,675,676,675,CCOC#CC,675,6.4,6.226214
117,676,677,676,C=C,676,2.0,5.7281604
118,694,695,694,OCCOCc1ccccc1,694,5.9,4.784126
119,700,701,700,CCOCCO,700,7.2,7.7069526
120,708,709,708,C1CO1,708,10.0,6.1380363
121,711,712,711,C1CN1,711,11.0,6.3533163
122,713,714,713,COC#C,713,8.1,5.803739
123,715,716,715,COc1cc(CC=C)ccc1O,715,7.5,4.5447335
124,716,717,716,CC1(C)C2CCC1C(=C)C2,716,1.5,4.315387
125,717,718,717,COc1cc(\C=C\C(O)=O)ccc1O,717,6.6,7.064549
126,720,721,720,FC=C,720,7.0,5.4498124
127,724,725,724,NC=O,724,26.2,11.886704
128,727,728,727,N#C/C=C/C#N,727,13.6,16.306234
129,730,731,730,OCc1occc1,730,7.6,6.763042
130,731,732,731,OCC(O)CO,731,11.3,8.783009
131,760,762,760,NN,760,8.3,7.053986
132,762,764,762,OO,762,12.2,6.0611186
133,764,766,764,OCCOC(=O)C=C,764,13.2,12.475224
134,767,769,767,IC(=C)C=C,767,5.6,4.353432
135,768,770,768,IC(I)I,768,3.6,4.813311
136,781,783,781,CC(C)C(O)=O,781,5.4,7.970659
137,789,791,789,CC(C)c1ccccc1,789,1.2,6.5208764
138,798,800,798,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,798,4.7,4.345068
139,818,820,818,CO,818,12.3,6.8115916
140,820,822,820,COCO,820,9.0,7.5694165
141,824,826,824,COC(=O)CC(C)=O,824,8.6,7.86475
142,825,827,825,CC#C,825,3.8,5.6423426
143,826,828,826,COC(=O)C=C,826,6.7,7.301339
144,832,834,832,CCCCC(C)=O,832,6.1,5.8214884
145,838,840,838,CCOC,838,4.7,5.4185824
146,847,849,847,CC(C)CCC(C)=O,847,5.7,6.9954643
147,848,850,848,CC(C)CC(C)O,848,3.3,5.2479577
148,864,866,864,COC(=O)c1ccccc1O,864,8.0,9.707801
149,865,867,865,C[SiH3],865,3.3,6.771048
150,869,871,869,CC(=O)C=C,869,12.5,10.220958
151,875,877,875,COC(C)(C)C,875,4.3,5.191788
152,876,878,876,COCOC,876,1.8,4.3675027
153,886,888,886,CN(C)C(C)=O,886,11.5,8.911143
154,888,890,888,OCCN1CCCC1=O,888,9.2,12.917474
155,889,891,889,CC(=O)N1CCCCCC1=O,889,8.7,10.871855
156,900,902,900,CCCCC1CCCC1,900,0.0,0.96460664
157,903,905,903,CCCCOC(=O)c1ccccc1O,903,4.8,5.848687
158,904,906,904,CCCCc1ccccc1,904,0.1,1.7109925
159,907,909,907,O=C1CCCN1C2CCCCC2,907,6.8,7.892172
160,912,914,912,CCCCCCCOC(C)=O,912,2.9,3.1241176
161,914,916,914,CNC=O,914,18.8,11.061675
162,916,918,916,CN1CCCC1,916,2.8,6.1014395
163,921,923,921,CCCOC(C)=O,921,4.3,5.2326183
164,925,927,925,c1ccc2ccccc2c1,925,2.0,5.6086144
165,936,938,936,CCCCCCCCCC(C)(O)Oc1ccccc1,936,10.2,5.2693887
166,953,955,953,CCCCCCCC,953,0.0,0.69303656
167,964,966,964,[O-][O+]=O,964,4.2,15.63387
168,966,968,966,Brc1ccc(cc1)C#N,966,9.3,13.586869
169,969,971,969,Cc1ccc(Br)cc1,969,6.8,5.4217114
170,977,979,977,CCc1ccc(CC)cc1,977,0.0,7.4072785
