,0,1,2,3,4,5,6
0,1,1,1,CC(Cl)(Cl)Cl,1,-2.0,-2.3955503
1,8,8,8,Clc1ccc(Cl)c(Cl)c1Cl,8,-4.57,-4.5362816
2,16,16,16,c1(Br)c(Br)cc(Br)cc1,16,-4.5,-4.806333
3,17,17,17,Clc1ccc(Cl)c(Cl)c1,17,-3.59,-3.7128968
4,26,26,26,CCOCCOCC,26,-0.77,-1.199266
5,32,32,32,Cc1cc(C)cc(C)c1,32,-3.4,-2.6387253
6,36,36,36,Brc1cccc(Br)c1,36,-3.54,-3.4867787
7,37,37,37,Clc1cccc(Cl)c1,37,-3.04,-3.2362392
8,45,45,45,Brc1ccc(Br)cc1,45,-4.07,-3.2847445
9,48,48,48,Fc1ccc(F)cc1,48,-1.97,-2.1351757
10,52,52,52,Cc1cccc2c(C)cccc12,52,-4.679,-3.7808516
11,53,53,53,C=CCCC=C,53,-2.68,-1.6891105
12,80,80,80,CCc1cccc2ccccc12,80,-4.17,-3.841481
13,103,103,103,CCCCCCCC=C,103,-5.05,-4.937157
14,111,111,111,CCCC=C,111,-2.68,-1.5660657
15,115,115,115,CCCCCCCCCCCCCCO,115,-5.84,-6.9495773
16,119,119,119,Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,119,-9.15,-5.3788395
17,122,122,122,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,122,-7.92,-6.73991
18,123,123,123,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,123,-8.94,-6.950555
19,127,127,127,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,127,-7.42,-7.641757
20,129,129,129,CC(C)C(C)(C)C,129,-4.36,-3.9813747
21,143,143,143,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,143,-7.82,-7.937012
22,146,146,146,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,146,-7.8,-8.287692
23,147,147,147,Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,147,-7.92,-5.213539
24,150,150,150,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,150,-3.1,-2.964576
25,151,151,151,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,151,-6.29,-6.1838737
26,152,152,152,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,152,-6.26,-6.1838737
27,157,157,157,Oc1cc(Cl)cc(Cl)c1Cl,157,-2.67,-2.4960787
28,160,160,160,Oc1cccc(Cl)c1Cl,160,-1.3,-2.3613217
29,162,162,162,CC(C)C(C)C,162,-3.65,-2.7495935
30,171,171,171,Cc1cc(C)c(O)c(C)c1,171,-2.05,-1.5855421
31,180,180,180,Cc1ccc(cc1N(=O)=O)N(=O)=O,180,-2.82,-2.4120386
32,183,183,183,Oc1c(Cl)cccc1Cl,183,-1.79,-2.8132849
33,186,186,186,Cc1cccc(C)n1,186,0.45,-2.0812583
34,190,190,190,Nc3ccc2cc1ccccc1cc2c3 ,190,-5.17,-7.193669
35,191,191,191,c1c(Br)ccc2ccccc12 ,191,-4.4,-4.560278
36,194,194,194,Cc1ccccc1Br,194,-2.23,-2.7412395
37,197,197,197,CCCCOCCO,197,-0.42,-1.5272893
38,202,202,202,Clc1ccc2ccccc2c1,202,-4.14,-4.680357
39,207,207,207,CCCCCCCCC(=O)C,207,-3.3,-3.4679878
40,219,219,219,CCCCC(=O)C,219,-0.8,-1.7177936
41,225,225,225,CC=C(C)C,225,-2.56,-0.36139813
42,226,226,226,CC(=C)C=C,226,-2.03,-2.278347
43,229,229,229,CCCCCC(C)(C)O,229,-1.72,-1.908964
44,246,246,246,Cc2ncc1nccnc1n2,246,-0.12,-1.0566276
45,253,253,253,CCCCCCC(=O)C,253,-2.05,-2.526842
46,255,255,255,CCCC(=O)C,255,-0.19,-1.1781998
47,262,262,262,CC(=O)C(C)(C)C,262,-0.72,-0.3019821
48,279,279,279,CCCCC(O)CC,279,-1.47,-1.9956675
