,0,1,2,3,4,5,6
0,10,10,10,COC(CC(OC)OC)OC,10,15.0,15.758656
1,23,23,23,FC(F)=C,23,15.0,14.547566
2,31,31,31,ClCC(Cl)CCl,31,17.8,17.657963
3,44,44,44,CCc1ccccc1CC,44,17.7,18.20922
4,49,49,49,SCCS,49,17.9,17.032404
5,51,51,51,[CH2]=[C]=[CH2],51,15.3,15.73286
6,54,54,54,FC(F)(F)c1cccc(c1)C(F)(F)F,54,17.0,18.870129
7,56,56,56,Cl\C=C(/Cl)C=C,56,17.0,16.723642
8,58,58,58,CC(O)CCO,58,16.5,15.87603
9,59,59,59,ClCCCCl,59,18.0,17.399858
10,70,70,70,ClCC=CCCl,70,17.8,17.222425
11,81,81,81,CC=CBr,81,16.3,16.184101
12,86,86,86,CCCCO,86,16.0,15.595742
13,88,88,88,CCC=COC,88,15.1,15.232948
14,96,96,96,CCc1ccccc1Cl,96,18.9,18.76682
15,101,101,101,Clc1cccc2ccccc12,101,20.5,20.005383
16,107,107,107,CCCCCCCO,107,16.0,15.310542
17,109,109,109,CCCCCCO,109,15.9,15.3010845
18,113,113,113,CC1(O)CCCCC1,113,17.1,17.41359
19,128,128,128,S1C=CSC1=C2SC=CS2,128,21.0,19.542524
20,140,140,140,[O-][N+](=O)c1cccc(Cl)c1Cl,140,19.7,20.34084
21,155,155,155,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,155,20.0,18.679012
22,156,156,156,FC(F)(F)c1cc(Cl)ccc1Cl,156,20.0,20.039206
23,158,158,158,CCOC1CCC(OCC)O1,158,16.6,16.223063
24,163,163,163,COc1c(Cl)cccc1Cl,163,19.8,19.840351
25,168,168,168,CCN(CC)CCO,168,15.7,15.557939
26,170,170,170,Nc1ccccn1,170,20.4,20.198612
27,174,174,174,CC(C)Br,174,15.5,16.9972
28,192,192,192,CCOCCCl,192,16.3,16.230608
29,198,198,198,OC1CCC=C1,198,18.1,18.361534
30,199,199,199,CCCCCCCCC(C)O,199,15.8,16.10785
31,208,208,208,CCCCC(CC)CN,208,15.7,15.793677
32,209,209,209,N#Cc1occc1,209,18.4,19.15318
33,210,210,210,CCCCCC(C)O,210,15.7,15.85571
34,218,218,218,CC1OCCO1,218,17.3,16.782703
35,220,220,220,CCC(C)=C,220,14.5,13.909055
36,231,231,231,CCCC(C)O,231,15.6,15.494213
37,233,233,233,OCCc1ccccc1,233,18.3,18.853142
38,240,240,240,CCSC,240,16.2,17.156559
39,243,243,243,ClC(Cl)(Cl)C=C,243,17.7,16.202665
40,244,244,244,FC(F)(F)c1ccc(Cl)c(Cl)c1,244,20.0,19.57366
41,260,260,260,ClCc1cccc(Cl)c1,260,19.9,19.538605
42,265,265,265,CCCCC(O)CC,265,15.9,15.610782
43,270,270,270,COCCC#N,270,16.6,15.449547
44,274,274,274,Cc1ccon1,274,19.4,18.953016
45,277,277,277,CC(C)C(C)O,277,15.6,15.505473
46,286,286,286,ClC[CH]=[C]=[CH2],286,16.6,16.38994
47,289,289,289,Clc1ccc(C=O)cc1,289,19.9,19.99321
48,294,294,294,CCOc1ccc(cc1)C(C)=O,294,18.8,18.677038
49,296,296,296,CCc1ccc(O)cc1,296,18.3,18.187788
50,298,298,298,[O-][N+](=O)c1cc(F)ccc1F,298,19.4,19.21944
51,306,306,306,Oc1ccc(cc1)[N+]([O-])=O,306,20.0,19.385626
52,308,308,308,C=Cc1ccncc1,308,18.1,19.47611
53,309,309,309,Oc1cc2[nH]ccc2cc1O,309,19.5,18.836681
54,321,321,321,CC(=O)Nc1ccccc1,321,20.6,19.730211
55,323,323,323,CC(=O)OC(C)=O,323,16.0,15.825247
56,327,327,327,CC#N,327,15.3,15.44337
57,331,331,331,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,331,16.6,15.827818
58,332,332,332,CC(=O)CC(C)=O,332,16.1,16.31858
59,342,342,342,ClC(=O)C=C,342,16.2,16.735584
60,344,344,344,OC(=O)CCCCC(O)=O,344,17.1,16.86876
61,352,352,352,BrCC=C,352,16.5,17.250504
62,361,361,361,C=CCN=C=S,361,17.0,19.12078
63,376,376,376,CCN=[N+]=[N-],376,15.9,15.488847
64,377,377,377,ClC(Cl)c1ccccc1,377,19.0,19.906298
65,381,381,381,[nH]1cnc2ccccc12,381,20.6,19.904678
66,382,382,382,o1ncc2ccccc12,382,20.6,19.116106
67,394,394,394,CCCCOC(=O)c1ccccc1C(=O)OCc2ccccc2,394,19.0,18.295254
68,398,398,398,C1CCC(CC1)C2CCCCC2,398,17.0,17.335176
69,409,409,409,ClCBr,409,17.3,18.487154
70,411,411,411,BrC(Br)Br,411,20.0,18.789295
71,413,413,413,BrC(=C)C=C,413,16.9,16.04861
72,415,415,415,FC(F)(F)Br,415,14.3,17.88144
73,420,420,420,CCCCOC(O)(CC)OCC,420,15.5,15.960684
74,422,422,422,CCCCOC=O,422,15.7,15.608433
75,424,424,424,CCCCOC(=O)C(C)O,424,15.8,15.9493685
76,425,425,425,CCCCCCCC\C=C/CCCCCCCC(=O)OCCCC,425,16.3,16.067198
77,428,428,428,C1CCOC1,428,16.3,16.857428
78,433,433,433,CCCC(Cl)=O,433,16.8,16.5056
79,435,435,435,CC1(C)C2CCC(C2)C1=C,435,16.4,16.668186
80,465,465,465,OC(=O)\C=C/c1ccccc1,465,19.1,19.202595
81,467,467,467,CC1=CC(=O)OC1=O,467,19.2,19.39944
82,479,479,479,C1CCCCCCCCCCC1,479,16.4,16.853367
83,481,481,481,O=C1CCCCCC1,481,17.2,18.048828
84,490,490,490,ClC1CCCCC1,490,17.3,17.627857
85,493,493,493,C1CCCC1,493,16.4,16.96531
86,497,497,497,C1CC1,497,17.3,17.327646
87,519,519,519,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,519,16.6,17.203281
88,522,522,522,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,522,16.6,18.170088
89,526,526,526,CCCCOCCCC,526,15.2,15.464503
90,528,528,528,CCCCCOCCCCC,528,15.6,15.418335
91,529,529,529,CCCOCCC,529,15.1,15.595951
92,536,536,536,COC(=O)CCCCC(=O)OC.COC(=O)CCCC(=O)OC.COC(=O)CCC(=O)OC,536,16.2,16.167366
93,551,551,551,FC(Cl)Cl,551,15.8,15.166409
94,552,552,552,OCCNCCO,552,17.2,16.634375
95,553,553,553,CCOC(=O)CCCCC(=O)OCC,553,16.4,15.946712
96,557,557,557,CCOC(=O)CCCC(=O)OCC,557,16.3,12.389435
97,558,558,558,CCC(=O)CC,558,15.8,15.923808
98,570,570,570,C=COCCOCCOC=C,570,16.0,15.546207
99,584,584,584,CC(C)COC(=O)CCCCC(=O)OCC(C)C,584,16.7,15.754471
100,585,585,585,CC(C)NC(C)C,585,14.8,15.426808
101,591,591,591,COC(=O)CCCCC(=O)OC,591,16.3,16.12272
102,594,594,594,COCCOC,594,15.4,15.464002
103,596,596,596,CC(C)(O)CN,596,16.1,15.353908
104,614,614,614,O(c1ccccc1)c2ccccc2,614,19.4,19.170528
105,618,618,618,CCCNCCC,618,15.3,15.464716
106,628,629,628,NCCc1ccc(O)c(O)c1,628,18.2,18.506998
107,630,631,630,CCCCCCCCCCCCCCCCCCCC,630,16.5,16.172783
108,631,632,631,ClCC1CO1,631,17.5,17.977842
109,634,635,634,CC[S](Cl)(=O)=O,634,17.7,16.53397
110,643,644,643,CCN,643,15.0,16.08272
111,644,645,644,CCCCCC(=O)CC,644,16.2,16.002169
112,657,658,657,CCOC(=O)CC#N,657,16.7,15.989496
113,671,672,671,CCOC(=O)CC,671,15.5,15.78991
114,677,678,677,O=C1OCCO1,677,18.0,18.475126
115,678,679,678,OCCCl,678,16.9,17.55909
116,679,680,679,OCCC#N,679,17.2,18.025253
117,688,689,688,CC(O)=O.CC(O)=O.OCCO,688,16.2,15.815704
118,707,708,707,C[S](O)(=O)=O.C=C,707,16.9,16.683262
119,712,713,712,CC=CC(C)=O,712,16.2,15.950949
120,714,715,714,CCCOC#C,714,15.4,15.550799
121,721,722,721,CF,721,13.4,15.394183
122,723,724,723,C=O,723,12.8,15.971532
123,732,733,732,OCC(O)CO.OC(O)=O,732,17.9,17.672361
124,733,734,733,CC(O)=O.OCC(O)CO.OC(O)=O,733,17.1,16.492031
125,741,743,741,O=CC=O,741,15.0,16.566483
126,746,748,746,CCCCCCCCCCCCCCCC,746,16.3,15.898418
127,753,755,753,CN(C)[P](=O)(N(C)C)N(C)C,753,18.5,16.903957
128,754,756,754,CCCCCC=O,754,15.8,15.66601
129,771,773,771,CC(C)CCO,771,15.8,15.16552
130,774,776,774,CC(C)COC(=O)C=C,774,15.5,15.542461
131,777,779,777,CC(C)COC(=O)C(C)C,777,15.1,15.661658
132,786,788,786,CC(=C)C=C,786,14.7,14.774571
133,801,803,801,N[C@@H](Cc1ccc(O)cc1)C(O)=O,801,17.5,18.607794
134,803,805,803,CCCCCCCCCCCCOC(=O)C(C)=C,803,14.4,16.672253
135,808,810,808,N#CCC#N,808,17.0,16.759548
136,809,811,809,CN(C)CCOC(=O)COc1ccc(Cl)cc1,809,16.0,19.62697
137,814,816,814,CC(=C)C(N)=O,814,15.8,16.246141
138,830,832,830,COC(=O)c1ccccc1,830,18.9,18.904272
139,834,836,834,COC(Cl)=O,834,16.3,16.503181
140,837,839,837,CC1CCCC1,837,16.0,16.413671
141,839,841,839,CCC(C)=O,839,16.0,16.028198
142,843,845,843,CC(=O)C=O,843,15.5,15.972998
143,844,846,844,CNN,844,16.2,15.685089
144,845,847,845,COO,845,15.0,15.463804
145,850,852,850,CN=C=O,850,15.6,15.753384
146,857,859,857,CO[N+]([O-])=O,857,15.8,15.75989
147,861,863,861,C[P](F)(F)=O,861,14.0,16.214167
148,873,875,873,CO[S](=O)(=O)c1ccc(C)cc1,873,19.6,19.39126
149,884,886,884,CCN(CC)C(C)=O,884,16.4,16.228304
150,887,889,887,CCCC(=O)N(C)C,887,16.4,16.304035
151,893,895,893,O=C1CCCN1Cc2ccccc2,893,18.2,19.2901
152,902,904,902,CCCCOC(=O)CC,902,15.7,15.622876
153,909,911,909,CCN1CCCC1=O,909,18.0,17.81767
154,910,912,910,O=CN1CCCCCC1,910,18.5,18.203835
155,924,926,924,CCCCCCCCCCCCCC,924,16.2,15.898418
156,932,934,932,C[N+]([O-])=O,932,15.8,16.155321
157,934,936,934,CCCCCCCCC,934,15.7,14.24414
158,937,939,937,CN[C@@H](C)[C@H](O)c1ccccc1,937,18.0,18.810804
159,941,943,941,Cc1ccccc1Br,941,19.3,19.175945
160,946,948,946,Brc1ccccc1Br,946,20.7,19.872198
161,947,949,947,Clc1ccccc1Cl,947,19.2,19.9014
162,949,951,949,COc1ccccc1O,949,18.0,19.145786
163,968,970,968,[O-][N+](=O)c1ccc(Br)cc1,968,20.9,20.471697
164,971,973,971,ClC(=O)c1ccc(Cl)cc1,971,19.9,20.391296
165,983,985,983,CC1OC(C)OC(C)O1,983,16.0,15.990855
166,991,993,991,CCCCC(O)=O,991,15.0,15.8094225
167,996,998,996,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,996,12.1,11.693691
168,1000,1002,1000,Oc1ccccc1,1000,18.5,19.311613
169,1002,1004,1002,N#CCc1ccccc1,1002,19.5,19.1978
170,1005,1007,1005,ClC(Cl)=O,1005,16.4,17.41857
171,1010,1012,1010,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1010,19.2,19.604626
172,1019,1021,1019,CCC(O)=O,1019,14.7,15.929609
173,1026,1028,1026,CCCOC(=O)C(C)=C,1026,15.5,15.324878
174,1030,1032,1030,CC(O)CO,1030,16.8,16.027252
175,1034,1036,1034,CCOCC(C)OC(C)=O,1034,15.6,15.370337
176,1043,1045,1043,C#CC#N,1043,15.5,13.476004
177,1045,1047,1045,[nH]1cnc2ncncc12,1045,20.5,19.815428
178,1048,1050,1048,c1ccncc1,1048,19.0,19.881142
179,1070,1072,1070,N#CCCC#N,1070,18.2,16.495123
