,0,1,2,3,4,5,6
0,4,4,4,ClC(Cl)C(Cl)Cl,4,5.3,4.2119956
1,11,11,11,CC(OCC=C)OCC=C,11,4.8,5.890039
2,15,15,15,CC(=O)C(Cl)Cl,15,5.4,6.106337
3,18,18,18,CCC(Cl)Cl,18,3.5,2.663434
4,22,22,22,CC(F)F,22,2.9,5.838815
5,24,24,24,COC(C)OC,24,4.9,5.570536
6,28,28,28,[nH]1nnc2ccccc12,28,12.4,8.857557
7,41,41,41,CC(Cl)=CCl,41,2.9,1.8642079
8,42,42,42,FC(F)(Cl)C(F)(F)Cl,42,0.0,0.49159318
9,46,46,46,COc1ccccc1OC,46,9.4,7.3180914
10,52,52,52,C1OCOCO1,52,8.6,7.697468
11,57,57,57,Cl/C=C/C=C,57,2.0,1.2658546
12,61,61,61,Fc1c(Cl)cccc1Cl,61,2.7,2.4931705
13,68,68,68,OCCCCO.OC(=O)C=C.OC(=O)C=C,68,4.2,15.027242
14,73,73,73,C1COCCO1,73,9.0,8.942861
15,74,74,74,C1COCCO1,74,7.8,8.942861
16,75,75,75,C1CSCCO1,75,7.7,3.7512238
17,85,85,85,CCCCS,85,4.5,4.067829
18,89,89,89,CCCCCCl,89,1.9,-1.7799765
19,93,93,93,CCC(Cl)[N+]([O-])=O,93,4.5,3.0847092
20,99,99,99,CCCCCl,99,2.0,2.7572513
21,102,102,102,CC=CCl,102,2.2,2.6522222
22,105,105,105,CCOC(C)OCC(C)O,105,6.0,10.689015
23,108,108,108,CCCCCC=C,108,2.6,2.104463
24,114,114,114,Cn1ccnc1,114,11.2,12.651759
25,116,116,116,COC(C)=C,116,5.6,5.0645795
26,117,117,117,Oc1cccc2ccccc12,117,12.3,14.950273
27,126,126,126,CCCO,126,17.4,13.195752
28,132,132,132,ClC1(Cl)CCCC(Cl)(Cl)C1=O,132,6.3,6.7333064
29,153,153,153,[O-][N+](=O)c1ccc(F)cc1F,153,3.7,4.4828863
30,164,164,164,Oc1c(Cl)cccc1Cl,164,10.9,11.759322
31,167,167,167,Cc1cccc(C)c1O,167,12.9,13.440818
32,169,169,169,CC(=O)c1sccc1,169,9.3,7.001005
33,173,173,173,CCC(C)Br,173,4.4,4.109373
34,176,176,176,CCC(C)O,176,14.5,10.831499
35,179,179,179,COCC=CC,179,5.0,5.915679
36,185,185,185,Cc1ccc(Cl)c(O)c1,185,13.1,11.556865
37,188,188,188,CCC(C)Cl,188,2.0,2.3533826
38,193,193,193,CCSCCCl,193,6.1,1.9401602
39,195,195,195,ClC(=C)C=O,195,8.1,5.9748244
40,203,203,203,CCCCCCOC(=O)c1ccccc1C(=O)OCC,203,6.8,4.5768104
41,214,214,214,CC1CCCCC1O,214,12.5,12.682944
42,217,217,217,CC1CCCO1,217,4.3,6.941834
43,222,222,222,CCCC(C)CO,222,13.5,9.986764
44,234,234,234,CC1=CCC2CC1C2(C)C,234,3.1,3.1778913
45,236,236,236,CC(C)O,236,16.4,14.065148
46,257,257,257,OCC=CCl,257,16.5,16.862251
47,264,264,264,CCOCCC=O,264,7.4,9.928471
48,267,267,267,COC(C)CCO,267,13.6,14.057048
49,268,268,268,COC(C)CCOC(C)=O,268,8.1,8.749966
50,271,271,271,CC=CCO,271,15.5,15.119465
51,272,272,272,CC1CCCC(O)C1,272,12.5,7.3588157
52,278,278,278,COC(C)(C)CCOC(C)=O,278,7.7,6.170538
53,284,284,284,BrC[CH]=[C]=[CH2],284,4.7,4.6579947
54,300,300,300,Oc1ccc(C=O)cc1,300,14.5,15.605744
55,324,324,324,CC(C)=O,324,7.0,6.1421194
56,326,326,326,CON=C(C)C,326,4.6,10.594956
57,335,335,335,C#C.C#C,335,11.9,7.763378
58,338,338,338,C=CC=O,338,8.6,9.549821
59,340,340,340,OC(=O)C=C,340,10.0,11.817027
60,349,349,349,CC(=O)CC(=O)OCC=C,349,8.6,10.080899
61,356,356,356,FCC=C,356,1.0,2.3128967
62,366,366,366,Cc1ccc(F)c(F)c1F,366,0.0,4.042339
63,368,368,368,CC(N)Cc1ccccc1,368,6.3,4.502198
64,369,369,369,CCCCCOC(C)=O,369,6.1,6.497176
65,375,375,375,OCC(O)C1OC(=C(O)C1=O)O,375,25.5,19.148396
66,383,383,383,OC(=O)c1ccccc1,383,10.8,8.133762
67,393,393,393,O=C(OCc1ccccc1)c2ccccc2,393,5.2,7.5732117
68,395,395,395,ClCc1ccccc1,395,2.6,2.861917
69,396,396,396,CCOCc1ccccc1,396,3.8,4.0370364
70,412,412,412,COCBr,412,7.0,6.3660245
71,416,416,416,C=C\C=C/C#N,416,5.2,5.6500487
72,417,417,417,C1OC1C2CO2,417,6.2,6.3468513
73,426,426,426,CCCCCCCCCCCCCCCCCC(=O)OCCCC,426,3.5,4.1585665
74,431,431,431,CCCC(=O)OC(=O)CCC,431,4.5,7.447967
75,434,434,434,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,434,13.0,5.3679614
76,444,444,444,O=C=S,444,0.0,5.0371513
77,446,446,446,ClC(Cl)(Cl)C=O,446,7.6,7.103252
78,454,454,454,ClC#C,454,2.5,2.84362
79,456,456,456,ClC1CC1,456,2.2,4.2500362
80,468,468,468,COc1cc(/C=C/CO)ccc1O,468,16.3,13.920441
81,473,473,473,[Ca++].NC#N,473,16.8,12.958641
82,483,483,483,CC(C)CCCCCCOCCCCCCC(C)C.OC(=O)C1CCCCC1C(O)=O,483,5.0,7.963233
83,487,487,487,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,487,13.8,15.910692
84,491,491,491,O=C1CCCCCCC1,491,4.5,2.3753502
85,495,495,495,C1CC=CC1,495,1.7,3.7549253
86,498,498,498,C1C=C1,498,2.0,4.2991157
87,499,499,499,CC(=O)C1CC1,499,4.6,7.0311885
88,500,500,500,N#CC1CC1,500,5.7,6.9481993
89,512,512,512,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,512,8.4,13.003322
90,516,516,516,CC(C)CC(O)CC(C)C,516,10.8,12.13243
91,518,518,518,CC(C)C[S](=O)CC(C)C,518,6.1,6.250443
92,521,521,521,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,521,4.9,4.8134704
93,544,544,544,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,544,4.1,6.3106556
94,547,547,547,ClC(Cl)C#N,547,6.4,4.04396
95,555,555,555,CCOC(=O)OCC,555,3.5,9.582942
96,559,559,559,CCOC(=O)CC(=O)OCC,559,8.3,9.279351
97,568,568,568,CCCCOCCOCCOCCCC,568,4.4,2.7850566
98,576,576,576,COCCOCCO,576,12.6,13.394426
99,580,580,580,CCCCCCOCCCCCC,580,2.8,2.7840557
100,587,587,587,COCOC,587,8.6,6.596355
101,595,595,595,CSSC,595,6.5,5.3373637
102,601,601,601,COC(=O)\C=C/C(=O)OC,601,9.8,12.800452
103,603,603,603,COC(=O)c1ccccc1C(=O)OC,603,4.9,5.5455813
104,604,604,604,COC(=O)CCCCCCCCC(=O)OC,604,6.7,8.709795
105,607,607,607,CSC,607,7.4,5.7933216
106,611,611,611,CC(=C)C1CCC(=CC1)C,611,4.3,3.9519548
107,616,616,616,N(c1ccccc1)c2ccccc2,616,5.9,8.510236
108,619,619,619,CCCC(=O)CCC,619,4.9,4.8881707
109,633,634,633,CC,633,0.0,5.8453417
110,635,636,635,CCS,635,7.1,5.6102552
111,637,638,637,NCCO,637,21.0,19.442865
112,652,653,652,CCOC(N)=O,652,13.0,10.518405
113,655,656,655,CCOC(Cl)=O,655,8.0,7.0131936
114,656,657,656,CCOC(=O)C=Cc1ccccc1,656,4.1,4.5147643
115,666,667,666,CCN=C=S,666,9.0,5.7573137
116,674,675,674,CCC(=O)C=C,674,4.5,6.2996764
117,689,690,689,CCCCOCCOCCCC,689,4.2,4.2937555
118,690,691,690,CCOCCOCC,690,5.2,5.126745
119,695,696,695,CCOCCOC(=O)C=C,695,9.3,4.9222565
