,smiles,exp,predict
0,CCCC=O,6.2,7.6119123
1,CC\C(C)=N\O,7.8,8.62058
2,C1CCC(CC1)C2CCCCC2,0.0,-1.6229389
3,FC(F)(Cl)C(F)(F)Cl,0.0,-2.3483202
4,Cc1ccc(C)c(C)c1C,0.5,0.72704303
5,COO,30.0,16.6179
6,C[N+]([O-])=O,6.1,6.5626307
7,Cc1cnccn1,10.5,10.257269
8,CCCCCOC(=O)CC,5.7,4.911495
9,Oc1ccccc1O,21.8,20.412256
10,CC(=O)C=C,5.0,5.0067425
11,CNC(C)Cc1ccc2OCOc2c1,6.1,6.315472
12,ClC[CH]=[C]=[CH2],6.7,3.8648732
13,CCCCC(CC)COCC(CC)CCCC,2.5,2.8607578
14,CCCCCCCC\C=C/CCCCCCCC(=O)OCCCC,4.2,3.7482488
15,O=C1OC=CO1,9.6,4.493222
16,COC(=O)CC(C)=O,8.9,9.088397
17,ClCCCCl,3.0,0.67906594
18,[nH]1cccc1,10.0,5.9815803
19,CCCCC1CCCC1,1.0,-0.024243807
20,O(c1ccccc1)c2ccccc2,4.0,8.264425
21,COC(=O)c1ccc(C)cc1,3.8,4.580269
22,CCS,7.1,6.3781257
23,Clc1cc(Cl)c(Cl)cc1Cl,3.4,0.08457733
24,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.0,-1.7738051
25,Clc1ccc(cc1)C#N,4.1,2.747937
26,CC(Cl)(Cl)C(Cl)Cl,3.3,-0.32433045
27,Sc1ccccc1,10.3,8.285306
28,Cl\C=C(/Cl)C=C,2.8,4.0371685
29,COCCO,15.0,16.250504
30,CCCCOC(=O)c1ccccc1C(=O)OCc2ccccc2,3.1,4.0817184
31,OCC1COCO1.OC2COCOC2,16.5,10.369848
32,Brc1ccccc1,4.1,3.4390419
33,[SiH3]C(Cl)(Cl)Cl,3.5,6.1098742
34,CC(C)C(O)C(C)(C)CO.CC(C)C(O)=O,9.8,10.970286
35,ClC(Cl)C(Cl)(Cl)Cl,2.4,-0.44329405
36,CCC(C)Cl,2.0,2.0747635
37,COC(C)CCOC(C)=O,8.1,7.370432
38,CCOC(=O)CC#N,8.3,8.218835
39,CC(C)[S](=O)C(C)C,7.4,5.868636
40,Cn1cnc2nc(Cl)nc(Cl)c12,14.2,7.546427
41,CON=C(C)C,4.6,7.743739
42,COC(C)(C)CCOC(C)=O,7.7,7.3887167
43,C1CS1,6.5,9.661533
44,CCCCCCCC\C=C/CCCCCCCCO,8.0,6.5395694
45,CCCCCCCC\C=C/CCCCCCCC(O)=O,6.2,6.956014
46,CC(=O)CC(C)=O,6.2,7.4604883
47,CCOC(=O)C(=C)C#N,9.0,7.240209
48,COCCOC(C)=O,11.6,8.715805
49,Sc1ccc(Cl)cc1,10.6,8.91598
50,[nH]1nnc2ccccc12,12.4,8.326729
51,OCc1ccc(Cl)cc1,13.0,14.660503
52,CCOCCO,14.0,15.897404
53,CCOC(C)OCC,4.0,5.2763076
54,ClCCc1ccccc1,2.2,0.50544035
55,ClC#C,2.5,8.515934
56,CCCCOCC.OCCO,4.6,9.0154295
57,C[N+]1([O-])CCOCC1,10.2,9.09029
58,C1N2CN3CN1CN(C2)C3,16.0,5.4300547
59,CC(=C)C(C)=O,4.5,4.6510916
60,CCCCCC=O,5.3,6.2554474
61,FCC=C,1.0,-0.96367717
62,NC1CCCCC1,6.5,9.686206
63,CCCCC(C)=O,4.1,4.3745418
64,CCCC(C)CO,13.5,13.474625
65,Cl[SiH](Cl)Cl,3.8,0.49852714
66,Brc1sccc1,4.6,8.087174
67,OC(=O)CCCCCCCCC(O)=O,11.7,11.627871
68,C1CCCCCC1,1.9,-2.0322735
69,CCOC(N)=O,13.0,11.978404
70,CCC(=O)c1ccc(F)cc1,3.5,4.220974
71,OC(=O)C(F)(F)F,11.4,15.419436
72,OC(=O)CCC=C,11.3,9.877622
73,ClCCCl,4.1,0.2893981
74,C1OC1C2CO2,6.2,8.40918
75,CN1CCCC1c2cccnc2,6.5,6.483091
76,FC(Cl)Cl,5.7,1.5204877
77,CCCCOC(=O)/C=C/C(=O)OCCCC,6.7,5.1210747
78,CCOCCOCCO,12.2,12.337828
79,ClC(=C)C(Cl)=C,2.8,2.601574
80,Cc1cc(C)c(C)c(C)c1,0.5,-0.4972222
81,CN[C@@H](C)[C@H](O)c1ccccc1,24.1,12.272053
82,COc1ccc(Cl)cc1,6.7,5.6156025
83,[O-][N+](=O)c1ccc(F)c(F)c1F,3.5,3.585514
84,c1ccccc1,2.0,0.4912098
85,OCc1occc1,15.1,16.68302
86,CCC(Cl)Cl,3.5,2.0747635
87,CC(C)S,6.5,5.989662
88,O=C=Nc1ccc(Cc2ccc(cc2)N=C=O)cc1,1.7,5.5569406
89,CCCCCOCCCCC,3.0,2.2070491
90,C1COC1,5.4,10.345739
91,COC(=O)CC#N,9.9,10.163701
92,Clc1ccc(cc1)C(Cl)(Cl)Cl,3.5,-0.69290423
93,CC=C(C)C,2.9,3.1818182
94,O=[S]1(=O)CCCC1,8.7,6.8320937
95,CO,22.3,14.492943
96,[nH]1cnc2ccccc12,11.0,9.370394
97,NC1(CC1)C(O)=O,13.6,16.398708
98,COc1cc(\C=C\C(O)=O)ccc1O,15.1,14.904179
99,FC(F)=C(F)C(F)=C(F)F,0.0,-0.71755403
100,CCOCC.OCC(O)CO.OC(O)=O,8.7,8.525272
101,O=Cc1ccccc1,5.3,3.9253652
102,OC(=O)c1[nH]c2cc(O)c(O)cc2c1,10.6,19.588863
103,C1CCSC1,6.0,8.645123
104,COCO,18.5,21.367538
105,NC(=O)CN1CCCC1=O,11.2,12.698655
106,ClC#N,0.0,4.706414
107,COC=CC=C,5.4,5.0749445
108,BrC=CBr,3.0,6.040304
109,CCCCCCCCO[P](=O)(OCCCCCCCC)OCCCCCCCC,4.2,3.0920813
110,CC(C)CC(C)O,12.3,12.114574
111,COC1CCCCO1,6.0,6.3281536
112,CCN=[CH+],5.8,5.6060457
113,ClCC#C,2.3,5.9754024
114,COC(Cl)Cl,6.5,4.395632
115,OCC1CCC(CO)O1,18.9,17.492125
116,OC(=O)c1ccc(cc1)C(O)=O,12.8,14.718136
117,CC(C)CC(C)OC(C)=O,6.8,6.000964
118,CCC=COC,5.2,4.4679527
119,CCCCCCCCCCCCCCCCCC(O)=O,5.5,7.500811
120,CC1CCCO1,4.3,5.568806
121,[O-][N+](=O)C=C,5.0,4.8207355
122,ClC(Cl)(Cl)C=O,7.6,6.622177
