,smiles,exp,predict
0,C=CCNCC=C,15.6,15.363556
1,O[P](O)(O)=O,14.7,16.287281
2,CC=CCl,15.3,15.507789
3,CCOC(Cl)=CCl,16.9,15.578944
4,[CH2]=[C]=[CH2],15.3,16.095472
5,CCCOCCO,16.1,15.762737
6,Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1,19.0,19.796947
7,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,16.6,16.890276
8,CCCCc1ccccc1C,17.6,16.971355
9,CC(=O)c1sccc1,19.1,19.826717
10,O=C1CCCCC1=O,18.6,18.283775
11,CCCC(F)(F)C(F)(F)C(O)(F)F,15.1,14.705222
12,[O-][N+](=O)OCCO[N+]([O-])=O,16.2,17.096798
13,CC=CC=C,15.0,15.463779
14,Oc1cc2[nH]ccc2cc1O,19.5,20.177422
15,[O-][N+](=O)c1cccc(Cl)c1Cl,19.7,20.2314
16,CC1CO1,15.2,16.948166
17,FC(F)(F)c1cccc(c1)C(F)(F)F,17.0,18.706457
18,CCC=C,13.2,15.727238
19,O=C1CCO1,17.0,18.654871
20,CCCCCCCC=C,15.4,15.563124
21,OO,15.5,14.961018
22,CCCOC(=O)C(C)=C,15.5,15.986406
23,OCC(Cl)=C,17.1,16.728428
24,CCCCOCCOCCOC(C)=O,16.0,16.026838
25,CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,17.8,17.35407
26,C1CCNCC1,17.3,17.23037
27,[nH]1ccnn1,20.7,20.118048
28,COC(C)(C)C,14.8,15.957105
29,COCCOCCO,16.2,15.920857
30,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.1,14.071697
31,CC(C)COC(=O)CCCCC(=O)OCC(C)C,16.7,16.404427
32,CCN1CCCC1=O,18.0,17.550034
33,CCO[S](=O)(=O)OCC,15.7,16.085926
34,C1CCC(CC1)c2ccccc2,18.7,17.533432
35,CCCCC(O)CC,15.9,15.812374
36,ClC(Cl)(Cl)C(Cl)(Cl)Cl,18.6,17.12618
37,CCOC(=O)c1ccccc1,17.9,17.979153
38,CC#CC,15.1,15.477602
39,[O-][N+](=O)CCl,17.4,16.600506
40,Cc1cc(C)cc(C)c1,18.0,19.979506
41,C[n+]1ccc(cc1)c2cc[n+](C)cc2,19.5,20.177322
42,FC(=C)C=C,14.2,15.15188
43,O=CC1CO1,17.5,18.189676
44,CSc1ccccc1,19.6,19.110802
45,Cc1ccc(N)c(C)c1,19.2,19.995102
46,CC(C)OC(C)=O,14.9,15.370497
47,CCCCCCCCCCCCCCCCCC(=O)OCCCC,14.5,16.543854
48,OCCCO,16.8,17.234451
49,FC(F)(F)Br,14.3,14.033236
50,CCOCCC=O,16.0,15.969191
51,CCOC(C)=O,15.8,15.965872
52,Cc1cccc2ccccc12,19.7,19.956564
53,CCOC(=O)C=Cc1ccccc1,18.4,17.343317
54,COC#C,15.8,15.482199
55,C/C=C/C#N,16.4,16.834572
56,CCCCOC(=O)C=C,15.6,15.685282
57,CC(C)=C,14.5,16.089165
58,ClC(=C)C=C,16.1,15.893555
59,CC(Cl)=O,16.2,16.486017
60,Cc1ccc(Cl)c(O)c1,19.0,19.164295
61,CCCS,16.1,16.489653
62,O=C(OCc1ccccc1)c2ccccc2,20.0,19.68408
63,CC12CCC(CC1)C(C)(C)O2,16.7,16.263102
64,CCCCC(CC)COC(=O)C=C,15.3,15.536589
65,CCCO,16.0,15.919386
66,CCCCC=O,15.7,15.836332
67,COC(=O)CCC(=O)OC,16.1,16.107082
68,CCCCCC=C,15.0,15.443591
69,CCOC,14.0,15.324386
70,ClC1C(Cl)(Cl)C1(Cl)Cl,18.5,17.04446
71,CCOCC,14.5,15.493051
72,COc1ccc(N)cc1,19.9,19.537302
73,CN(C)C(=S)N(C)C,17.3,18.097591
74,N#CSC#N,18.1,8.2931
75,C=O,12.8,14.7317705
76,CC1CCCCC1=O,17.6,17.641794
77,COc1cc(C=O)ccc1O,19.4,19.776207
78,C=COC=O,15.3,15.481715
79,C=CCOCC=C,15.3,15.032079
80,CC(=O)CCl,16.8,16.54604
81,CCC(C)=C,14.5,16.115486
82,FC(F)Cl,12.3,14.448418
83,OCCOc1ccccc1,17.8,19.399174
84,CCOc1ccccc1,18.4,18.039183
85,COC(=O)CCCCC(=O)OC.COC(=O)CCCC(=O)OC.COC(=O)CCC(=O)OC,16.2,17.711357
86,CSSC,17.6,16.36544
87,OCCCCCCCCCO,15.7,16.527248
88,C=CC1CO1,16.6,16.177969
89,COC1OCCO1,17.8,17.332397
90,CCCCCC,14.9,15.937266
91,COCBr,16.9,15.867628
92,CC(=C)C(O)=O,15.8,15.912346
93,CN1CCCC1=O,18.0,17.92558
94,CCCCNCCCC,15.0,15.82001
95,CCO,15.8,15.785172
96,OCCc1ccccc1,18.3,18.979897
97,C1CCc2ccccc2C1,19.6,17.672388
98,CCCCCCCCCCCCC=C,16.1,15.731751
99,Clc1ccc(Cl)c(Cl)c1,20.2,19.959806
100,FC(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,12.4,14.076418
101,O=CCCC=O,16.8,16.489853
102,Cl[S](Cl)=O,16.9,17.55439
103,CC(C)[N+]([O-])=O,16.2,16.425873
104,OC(=O)c1ccccc1O,19.0,19.994057
105,C=C1CC(=O)O1,16.2,17.552431
106,CCSC,16.2,16.278263
107,CC1(C)C2CC3C(C2)C13C,16.9,16.981182
108,C1CN1,17.7,18.481262
109,CCCCCC(=O)OC(C)C=C,15.6,15.579258
110,CN(C)N,15.3,15.472313
111,FC=C,15.2,14.850423
112,CC(O)=O.OCC(O)CO.OC(O)=O,17.1,16.29886
113,CCCCCCCO,16.0,15.8677
114,CCC(C)CO,16.0,16.033972
115,C1CCOC1,16.8,16.753155
116,COC(C)CCO,15.3,15.755447
117,CC,15.5,15.56535
118,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.6,13.782772
119,CF,13.4,14.9666195
120,CCc1ccc(CC)cc1,18.0,18.511196
121,CCCCC(CC)COC=C,15.6,15.032148
122,CCCCCCOCCO,16.0,15.75805
123,CCSC,17.1,16.278263
124,C=CCC#N,16.0,16.109673
125,CC(F)=O,14.7,14.78114
126,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,16.0,16.812618
127,CCCCCCCCCCCC,16.0,16.036865
128,CCC(=O)OCCC(C)C,15.7,16.617725
129,CCOC(=O)CC(C)=O,16.5,16.163162
130,C1CC[C@@H]2CCCC[C@H]2C1,18.0,16.587748
131,COCC(C)O,15.6,15.531962
132,CC(Cl)(Cl)[N+]([O-])=O,16.8,16.382183
133,CCCC(OCC)OCC,15.4,15.446528
134,S=C1CCCO1,19.0,18.96732
135,CC#C,15.1,15.434986
136,OCC1CCCO1,17.8,17.951866
137,CCCCOCCOCCCC,15.7,15.763597
138,COC1CCCC1,16.7,16.411995
139,IC(=C)C=C,17.2,19.344141
140,COC(C)OC,15.1,15.210605
141,ClC=CCl,17.0,15.507789
142,N#CC1CC1,18.6,18.007607
143,CCOC(=O)CC,15.5,16.059181
144,CCSCCCl,17.2,16.445753
145,o1cccc1,17.0,18.148973
146,[O-][N+](=O)c1ccc(Cl)c(Cl)c1,20.1,20.239288
147,OCCOC(=O)C=C,16.0,16.569803
