,smiles,exp,predict
0,SC#N,10.9,5.029569
1,CC1CCCC1,1.0,0.3398568
2,CCCCC(CC)CNCC(CC)CCCC,3.2,1.8967441
3,CCCCCCCCCC,0.0,-0.57469547
4,O=C(CCCCCCCCC(=O)OCc1ccccc1)OCc2ccccc2,5.5,5.7723064
5,COC(=O)C(Cl)=C,8.5,7.610577
6,OCCC#N,17.6,19.15264
7,CC(=C)C1CCC(=CC1)C,4.3,2.8571901
8,CC(=O)c1ccccc1,4.0,4.077099
9,C=CC#C,8.0,5.9001265
10,CCc1ccccc1,1.4,0.42280903
11,CCCCCCCCCc1ccccc1O,9.2,10.204608
12,C[CH]=[C]=[CH2],6.2,4.680036
13,CC1COC(=O)O1,4.1,1.9098575
14,Cc1c[nH]c2ccccc12,6.2,7.3690147
15,CC(=C)C(=O)OCC=C,7.5,6.2947283
16,CCOCCOCC,5.2,6.115109
17,OC(c1ccccc1)C(=O)c2ccccc2,10.7,10.604727
18,Sc1ccccc1Cl,10.0,7.820887
19,C[P](F)(F)=O,8.4,-0.8784338
20,FC(Cl)=C,4.0,-0.23591468
21,BrC(Br)C(Br)Br,8.2,9.1333475
22,CN,16.0,12.500049
23,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,4.9,4.429248
24,NCCO,21.0,23.949703
25,Cc1ccon1,11.8,7.833466
26,CCOCCOC(C)=O,10.6,8.47171
27,COC(=O)C(C)=C,5.4,7.610577
28,CO[S](=O)(=O)c1ccc(C)cc1,3.8,4.4302654
29,Cc1ccc(cc1)[N+]([O-])=O,3.6,2.8113413
30,Cc1ccccc1C,3.1,1.806833
31,o1ccc2ccccc12,5.7,7.3854384
32,O=C1OCC=C1,9.6,7.886605
33,Cc1c(C)c(C)c(C)c(C)c1C,0.0,-1.5727164
34,CCOCCCl,4.6,4.6779885
35,O=C1c2ccccc2C(=O)c3ccccc13,4.8,5.1847596
36,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,12.0,12.296102
37,CC(=C)C(Cl)=O,7.3,4.427469
38,CCOC(=O)C(C)=C,7.5,5.9822736
39,OC(=O)C(Cl)(Cl)Cl,13.0,12.259238
40,CCOC(C)OCC(C)O,6.0,10.059912
41,CCCCOC(=O)C(C)=C,5.2,5.5883718
42,[O-][N+](=O)c1ccc(Br)cc1,5.9,4.286925
43,CC(O)COC(C)(C)C,10.8,13.442357
44,CCCCCCCC(O)=O,8.2,11.051752
45,CCCCC(O)=O,10.3,12.698344
46,OC(CCl)CCl,14.6,15.347077
47,C=[N+]=[N-],11.3,10.661164
48,CCC(C)O,14.5,16.395206
49,CCCCCCCCCO,11.0,12.052381
50,Clc1ccc(C=O)cc1,5.6,6.361875
51,CC1=CNC(=O)NC1=O,13.0,16.515102
52,[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,7.0,7.636617
53,CC(=O)Oc1ccccc1,6.4,6.1620193
54,O=CN1CCCCCC1,7.6,7.3999767
55,Cc1c(Cl)cccc1[N+]([O-])=O,3.8,2.9471364
56,CCCCCCCCCCCCCCCCCCCC,0.0,-0.52405816
57,CCCl,2.9,0.07072866
58,CCCCCCCCC,0.0,-0.49521676
59,CCOC#C,5.9,6.0310087
60,CCCCOC(=O)C(C)O,10.2,10.401535
61,CC(=C)C(=O)OCc1ccccc1,4.1,5.6105266
62,CCCCCCCCCCCCCCCC(=O)OC(C)C,3.7,3.3023906
63,ClC(Cl)c1ccccc1,2.4,0.9381117
64,O=C1CCCCCCCCC1,4.1,2.976006
65,CC(O)=O.CC(O)=O.OCC(O)CO,14.2,9.873921
66,CCCCC,0.0,0.5969914
67,O=CN1CCCCC1,7.8,8.163812
68,C1OCOCO1,8.6,7.6568027
69,COc1cc(CC=C)ccc1O,13.0,10.55349
70,CC=NO,20.2,13.505288
71,CCC#C,5.0,6.436335
72,C/C=C/C(O)=O,12.0,12.815482
73,c1ccnnc1,11.7,10.141126
74,FC(F)(Cl)Cl,0.0,-0.46850368
