,smiles,exp,predict
0,C1OC1c2ccccc2 ,-1.6,-2.311849
1,CCCC=O,-0.01,-0.2609261
2,c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,-5.64,-6.607819
3,CCCCCCCCC(=O)C,-3.3,-4.4560966
4,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,-3.638,-2.5397308
5,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59,-4.9374285
6,c1cC2C(=O)NC(=O)C2cc1,-2.932,-1.0540721
7,Brc1ccccc1,-2.55,-3.6249244
8,Oc1c(I)cc(C#N)cc1I,-3.61,-3.7678277
9,CCCOC,-0.39,-0.2517187
10,BrC(Cl)Cl,-1.54,-2.3476067
11,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,-5.693277
12,CC(C)COC=O,-1.01,-0.74476415
13,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,-4.114,-4.048819
14,CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-4.286,-4.342542
15,CC(=C)C=C,-2.03,-2.6608815
16,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-7.25,-7.608647
17,COC(=O)c1ccc(O)cc1,-1.827,-1.5563339
18,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,-7.2,-7.912669
19,CCc1ccccc1CC,-3.28,-4.379031
20,CC(C)(C)c1ccccc1,-3.66,-4.2112584
21,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.15,-3.1916742
22,c1cncnc1,1.1,0.7296092
23,Clc1ccc(cc1)c2ccc(Cl)cc2 ,-6.56,-6.7229867
24,C1Cc2ccccc2C1,-3.04,-4.2536187
25,c1cccc2c3c(C)cc4ccccc4c3ccc12,-6.59,-8.190081
26,CNC(=O)Oc1cccc2ccccc12,-3.224,-3.7227592
27,CCCCI,-2.96,-3.3387992
