,smiles,exp,predict
0,CCOC(=O)c1ccccc1C(=O)OCC,-2.35,-3.9236438
1,CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,-3.68,-3.9554343
2,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003,-6.32978
3,CSSC,-1.44,-0.4910713
4,ClCCBr,-1.32,-1.7668484
5,CCCOC(=O)CCC,-1.75,-1.3075
6,CCCC#C,-1.64,-1.864209
7,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321,-6.355329
8,O=c1[nH]cnc2nc[nH]c12 ,-2.296,-3.784481
9,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,-4.71,-5.07286
10,O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.301,-5.7537527
11,CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,-4.328,-5.2461643
12,Ic1cccc2ccccc12,-4.55,-5.362599
13,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817,-4.4300804
14,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02,-4.4471755
15,CC(C)OC(=O)C,-0.55,-0.34578994
16,C1CCCCCCC1,-4.15,-4.8006225
17,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-2.22,-0.4382562
18,C1CCCCCC1,-3.51,-4.260553
19,OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,-5.931,-6.3015532
20,Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-3.22,-4.538689
21,O=C1NC(=O)c2ccccc12 ,-2.61,-3.3768332
22,CCC(C)(C)C,-3.55,-3.15246
23,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-2.89,-4.235297
