,smiles,exp,predict
0,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34,-5.240941
1,CC/C=C/C,-2.54,-2.1692762
2,OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,-3.37,-3.3905551
3,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-3.18,-3.7691023
4,c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11,-7.693866
5,NC(N)=NC#N ,-0.31,0.11300785
6,c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,-5.43,-3.3685148
7,Cc1ccccc1C,-2.8,-3.0774903
8,c1(Br)c(Br)cc(Br)cc1,-4.5,-5.7172856
9,Cc1ccc(Cl)cc1,-3.08,-3.384419
10,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59,-3.1847618
11,ClC(Cl)(Cl)N(=O)=O,-2.0,-1.4200293
12,Cc1ncnc2nccnc12,-0.466,-1.7369282
13,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,-4.02,-4.49038
14,CCCCCCCCC=C,-5.51,-6.7526927
15,CCCCCCCCCCO,-3.63,-4.615589
16,O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349,-2.4651375
17,c1ccc2c(c1)ccc3ccccc32,-5.26,-6.4985633
18,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.45,-4.660786
19,CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34,-5.174599
20,CCC(CC)C=O,-1.52,-1.395061
21,CC/C=C\C,-2.54,-2.1529264
22,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613,-4.253782
23,OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O ,-0.77,-1.8105948
24,COc2ncc1nccnc1n2,-1.11,-1.6041684
25,CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,-4.634,-3.6709394
26,Ic1ccccc1,-3.01,-3.4216328
27,O=C1CCCCC1,-0.6,-1.7142572
28,CCC(C)(C)CO,-1.04,-0.7712625
