,smiles,exp,predict
0,C=CCNCC=C,6.7,6.946445
1,O[P](O)(O)=O,28.4,20.591845
2,CC=CCl,2.2,1.0998563
3,CCOC(Cl)=CCl,6.0,3.994438
4,[CH2]=[C]=[CH2],6.8,5.310273
5,CCCOCCO,13.5,13.698271
6,Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1,4.5,4.0212336
7,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,2.6,2.9643793
8,CCCCc1ccccc1C,1.0,1.1291716
9,CC(=O)c1sccc1,9.3,6.6195116
10,O=C1CCCCC1=O,8.0,6.4528756
11,CCCC(F)(F)C(F)(F)C(O)(F)F,9.9,5.609022
12,[O-][N+](=O)OCCO[N+]([O-])=O,6.0,9.874385
13,CC=CC=C,4.0,4.0910854
14,Oc1cc2[nH]ccc2cc1O,17.9,18.37712
15,[O-][N+](=O)c1cccc(Cl)c1Cl,4.4,2.9889445
16,CC1CO1,6.7,4.8536515
17,FC(F)(F)c1cccc(c1)C(F)(F)F,0.0,4.0171824
18,CCC=C,3.9,1.9946634
19,O=C1CCO1,9.0,9.143856
20,CCCCCCCC=C,2.2,0.7185787
21,OO,42.7,20.80033
22,CCCOC(=O)C(C)=C,7.0,6.268215
23,OCC(Cl)=C,16.4,15.790923
24,CCCCOCCOCCOC(C)=O,8.2,7.4640903
25,CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,5.2,3.8432772
26,C1CCNCC1,8.2,6.3505507
27,[nH]1ccnn1,15.0,14.2459345
28,COC(C)(C)C,5.0,4.950281
29,COCCOCCO,12.6,13.829959
30,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.2857453
31,CC(C)COC(=O)CCCCC(=O)OCC(C)C,6.2,6.0836744
32,CCN1CCCC1=O,7.0,6.2151413
33,CCO[S](=O)(=O)OCC,5.1,5.5414553
34,C1CCC(CC1)c2ccccc2,1.0,-0.33858117
35,CCCCC(O)CC,11.7,12.875146
36,ClC(Cl)(Cl)C(Cl)(Cl)Cl,0.0,0.2243562
37,CCOC(=O)c1ccccc1,6.0,4.705333
38,CC#CC,7.6,1.9473228
39,[O-][N+](=O)CCl,5.5,4.760016
40,Cc1cc(C)cc(C)c1,0.6,1.8149254
41,C[n+]1ccc(cc1)c2cc[n+](C)cc2,5.9,6.8423147
42,FC(=C)C=C,1.0,1.9527956
43,O=CC1CO1,9.8,7.932209
44,CSc1ccccc1,4.7,4.233692
45,Cc1ccc(N)c(C)c1,8.7,7.371968
46,CC(C)OC(C)=O,8.2,7.8476043
47,CCCCCCCCCCCCCCCCCC(=O)OCCCC,3.5,2.5084085
48,OCCCO,23.2,20.787397
49,FC(F)(F)Br,0.0,2.1950564
50,CCOCCC=O,7.4,7.273031
51,CCOC(C)=O,7.2,8.104146
52,Cc1cccc2ccccc12,4.7,1.9011786
53,CCOC(=O)C=Cc1ccccc1,4.1,5.892005
54,COC#C,6.5,6.849133
55,C/C=C/C#N,5.5,4.376545
56,CCCCOC(=O)C=C,4.9,6.2237673
57,CC(C)=C,1.5,1.9875494
58,ClC(=C)C=C,2.1,3.4647012
59,CC(Cl)=O,5.8,5.9752765
60,Cc1ccc(Cl)c(O)c1,13.1,13.389396
61,CCCS,5.7,6.850921
