,smiles,exp,predict
0,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,6.6,6.8200917
1,CCCCCCCOC(C)=O,2.9,2.3363354
2,[Br],14.9,11.80289
3,[nH]1ccc2ccccc12,7.5,9.676443
4,CN(C)C(C)=O,11.5,13.024318
5,ClC(=O)C(Cl)=O,3.8,11.7419615
6,CSC=C,4.9,4.295141
7,COC(C)COC(C)CO,5.7,6.2245436
8,C=Cc1ccc(C=C)cc1,1.0,1.3783208
9,C[Si](C)(C)C=C,1.0,7.7624326
10,CC(Cl)=CCCl,7.8,10.1945305
11,CCCC,0.0,8.027079
12,CC(C)COCC(C)O,4.7,5.8650236
13,CCCCCCCCCCCCCCCCCC,0.0,-0.38146034
14,CCC[N+]([O-])=O,12.3,13.434767
15,O=C1C(=O)c2ccccc2c3ccccc13,17.1,8.019594
16,CC(=O)OCCCl,9.6,8.636886
17,CCCCC(CC)CO,3.3,4.6972346
18,CCCCOCC(C)O,4.5,6.101976
19,OCC1CO1,9.0,12.402572
20,CC(N)Cc1ccccc1,4.3,3.8737187
21,CCOCCOCCOC(C)=O,5.1,4.718951
22,COCOC,1.8,2.276555
23,CNC=O,18.8,18.13025
24,CC(=O)OC=C,7.2,4.059103
25,ClC(Cl)(Cl)c1ccccc1,3.2,6.3613653
26,CCC(C)OC(C)CC,3.5,4.640552
27,ClCC=C,6.2,1.5772837
28,Cc1ccc(cc1)[S](=O)c2ccc(C)cc2,11.4,11.847983
29,C1CCSCC1,6.3,4.5216565
30,OCC=Cc1ccccc1,6.0,4.677523
31,CC=O,12.5,12.213555
32,[O-][N+](=O)c1ccc(Cl)cc1,8.9,7.2644787
33,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.1,-0.29919225
34,ClCCC#N,15.9,16.260845
35,Cc1ccccc1C=C,1.0,4.3885765
36,CCCC(=O)CCC,7.6,5.76508
37,OCCCl,8.8,12.210114
38,COCCOCCOC,6.1,5.9645505
39,CCOc1ccc(cc1)C(C)=O,10.3,10.112567
40,Cc1ccc(cc1N=C=O)N=C=O,7.9,4.6999774
41,CCCCCC(CC)(CC)OC(=O)c1ccccc1C([O-])=O,7.0,5.825157
42,CCCCOC(=O)CC(C)=O,5.8,5.441345
43,CCOC(=O)c1ccccc1C(=O)OCC,9.6,10.46536
44,CCNC=O,10.0,16.646784
45,CCC1COC(=O)O1,9.8,15.828895
46,FC(F)(Cl)C(F)(Cl)Cl,1.6,0.90840244
47,CC(=C)C#N,9.5,13.48912
48,CCCBr,7.9,7.261045
49,CC(F)(F)F,10.0,8.757419
50,CC(C)O[P](F)(=O)OC(C)C,10.2,9.505086
51,OCc1ccccc1,6.3,6.3780937
52,CCCCOCCOC(C)=O,7.5,3.3967712
53,C[SiH3],3.3,7.8520365
54,CCI,7.0,4.6262393
55,ClC(Cl)(Cl)Cl,8.3,4.415844
56,CCC(C)=O,9.0,9.752405
57,N#CCCC#N,17.0,16.966448
58,C1Oc2ccccc2O1,6.7,10.818434
59,IC(=C)C=C,5.6,2.0981956
60,CCCCCCCCOC(C)=O,2.9,2.2209961
61,CC(=O)Nc1ccc(O)cc1,10.5,9.577859
62,CCCCCCC(C)O,4.9,4.644246
63,ClC(=O)C=C,11.6,13.197827
64,C,0.0,5.6679263
65,OC(=O)CS,13.5,9.964656
66,CCCCN1CCCC1=O,9.9,8.36045
67,COC(CC(OC)OC)OC,7.1,6.478809
68,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,5.9,6.6258917
69,ClCCCCCCl,7.8,-0.4485734
70,Oc1c(Br)cc(Br)cc1Br,10.2,8.86155
71,ClCC=O,14.0,11.359914
72,CCBr,8.4,6.8104753
73,CC(C)OCC=C,4.1,5.3318233
74,CC(C)C(C)O,5.2,6.4385643
75,OCCN1CCCC1=O,9.2,9.305632
76,C[S](=O)(=O)C=C,19.6,17.933744
77,OCC(O)CO.OC(O)=O,25.5,16.209885
78,FC(F)=C(F)Cl,6.3,0.129446
79,BrC#N,15.2,16.091398
80,OCCN(CCO)CCO,7.6,8.88498
81,COC(C)(C)C.OCCOCCO,7.2,4.7306232
82,C=C,2.0,1.2475351
83,CCC=O,11.1,11.359914
84,ICC=C,6.4,4.8689847
85,o1ncc2ccccc12,11.5,8.4142885
86,Nc1cccc(Cl)c1,7.3,6.5991545
87,CC1CCCC(=O)C1,7.7,8.852526
88,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,2.5,4.119274
89,CC(=O)CC(=O)OCC=C,6.9,6.906336
90,CCC,0.0,8.392625
91,CC(=O)OCc1ccccc1,5.7,4.48041
92,COc1ccccc1O,7.0,10.145276
93,Nc1ccncc1,16.1,9.308927
94,s1ccnc1,18.8,12.168099
95,C=CCOC=C,6.5,5.0609136
96,CCC(C)C,0.0,9.36699
97,Nc1cccc(c1)[N+]([O-])=O,17.7,12.595123
98,C[C@@H]1CCc2c(C)coc2C1,4.6,3.8095305
99,CN(C)C(=O)N(C)C,8.2,9.814827
100,CC1=CC(=O)OC1=O,17.0,19.193014
101,CC=C,1.6,1.2230562
102,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,8.2,8.192013
103,CNC(C)=O,17.0,14.6343565
104,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,3.0,3.825558
105,C(c1ccccc1)c2ccccc2,1.0,1.749566
106,O=C(C#N)C#N,6.3,16.933725
107,C1CCCCCCCCCCC1,0.0,3.4921074
108,[nH]1cccn1,10.4,9.626613
109,CC(C)COC=O,6.5,4.4691925
110,NCCCCNCCCN,11.2,4.982692
111,C=CN1CCCC1=O,9.3,11.706039
112,CC(Cl)=C(Cl)Cl,15.7,5.7540655
113,CC(C)COC=C,4.1,5.312846
114,CCCCCCOCC.OCCO,4.1,4.932539
115,OCCOCCOCCO,12.5,9.599555
116,COC(C)=O,7.2,10.028113
117,BrCCC=C,6.0,5.059614
118,CC(=O)c1ccc(cc1)C(F)(F)F,6.1,8.726013
119,C1C=Cc2ccccc12,2.6,2.0277276
120,BrC(Br)=C,4.8,11.638297
121,Clc1ccc(C=O)c(Cl)c1,8.8,9.681602
122,BrCBr,6.4,5.560553
123,CC=CC,1.3,6.6967545
124,COCCOC=C,6.7,5.770841
125,CCCCCCCCCCCCCCCC,0.0,-0.5835024
126,Nc1ccccc1,5.8,4.736475
127,O=Cc1occc1,14.9,11.35962
128,O=C1CCC1,11.4,12.178777
129,O=C1CCCCCO1,15.0,15.853344
130,CC(C)C(O)=O,5.4,3.960459
131,COCC=CC,3.4,6.4834414
132,CCCCOC(O)(CC)OCC,6.5,5.214426
133,Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,12.9,10.82055
134,COC(C)COC(C)COC(C)CO,5.5,6.3518076
135,CNC,4.8,5.75784
136,CC(=C)c1ccccc1,2.4,0.48020107
137,OC\C=C\c1ccc(O)cc1,7.0,7.111734
138,CC=CBr,6.4,7.546124
139,Clc1ccccc1Br,7.7,6.4377465
140,[O-][N+](=O)c1ccccc1,10.6,10.348329
141,CC(=O)N1CCCCCC1=O,8.7,11.747873
142,BrC[CH]=[C]=[CH2],6.5,7.9964943
143,FC=O,10.1,11.61392
144,O=C1CCCC1,11.9,10.057654
145,NCc1ccccc1,4.6,5.315177
146,Cc1ccc(c(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,3.5,11.235797
147,Oc1ccc(C=O)cc1,15.2,9.693072
148,ICI,3.9,3.60307
149,CCCCCCCl,6.2,-0.4485734
150,Clc1cccc(Cl)c1,5.1,4.5572057
151,O(c1ccccc1)c2cccc(Oc3cccc(Oc4ccccc4)c3)c2,3.1,6.1663723
152,CC(C)=NO,3.7,2.0454786
153,CCCCCCCCCC(C)(O)Oc1ccccc1,10.2,4.159866
154,CCCNCCC,1.4,4.4345083
155,CCCC(O)=O,4.8,4.4676433
156,C1C=C1,2.4,3.128914
157,ClC=C,6.5,1.2230562
158,[O-][N+](=O)c1sccc1,16.2,14.957832
159,OC(=O)C=C,6.4,10.027413
160,NC=C,7.2,8.780999
161,CC(C)COC(C)=O,3.7,3.0951767
162,CC(=C)C=O,10.3,11.965733
163,CCCOCC(C)O,7.0,7.006174
164,ClCCC=O,13.3,10.573685
165,OCCCCO,11.0,11.740136
166,CCCCCCCC\C=C/CCCCCCCC(=O)OC,3.8,2.9626923
167,CCOC(Cl)=O,11.0,4.843465
168,Fc1ccccc1F,9.0,8.41099
169,CCOc1ccc(Cl)cc1,6.3,6.7306204
170,CC(C)OCC(C)O,6.1,6.1947584
171,C1OC1c2ccccc2,5.8,8.488955
172,CCN=C=S,14.7,12.013696
173,CCCCOC(=O)c1ccccc1O,4.8,7.4277
174,CCCCC=C,1.1,-0.108279385
175,OCCOCCOCCOC=C,6.0,7.9752836
176,ClC(=O)c1ccc(Br)cc1,6.5,10.13048
177,COC#CC,6.3,6.3484874
178,CCCCC(CC)CN,4.2,2.0871823
179,Clc1ccccc1Cl,6.3,2.6564264
180,ClC1CCCCC1=O,13.0,8.993794
181,CCOC(C)=C,3.5,6.9330482
182,COc1ccccc1[N+]([O-])=O,12.7,12.427438
183,CCCCOC.OCCO,5.2,6.5885367
184,CC(C)C[S](=O)CC(C)C,10.5,10.666558
185,CC(C)CC(C)(C)C,0.0,1.8047544
186,CC(=O)OC(OC(C)=O)C(Cl)=C,7.3,3.9981034
187,N#Cc1occc1,15.0,14.067985
188,CCOC=C,4.9,5.062008
189,CC(=O)C(Cl)Cl,7.6,8.612639
190,O=C1OC(=O)C=C1,13.3,19.216457
