,smiles,exp,predict
0,[O-][N+](=O)c1ccc(F)cc1F,11.0,7.2110977
1,OC(=O)\C=C/c1ccccc1,3.9,4.827858
2,CC1CCCCC1,0.0,3.1729047
3,CC(O)=S,6.7,7.0223684
4,CC(O)=O.CC(O)=O.OCCCCCCO,4.5,4.8395452
5,CCNCC,2.3,7.473117
6,CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O,12.0,10.571252
7,C[S](C)=O,16.4,6.213123
8,CCSC#N,13.4,14.004418
9,CSC,6.4,5.053884
10,OC(F)(C(F)F)C(F)(F)F,4.5,1.8014374
11,COCCOC,6.0,5.931465
12,COC(=O)c1ccccc1,8.2,7.0795984
13,FC(F)(F)c1ccc(Cl)c(Cl)c1,4.7,5.931814
14,Cl\C=C\Br,6.6,10.411231
15,OC(=O)C(O)=O,17.0,9.736619
16,C1COCCN1,4.9,5.7489014
17,CCCCCC(=O)OCC,3.2,3.5152445
18,Clc1ccccc1,4.3,2.0277593
19,CN(C)[P](=O)(N(C)C)N(C)C,11.6,8.897575
20,COC(=O)CCCCC(=O)OC,6.8,6.775261
21,O=C1N[S](=O)(=O)c2ccccc12,12.5,13.948265
22,CCCCCCO,5.8,5.3989673
23,CC(Br)=C,6.0,10.035747
24,COc1ccccc1OC,4.4,7.381091
25,COc1c(Cl)cc(Cl)cc1Cl,3.9,8.168398
26,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,7.6,7.1492662
27,OCC#C,8.7,10.214816
28,ClC(Cl)(Cl)C#N,7.4,11.132377
29,FC(F)F,8.7,1.7375716
30,COCC(C)OC(C)=O,5.6,5.7420635
31,CCOC#CC,6.4,6.2202487
32,CO[P](=O)(OC)OC,10.5,14.633269
33,CCO[P](=O)(OCC)OCC,11.4,9.0123415
34,OCCOCCO,12.0,11.869245
35,CC1=CC(=O)CC(C)(C)C1,8.0,7.1594515
36,C1CC=CC1,3.8,-0.10342342
37,Cc1occc1,2.8,6.1309395
38,OCCCCl,5.7,10.729201
39,Oc1ccccc1C=O,10.5,11.430769
40,Cc1ccccc1Br,5.0,5.940798
41,ClCC(Cl)=C,7.8,2.0926776
42,ClC(Cl)=O,5.3,11.259512
43,CC1(C)C2CCC(C2)C1=C,1.8,2.7124567
44,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,4.7,1.9086938
45,CCc1ccc(O)cc1,5.2,5.7008905
46,OCC(F)(F)F,8.3,7.8883967
47,C=CCN=[N+]=[N-],7.7,8.289084
48,Sc1cc(Cl)c(Cl)cc1Cl,4.5,7.918726
49,C1CSC1,7.8,7.404688
50,CC1OC(C)OC(C)O1,5.0,6.6364193
51,COC(=O)C=C,6.7,10.77004
52,CCCOC=C,3.5,6.0058146
53,CCCCCCCCO,5.0,4.890518
54,CC(C)CO,5.7,6.006027
55,CCCCC(=O)CCCC,7.7,4.2828927
56,CCOCl,8.6,4.253766
57,CCOC(=O)C=C,7.1,8.697899
58,C1C=CC=C1,1.9,6.8847127
59,ClC(Cl)C#N,9.4,12.784272
60,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,4.5,3.3091688
61,CCCCCCC=C,1.0,0.020872097
62,IC=C,5.5,4.5101147
63,[nH]1cnc2ncncc12,11.7,12.922761
64,OCCSCCO,8.8,8.472887
65,CCCCCC(O)=O,4.2,3.046997
66,[Cl],10.0,5.899768
67,Oc1cc(Cl)ccc1Cl,6.3,6.8931856
68,CCCCCCCC\C=C/CCCCCCCC(=O)OCC,3.2,3.0071507
69,CC(O)CCO,8.1,11.174486
70,N#C/C=C/C#N,13.6,15.908212
71,ClCC(Cl)(Cl)Cl,4.4,4.8764744
72,CCCC#N,12.4,14.869854
73,CC\C(=C/C)C=O,8.0,10.724632
74,Cn1ccnc1,15.6,13.402277
75,CC(C)(C)OCCOC(C)(C)C,4.1,3.0815787
76,OCC=CCl,10.3,8.308625
77,CCSSCC,6.7,5.047038
78,CCCCC1CCCCC1,0.0,0.37667203
79,C#CC#N,17.0,14.590413
80,O=C1CCCN1,12.0,14.701331
81,[O-][N+](=O)c1ccc(Cl)c(F)c1Cl,7.2,8.530733
82,Fc1cc(F)cc(c1)C#N,11.2,9.459154
83,CC(=O)Oc1ccccc1C(O)=O,6.9,9.952046
84,CCCC(=O)OCC,5.6,6.100162
85,CC1CCC(O)CC1,6.3,5.4083853
86,CCC(C)(C)O,6.1,6.2964134
87,c1cncnc1,9.4,14.969955
88,CCCCOC(C)=C,5.3,5.509156
89,CCCCCCl,6.9,0.5105756
90,CCCCC#N,11.0,11.688132
91,Fc1c(F)c(F)c(c(F)c1F)C(=O)c2ccccc2,8.1,6.444646
92,CCCCl,7.8,6.8954406
93,NN,8.3,12.280332
94,CSCCl,6.4,4.8726044
95,ClCC1CO1,7.6,8.601652
96,Oc1ccccc1,5.9,6.43804
97,CC(=O)C(C)=O,5.1,11.665534
98,ClCCOCOCCCl,10.2,6.6257906
99,o1cccn1,13.4,12.631956
100,CCCCCOC(C)=O,3.3,2.4901428
101,CCCCOCCOCCOCCCC,4.7,3.9064748
102,ClCC(Cl)CCl,12.3,7.3431926
103,COc1ccc(cc1)C#N,16.7,10.468321
104,CO[S](=O)(=O)OC,13.0,16.723886
105,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,13.0,14.029587
106,OC1CCCCC1,4.1,7.936856
107,COC1CCC(OC)O1,7.2,7.761538
108,CN(C)C=O,13.7,12.289526
109,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,2.5,3.5286798
110,CCCCOC(C)CCO,5.5,5.6110954
111,CCCCCC(C)=O,5.7,5.388617
112,O,16.0,14.756825
113,CCCN,4.9,4.979002
114,CC(O)C(O)=O,8.3,8.833192
115,C[S](O)(=O)=O.C=C,9.3,14.762532
116,CCCCOC(C)COC(C)CO,6.5,5.699728
117,CCCOCCC,3.2,8.366541
118,OC1CCCCC1O,9.8,9.858569
119,CC(C)C[S](=O)CC(C)C,10.5,10.600459
120,Oc1ccc(cc1)[N+]([O-])=O,14.5,11.300389
121,ClCc1cccc(Cl)c1,9.3,3.7191427
122,C\C=C/C(O)=O,5.2,7.5470905
123,FC(F)(F)C(=O)OC=C,4.3,4.505109
124,CI,7.7,6.595466
125,CN1CCCC1,2.8,2.4479837
126,COc1c(Cl)cccc1Cl,8.4,8.2796545
127,CCC[S](=O)CCC,13.0,13.405234
128,[O-][N+](=O)c1ccc(Cl)cc1Cl,8.7,8.717314
129,O=C1CCCCCCC1,9.6,9.889439
130,Clc1ccc(CC#N)cc1Cl,10.8,8.1237755
131,OC(=O)CCl,10.4,9.921911
132,O=CC#C,11.9,10.300261
133,CC(C)OC=C,3.5,5.0061936
134,O=CC=O,17.0,10.783187
135,CC(C)O,6.1,6.6983547
136,CC(Cl)=C,6.7,2.4711037
137,COC(=O)c1ccccc1O,8.0,10.062745
138,CC(=O)C1CC1,11.1,9.920463
139,CCCCCCOC(=O)c1ccccc1C(=O)OCC,6.2,8.323207
140,CCOC(C)OC(=O)CC,3.3,8.007601
141,CC(C)COCCO,4.9,6.22795
142,OCC(O)C(O)C(O)CO,12.0,11.391884
143,C=C=O,7.3,7.879176
144,C=CC#N,12.8,15.832729
145,C=CCCC=O,8.1,8.811826
146,CCCCOCC,3.9,3.4664419
147,c1ccc(cc1)C#Cc2ccccc2,2.0,1.2536589
148,ClCC(Cl)Cl,5.3,8.7654915
149,CC(C)=O,10.4,11.259512
150,CCN=C=O,12.0,11.776437
151,NC(=O)NC(N)=O,14.6,13.172254
152,CCN(Cl)Cl,7.6,3.7541819
153,ClC(=O)c1ccccc1,6.8,9.621985
154,CNc1ccccc1,6.0,5.5192785
155,CCC(CC)CO,4.3,5.386608
156,CN=C=S,16.2,11.763671
157,OC1CCC=C1,7.6,6.0552664
158,Cl/C=C/C=C,8.5,8.934575
159,O=C1CCCCCN1,13.8,11.91277
160,CC=CCO,6.0,6.9807205
161,O=[S](=O)(c1ccccc1)c2ccccc2,14.4,14.501151
162,COc1cccc(OC)c1O,7.6,9.95892
163,CCOC(=C)CC,4.2,6.0368757
164,O[N+]([O-])=O,18.0,17.861948
165,BrC=C(Br)Br,9.4,8.608144
166,COc1cc(/C=C/CO)cc(OC)c1O,7.3,7.3278885
167,CCOCC(C)O,6.5,8.271932
168,ClC(Cl)=C,7.8,2.4711037
169,ClCBr,5.7,7.8382306
170,CC(=C)C(N)=O,11.0,13.404536
171,SS,6.3,8.55771
172,[nH]1c2ccccc2c3ccccc13,6.4,6.6299715
173,COC(=O)c1occc1,6.9,9.521597
174,COC(=O)CCCC(=O)OC,7.7,8.373349
175,CC(C)(C)OCCO,6.1,6.2772675
176,CC(O)=O,8.0,5.5771556
177,CCc1ccccc1CC,0.1,1.2475302
178,ClC(=C)C=O,12.9,11.53131
179,COC(=O)OC,8.6,6.5568676
180,COCCOC,6.3,5.931465
181,CC(CO)[N+]([O-])=O,13.7,13.166897
182,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,1.8,2.710717
183,CC1(O)CCCCC1,4.0,7.721365
184,CC(C)CCC(C)=O,5.7,6.196541
185,CC(F)F,9.3,10.283098
186,CCCCO[P](=O)(OCCCC)OCCCC,6.3,6.07089
187,OCC=C,10.8,7.8275757
188,CC(Cl)(Cl)Cl,4.3,4.179281
189,O=C1CCCO1,16.6,17.507679
190,CCCCCCCCCCCCCCCCO,3.7,2.9648266
191,Cc1ccccc1N,5.8,5.0026913
192,COC=O,8.4,9.021842
193,S,6.0,15.07529
194,C=Cc1ccncc1,7.2,4.531622
195,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,5.0,1.8641576
196,COCCOCCOCCO,7.6,7.892939
