,smiles,exp,predict
0,N=C=O,15.8,16.128765
1,Cc1cccc(C)c1C,18.0,20.139269
2,Fc1c(Cl)cccc1Cl,19.4,20.152676
3,COC(=O)CCC(C)C(=O)OC,16.6,16.158657
4,ClC(Cl)(Cl)C=C,17.7,16.320349
5,NCC=C,15.5,16.20973
6,CC(C)COC(=O)C(C)C,15.1,15.729957
7,Clc1ccc(c2ccccc2)c(Cl)c1Cl,19.2,20.164572
8,CC(C)O[P](C)(=O)OC(C)C,16.4,15.403086
9,CC(C)Cl,15.0,16.570627
10,CC=C(Cl)Cl,16.9,15.886464
11,NCCc1c[nH]c2ccc(O)cc12,18.0,19.122597
12,BrCC(Br)=C,17.7,16.945591
13,CCC(N)=O,16.7,17.001736
14,CCO[Si](OCC)(OCC)OCC,13.9,15.869957
15,CO[N+]([O-])=O,15.8,15.444626
16,CCl,15.3,15.622114
17,ClC1=CC(=O)OC1=O,20.4,19.774036
18,CCOCc1ccccc1,18.4,17.404566
19,C[S](=O)(=O)c1ccccc1,20.0,19.979086
20,CCCCOC(=O)c1ccccc1C(=O)OCCCC,17.8,17.32883
21,BrC(=C)C=C,16.9,16.416992
22,CC(O)CCl,16.8,16.10768
23,CCC(C)Br,16.3,17.209562
24,CC(=O)c1ccc(Cl)cc1,19.6,20.161083
25,CCCCCCCCCCCCCC,16.2,15.982232
26,CCCCCl,16.2,15.8822365
27,CCCCCCOCCOCCO,16.0,15.807696
28,FC(F)=C(F)F,15.1,14.666214
29,COC,15.2,14.991783
30,CCCCCCCCCCCCO,16.0,15.948896
31,CCCCC(=O)CC,16.2,15.931971
32,CC(C)NC(C)C,14.8,16.460419
33,CCOC(=O)CCCC(=O)OCC,16.3,16.37534
34,CC(O)=O.CC(O)=O.OCCO,16.2,16.313435
35,CC(=C)CCl,16.2,16.291763
36,CNCC(O)c1ccc(O)c(O)c1,20.5,18.381035
37,ClC(Cl)=C(Cl)Cl,18.3,16.63488
38,[Ca++].NC#N,15.5,16.048462
39,CC(O)CO,16.8,16.249836
40,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11.3,14.574512
41,C/C=C/C=O,16.2,16.529783
42,C=CC=O,15.5,15.504546
43,CC(C)CC=O,14.7,15.815127
44,C=CCN=C=S,17.0,15.905009
45,IC[CH]=[C]=[CH2],17.4,19.583092
46,O=C\C=C\c1ccccc1,19.4,19.2132
47,COC(Cl)=O,16.3,15.751609
48,O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,20.1,20.073114
49,CCCOC=O,15.5,15.7137375
50,ClC1CCCCC1,17.3,16.423862
51,[O-][O+]=O,19.8,14.640075
52,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,12.4,14.781132
53,C[C](C)=[C]=[CH2],15.1,16.08664
54,COc1ccc(N)cc1,19.5,19.28113
55,ClCNCCl,16.5,15.777725
56,CBr,17.0,16.622902
57,CCCCCCOCCCCCC,16.0,15.803312
58,C[S](C)(=O)=O,19.0,16.72192
59,CCCCc1ccc(C)cc1,17.4,18.045761
60,CCCCCCCCCCCCCO,16.2,15.986337
61,CCCCOC(=O)c1ccccc1,18.3,17.565279
62,CC(Cl)Cl,16.5,16.570627
63,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.0,14.908853
64,CCOC(=O)CCC(=O)OCC,16.2,16.225445
65,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,19.5,19.993912
66,SCC=C,16.4,17.36269
67,ClC(=O)c1ccc(Cl)cc1,19.9,20.161083
68,CCOCC(C)OC(C)=O,15.6,15.512511
69,CC(C)=CC(C)=O,16.4,16.08987
70,O=[S]1CCCC1,18.2,17.705338
71,CCCC(C)=O,16.0,15.968577
