,number,actual,predict,SMILES
0,220,-1.947,-0.5531828999519348,Oc2ncc1nccnc1n2
1,847,-2.44,-2.6389031410217285,Cc1cccc(c1)N(=O)=O
2,1121,-2.168,-2.7194175720214844,ClC(Cl)(Cl)C#N
3,509,-3.483,-2.978733539581299,CN(C)C(=O)Nc1ccc(C)c(Cl)c1
4,549,-8.176,-6.0163469314575195,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
5,25,-2.74,-3.624722719192505,FC(F)(Cl)C(F)(F)Cl
6,1012,-6.176,-6.478277206420898,c1cc2ccc3cccc4ccc(c1)c2c34
7,1072,-7.28,-5.612532615661621,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F 
8,42,-2.29,-2.5841126441955566,O=N(=O)c1cccc(c1)N(=O)=O
9,1080,-3.14,-3.937387466430664,BrC(Br)(Br)Br
10,907,-2.281,-3.720428943634033,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1
11,91,-4.55,-5.336345672607422,Ic1cccc2ccccc12
12,675,-1.56,-2.052027463912964,COc1cc(CC=C)ccc1O
13,1031,-3.928,-3.8311266899108887,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 
14,866,-4.76,-3.0429725646972656,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C 
15,683,-4.57,-4.074674606323242,COP(=S)(OC)Oc1ccc(SC)c(C)c1
16,191,-4.4,-4.409361362457275,c1c(Br)ccc2ccccc12 
17,319,-0.8,-1.1810221672058105,CC(C)CC(C)O
18,937,-3.8,-4.883820533752441,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2
19,615,-3.96,-3.912518262863159,O(c1ccccc1)c2ccccc2
20,46,-3.27,-3.765292167663574,Clc1ccc(Cl)cc1
21,846,-1.01,-0.8995214700698853,Oc1cccc(c1)N(=O)=O
22,90,-4.81,-5.0504350662231445,CCCCCCCI
23,762,-0.55,-1.0511646270751953,CC(C)OC(=O)C
24,502,-5.64,-6.221433639526367,c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1
25,581,-5.666,-5.155821800231934,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
26,949,-5.24,-5.039734363555908,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C 
27,1075,-3.239,-2.969831943511963,CCNc1nc(NC(C)(C)C)nc(OC)n1
28,954,-4.097,-3.3154754638671875,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3
29,532,-3.18,-2.305104970932007,C1CCC=CCC1
30,351,-0.91,-1.036643624305725,COc2cnc1cncnc1n2
31,47,-3.75,-4.004967212677002,CCc1ccc(CC)cc1
32,791,-4.873,-3.9058239459991455,CN(C(=O)COc1nc2ccccc2s1)c3ccccc3
33,704,-0.82,0.38797950744628906,c1ccoc1
34,353,-2.42,-1.3450831174850464,Oc1cccc2cccnc12 
35,447,-1.54,-2.4838552474975586,BrC(Cl)Cl
36,690,-6.78,-5.194789409637451,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O
37,517,-2.338,-3.2006373405456543,CC1(C)CON(Cc2ccccc2Cl)C1=O
38,357,-6.237,-4.603887557983398,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
39,944,-2.33,-2.884721040725708,CCOc1ccccc1
40,698,-4.047,-4.181429386138916,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O
41,48,-1.97,-3.302276849746704,Fc1ccc(F)cc1
