,number,actual,predict,SMILES
0,573,7.0,6.1860456466674805,CCCCOCCOCCO
1,583,5.5,6.88641881942749,C1COC=CC1
2,1163,4.2,4.1455512046813965,C=COC=C
3,23,5.7,2.8185815811157227,FC(F)=C
4,451,9.6,10.2635498046875,CC(=O)CCl
5,647,6.2,6.343435287475586,CCOC(=O)c1ccccc1
6,1103,20.5,12.745561599731445,CC1=CNC(=O)NC1=O
7,539,6.4,6.737861156463623,BrCBr
8,441,0.0,4.722603797912598,ClC(Cl)(Cl)Cl
9,648,8.4,6.964966773986816,CCBr
10,394,11.2,6.31005859375,CCCCOC(=O)c1ccccc1C(=O)OCc2ccccc2
11,370,4.3,4.301781177520752,COc1ccc(C=CC)cc1
12,901,0.0,2.043713331222534,CCCCC1CCCCC1
13,684,11.0,11.815439224243164,OCCO
14,260,9.3,5.450436592102051,ClCc1cccc(Cl)c1
15,415,2.4,2.7124907970428467,FC(F)(F)Br
16,668,7.6,6.685997009277344,CCOC(=O)C(C)O
17,730,14.9,11.851252555847168,O=Cc1occc1
18,1128,0.4,5.05903434753418,CCN(CC)CC
19,24,4.9,5.948767185211182,COC(C)OC
20,801,8.1,6.200926780700684,CC(C)[C@@H]1CC[C@@H](C)CC1=O
21,599,7.7,7.724865436553955,COC(=O)CCCC(=O)OC
22,819,0.0,1.1679054498672485,C
23,299,7.1,7.530055046081543,CCC(=O)c1ccc(F)cc1
24,228,16.2,13.454963684082031,[O-][N+](=O)c1sccc1
25,840,4.7,3.6740009784698486,CCOC
26,865,12.0,13.219554901123047,CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O
27,119,4.8,3.2337677478790283,CCCCCCCCCO
28,1012,7.0,13.846495628356934,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
29,163,8.4,6.783695220947266,COc1c(Cl)cccc1Cl
30,969,6.5,7.864350318908691,ClC(=O)c1ccc(Br)cc1
31,778,6.5,7.659104347229004,CC(C)COC=O
32,447,10.0,1.1679054498672485,[Cl]
33,353,6.2,6.86446475982666,ClCC=C
34,835,9.9,7.772459030151367,CCl
35,566,12.0,10.095480918884277,OCCOCCO
36,198,7.6,5.243012428283691,OC1CCC=C1
37,589,8.7,7.267428398132324,COC(=O)CCC(C)C(=O)OC
38,659,10.3,10.931238174438477,CCOC(=O)C(=C)C#N
39,1105,12.9,8.310108184814453,C\C=C(/C)C=O
40,17,5.2,5.384591102600098,ClC(Cl)=C
41,1126,7.6,10.668155670166016,OCCN(CCO)CCO
42,690,4.5,3.698516607284546,CCCCOCCOCCCC
43,1174,7.0,8.431211471557617,CCO[S](CC)C=C
44,268,4.1,5.609248161315918,COC(C)CCOC(C)=O
45,1085,8.2,8.908164978027344,OCC1CCCO1
46,99,5.5,6.211567401885986,CCCCCl
47,173,7.7,5.465815544128418,CCC(C)Br
48,1109,18.8,9.094411849975586,C/C=C/C#N
49,715,3.8,6.027859210968018,CCCOC#C
50,478,8.0,5.0630927085876465,O=C1CCCCCCCCC1
51,531,3.5,2.162588596343994,CCC(C)OC(C)CC
52,759,4.2,5.4267683029174805,CCCCCC(O)=O
53,604,2.9,5.376996040344238,COC(=O)CCCCCCCCC(=O)OC
54,900,2.9,4.516348838806152,CCCCOC(=O)CCC
55,895,6.1,7.233305931091309,O=C1CCCN1Cc2ccccc2
56,821,5.0,8.672046661376953,CO
57,495,3.8,2.5717740058898926,C1CC=CC1
58,1098,13.5,10.701749801635742,OC(=O)CS
59,397,4.1,6.386338710784912,CC(=C)C(=O)OCc1ccccc1
60,336,14.0,8.088741302490234,CC(F)=O
61,784,10.5,11.151907920837402,N=C=O
62,550,12.9,7.1952948570251465,COC(Cl)Cl
63,1029,1.6,2.5135338306427,CC=C
64,875,15.3,11.259081840515137,CO[S](=O)(=O)c1ccc(C)cc1
