,number,actual,predict,SMILES
0,141,9.2,10.876524925231934,OCC(Cl)CCl
1,1016,5.2,8.015969276428223,CC(=O)OCC#C
2,1069,5.8,5.463002681732178,C1OC1c2ccccc2
3,857,5.7,4.55961799621582,CCCCCC(C)=O
4,522,6.6,4.703186511993408,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C
5,636,6.5,6.589518070220947,CCS
6,922,5.2,4.47861909866333,CCCCCOC(=O)CC
7,543,8.6,6.288878917694092,CCCCOC(=O)c1ccccc1C(=O)OCCCC
8,153,11.0,10.062227249145508,[O-][N+](=O)c1ccc(F)cc1F
9,8,5.3,6.692986965179443,ClCC(Cl)Cl
10,872,4.9,5.407608509063721,CSC=C
11,340,6.4,9.440732955932617,OC(=O)C=C
12,980,1.0,4.5392279624938965,C=Cc1ccc(C=C)cc1
13,694,4.1,5.788466930389404,CCCCCCOCC.OCCO
14,243,15.5,5.0690202713012695,ClC(Cl)(Cl)C=C
15,935,12.7,8.764354705810547,O=Nc1ccccc1
16,325,12.2,9.068517684936523,CC(C)(O)C#N
17,777,5.7,6.47226095199585,CC(C)CO
18,454,2.1,8.387222290039062,ClC#C
19,466,0.0,1.822401762008667,C1CC[C@@H]2CCCC[C@@H]2C1
20,1039,6.3,7.14835262298584,COCC(C)O
21,223,6.1,3.996795177459717,CCC(C)(C)O
22,56,10.7,8.164163589477539,Cl\C=C(/Cl)C=C
23,645,4.5,4.100874423980713,CCCCCC(=O)CC
24,1013,4.8,8.135857582092285,C1CNCCN1
25,979,0.0,3.386976718902588,CCc1ccc(CC)cc1
26,266,9.4,8.339244842529297,OC1CCOC1
27,529,3.2,3.2613186836242676,CCCOCCC
28,906,0.1,3.0855565071105957,CCCCc1ccccc1
29,248,6.0,4.915180683135986,Cc1ccc(O)cc1C
30,180,16.2,15.756786346435547,N#CC#CC#N
31,808,5.1,5.356497287750244,Clc1cccc(Cl)c1
32,628,4.0,2.8247110843658447,CCCCCCCCCCCCO
33,387,5.2,8.915483474731445,s1cnc2ccccc12
34,940,8.4,6.604856967926025,COc1ccccc1Br
35,516,3.1,4.247829437255859,CC(C)CC(O)CC(C)C
36,1005,2.8,6.695722579956055,C#Cc1ccccc1
37,619,7.6,4.529263973236084,CCCC(=O)CCC
38,233,5.6,5.954434871673584,OCCc1ccccc1
39,1028,6.6,5.255730152130127,CCCOC(=O)C(C)=C
40,1068,1.0,4.038150310516357,C=Cc1ccccc1
41,737,10.6,11.171634674072266,OCC1COCO1.OC2COCOC2
42,18,7.8,6.621471881866455,CCC(Cl)Cl
43,989,6.9,4.188847541809082,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
44,50,6.7,10.43450927734375,C1Oc2ccccc2O1
45,274,14.8,8.041034698486328,Cc1ccon1
46,1175,2.6,6.557179927825928,[SiH3]C=C
47,28,15.6,9.458377838134766,[nH]1nnc2ccccc12
48,9,1.6,1.8292754888534546,FC(F)(Cl)C(F)(Cl)Cl
49,337,5.9,5.50166654586792,c1ccc2nc3ccccc3cc2c1
50,943,5.0,5.542293071746826,Cc1ccccc1Br
51,294,10.3,6.97738790512085,CCOc1ccc(cc1)C(C)=O
52,156,4.7,4.392831802368164,FC(F)(F)c1cc(Cl)ccc1Cl
53,535,6.1,7.9023118019104,C=[N+]=[N-]
54,504,1.3,6.072843074798584,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
55,72,10.2,6.44917106628418,Oc1ccc(O)cc1
56,966,4.2,11.77906608581543,[O-][O+]=O
57,152,7.2,6.459878921508789,Oc1ccc(Cl)cc1Cl
58,496,4.3,3.5861639976501465,COC1CCCC1
59,33,4.2,5.557112216949463,Clc1ccc(Cl)c(Cl)c1
60,398,0.0,1.7563021183013916,C1CCC(CC1)C2CCCCC2
61,898,6.2,5.464634895324707,CCCCOC(=O)C=C
62,179,3.4,4.601263046264648,COCC=CC
63,158,6.4,5.8482842445373535,CCOC1CCC(OCC)O1
64,830,7.0,13.903051376342773,CN
65,762,8.3,19.824283599853516,NN
66,1023,14.3,13.37724781036377,CCC#N
67,878,1.8,7.010810375213623,COCOC
68,487,11.0,12.502676010131836,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2
69,388,3.2,4.958528518676758,ClC(Cl)(Cl)c1ccccc1
70,229,4.9,3.5936009883880615,CCCCCCC(C)O
71,705,8.2,9.012504577636719,COCCO
72,681,3.5,6.203896999359131,BrCCBr
73,626,4.6,5.372399806976318,C=CSC=C
74,509,10.2,9.158556938171387,ClCCOCOCCCl
75,385,12.0,9.673320770263672,N#Cc1ccccc1
76,308,7.2,7.603519439697266,C=Cc1ccncc1
77,435,1.8,4.325870513916016,CC1(C)C2CCC(C2)C1=C
78,237,8.7,8.167861938476562,OCC#C
79,213,5.2,9.144990921020508,C\C=C/C(O)=O
80,912,10.4,8.367950439453125,O=CN1CCCCCC1
81,450,17.3,16.30060386657715,ClC1=CC(=O)OC1=O
82,431,10.3,6.0572285652160645,CCCC(=O)OC(=O)CCC
83,474,11.8,16.397132873535156,N#CC#N
84,544,4.5,4.2917609214782715,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
85,263,7.4,8.3135986328125,ClCC#C
86,789,4.5,4.823558330535889,CC(C)OC(C)=O
