,number,actual,predict,SMILES
0,1176,4.3,6.444208145141602,FC(F)(F)C(=O)OC=C
1,796,4.1,7.478007793426514,CC(C)CC(O)=O
2,883,8.9,6.318653106689453,CCCCN(CCCC)C=O
3,781,2.0,3.6697187423706055,CC(C)=C
4,562,6.8,6.599801063537598,CCOC(=O)CCC(=O)OCC
5,588,7.1,8.494589805603027,CO[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)OC
6,749,4.5,3.78432035446167,OC(F)(C(F)F)C(F)(F)F
7,1007,5.3,10.954601287841797,ClC(Cl)=O
8,813,7.2,7.198792934417725,CC(C)=CC(C)=O
9,330,6.9,9.587608337402344,CC(=O)Oc1ccccc1C(O)=O
10,655,6.1,7.093601703643799,CCCl
11,59,8.2,7.460424423217773,ClCCCCl
12,1138,1.0,3.788360357284546,Cc1cccc(C)c1C
13,227,12.1,12.602636337280273,CC(C)[N+]([O-])=O
14,1112,1.8,3.707148313522339,CCCCOB(OCCCC)OCCCC
15,1061,7.1,6.737627983093262,OC(=O)CCCCCCCCC(O)=O
16,732,11.3,13.533441543579102,OCC(O)CO
17,866,8.0,8.016678810119629,COC(=O)c1ccccc1O
18,492,1.9,3.283978223800659,C1C=CC=C1
19,654,15.2,8.385270118713379,CCN=[CH+]
20,1050,8.8,7.4550395011901855,c1ccncc1
21,798,7.3,9.600120544433594,C=C=O
22,254,6.5,7.689904689788818,BrCC#C
23,1076,8.4,12.63907527923584,O=[S]=O
24,429,10.1,8.71524715423584,CCCC=O
25,423,5.3,2.6903796195983887,CCCCOC(C)=C
26,682,7.4,7.74437952041626,ClCCCl
27,874,6.3,8.94908618927002,COC#CC
28,402,5.9,5.604162693023682,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2
29,591,6.8,6.888288497924805,COC(=O)CCCCC(=O)OC
30,462,5.4,5.0595703125,ClC(=C)C=C
31,89,6.9,4.343068599700928,CCCCCCl
32,916,18.8,14.640542984008789,CNC=O
33,482,0.0,2.3448028564453125,C1CCCCC1
34,305,6.3,4.582790374755859,CC1CCC(O)CC1
35,87,1.3,2.77217960357666,CCC=C
36,297,9.8,13.256128311157227,CCC1COC(=O)O1
37,312,8.3,10.83227252960205,OC(=O)c1[nH]c2cc(O)c(O)cc2c1
38,281,4.1,7.084867000579834,O=C=Nc1ccc(Cc2ccc(cc2)N=C=O)cc1
39,699,6.1,6.163451194763184,CC(C)(C)OCCO
40,51,3.0,5.681332588195801,[CH2]=[C]=[CH2]
41,165,11.2,10.289057731628418,Fc1cccc(F)c1C#N
42,100,6.2,3.8916587829589844,CCCCCCCl
43,568,4.7,4.176081657409668,CCCCOCCOCCOCCCC
44,130,6.1,6.606378555297852,CC(C)C(O)C(C)(C)CO.CC(C)C(O)=O
45,833,8.8,7.565619945526123,CBr
46,1155,7.2,14.199191093444824,NC=C
47,452,13.6,15.981307029724121,ClCC#N
48,977,7.0,7.758019924163818,OC\C=C\c1ccc(O)cc1
49,207,3.3,5.259599685668945,CCCCC(CC)CO
50,652,3.2,4.161997318267822,CCCCCC(=O)OCC
51,999,0.0,5.3142242431640625,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
52,663,8.6,6.703125476837158,CCOCl
53,479,0.0,2.3448023796081543,C1CCCCCCCCCCC1
54,256,5.5,4.92288064956665,CCCCOC(C)CCO
55,457,6.3,5.734330177307129,FC(F)Cl
56,1059,10.5,10.60899829864502,Oc1ccccc1C=O
57,909,6.8,7.339489459991455,O=C1CCCN1C2CCCCC2
58,302,6.3,7.016005516052246,IC[CH]=[C]=[CH2]
59,620,10.6,7.9974365234375,CC(O)COC(C)CO
60,868,17.4,14.105140686035156,CC1CCC[S]1(=O)=O
61,261,13.3,13.062273025512695,ClCCC=O
