,0,1,2,3,4,5,6
0,10,10,10,COC(CC(OC)OC)OC,10,7.1,5.6167374
1,23,23,23,FC(F)=C,23,5.7,7.2953115
2,31,31,31,ClCC(Cl)CCl,31,12.3,7.34884
3,44,44,44,CCc1ccccc1CC,44,0.1,2.891391
4,49,49,49,SCCS,49,7.2,8.859663
5,51,51,51,[CH2]=[C]=[CH2],51,3.0,5.3677216
6,54,54,54,FC(F)(F)c1cccc(c1)C(F)(F)F,54,6.8,4.3520303
7,56,56,56,Cl\C=C(/Cl)C=C,56,10.7,6.675257
8,58,58,58,CC(O)CCO,58,8.1,8.555346
9,59,59,59,ClCCCCl,59,8.2,8.1467285
10,70,70,70,ClCC=CCCl,70,7.6,5.9479322
11,81,81,81,CC=CBr,81,6.4,6.338081
12,86,86,86,CCCCO,86,5.7,6.1690207
13,88,88,88,CCC=COC,88,5.3,7.249761
14,96,96,96,CCc1ccccc1Cl,96,4.9,5.9061556
15,101,101,101,Clc1cccc2ccccc12,101,4.9,6.512093
16,107,107,107,CCCCCCCO,107,5.3,4.3483925
17,109,109,109,CCCCCCO,109,5.8,5.9802585
18,113,113,113,CC1(O)CCCCC1,113,4.0,9.423431
19,128,128,128,S1C=CSC1=C2SC=CS2,128,8.2,9.168272
20,140,140,140,[O-][N+](=O)c1cccc(Cl)c1Cl,140,12.6,8.1298065
21,155,155,155,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,155,13.1,7.5511065
22,156,156,156,FC(F)(F)c1cc(Cl)ccc1Cl,156,4.7,5.342189
23,158,158,158,CCOC1CCC(OCC)O1,158,6.4,6.2616687
24,163,163,163,COc1c(Cl)cccc1Cl,163,8.4,7.3621736
25,168,168,168,CCN(CC)CCO,168,5.8,3.592082
26,170,170,170,Nc1ccccn1,170,8.1,12.114575
27,174,174,174,CC(C)Br,174,8.3,6.6284375
28,192,192,192,CCOCCCl,192,7.9,6.5736475
29,198,198,198,OC1CCC=C1,198,7.6,9.040004
30,199,199,199,CCCCCCCCC(C)O,199,3.9,3.5606618
31,208,208,208,CCCCC(CC)CN,208,4.2,3.828464
32,209,209,209,N#Cc1occc1,209,15.0,8.750589
33,210,210,210,CCCCCC(C)O,210,5.4,4.644826
34,218,218,218,CC1OCCO1,218,4.8,7.3319287
35,220,220,220,CCC(C)=C,220,1.8,1.4857872
36,231,231,231,CCCC(C)O,231,6.4,3.7850995
37,233,233,233,OCCc1ccccc1,233,5.6,7.6916785
38,240,240,240,CCSC,240,5.9,4.798993
39,243,243,243,ClC(Cl)(Cl)C=C,243,15.5,3.70232
40,244,244,244,FC(F)(F)c1ccc(Cl)c(Cl)c1,244,4.7,4.9847827
41,260,260,260,ClCc1cccc(Cl)c1,260,9.3,6.7234855
42,265,265,265,CCCCC(O)CC,265,5.4,3.4849904
43,270,270,270,COCCC#N,270,14.4,14.209169
44,274,274,274,Cc1ccon1,274,14.8,6.9118476
45,277,277,277,CC(C)C(C)O,277,5.2,4.3657255
46,286,286,286,ClC[CH]=[C]=[CH2],286,8.0,7.0823355
47,289,289,289,Clc1ccc(C=O)cc1,289,7.2,10.453848
48,294,294,294,CCOc1ccc(cc1)C(C)=O,294,10.3,8.140923
49,296,296,296,CCc1ccc(O)cc1,296,5.2,7.4149756
50,298,298,298,[O-][N+](=O)c1cc(F)ccc1F,298,7.2,10.997845
51,306,306,306,Oc1ccc(cc1)[N+]([O-])=O,306,14.5,11.297044
52,308,308,308,C=Cc1ccncc1,308,7.2,3.346536
53,309,309,309,Oc1cc2[nH]ccc2cc1O,309,8.8,11.236543
54,321,321,321,CC(=O)Nc1ccccc1,321,14.4,8.820266
55,323,323,323,CC(=O)OC(C)=O,323,11.7,8.29091
56,327,327,327,CC#N,327,18.0,13.11912
57,331,331,331,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,331,3.5,5.4809904
58,332,332,332,CC(=O)CC(C)=O,332,10.0,8.080627
59,342,342,342,ClC(=O)C=C,342,11.6,9.354074
60,344,344,344,OC(=O)CCCCC(O)=O,344,10.0,8.972134
61,352,352,352,BrCC=C,352,7.3,6.177951
62,361,361,361,C=CCN=C=S,361,11.3,5.603134
63,376,376,376,CCN=[N+]=[N-],376,8.9,5.8345256
64,377,377,377,ClC(Cl)c1ccccc1,377,7.6,7.725162
65,381,381,381,[nH]1cnc2ccccc12,381,14.9,6.640015
66,382,382,382,o1ncc2ccccc12,382,11.5,11.771426
67,394,394,394,CCCCOC(=O)c1ccccc1C(=O)OCc2ccccc2,394,11.2,4.7478795
68,398,398,398,C1CCC(CC1)C2CCCCC2,398,0.0,0.6893495
69,409,409,409,ClCBr,409,5.7,8.212883
70,411,411,411,BrC(Br)Br,411,5.0,6.372114
71,413,413,413,BrC(=C)C=C,413,6.4,6.778648
72,415,415,415,FC(F)(F)Br,415,2.4,7.220167
73,420,420,420,CCCCOC(O)(CC)OCC,420,6.5,4.2160616
74,422,422,422,CCCCOC=O,422,6.5,6.005657
75,424,424,424,CCCCOC(=O)C(C)O,424,6.5,5.9732776
76,425,425,425,CCCCCCCC\C=C/CCCCCCCC(=O)OCCCC,425,3.7,3.9573753
77,428,428,428,C1CCOC1,428,6.2,5.706478
78,433,433,433,CCCC(Cl)=O,433,9.4,7.5462484
79,435,435,435,CC1(C)C2CCC(C2)C1=C,435,1.8,2.7853794
80,465,465,465,OC(=O)\C=C/c1ccccc1,465,3.9,7.7505026
81,467,467,467,CC1=CC(=O)OC1=O,467,17.0,11.045673
82,479,479,479,C1CCCCCCCCCCC1,479,0.0,6.0827236
83,481,481,481,O=C1CCCCCC1,481,10.6,8.420286
84,490,490,490,ClC1CCCCC1,490,5.5,5.884892
85,493,493,493,C1CCCC1,493,0.0,1.5176258
86,497,497,497,C1CC1,497,0.0,4.5212092
87,519,519,519,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,519,6.2,3.3818808
88,522,522,522,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,522,6.6,3.7573917
89,526,526,526,CCCCOCCCC,526,3.4,2.9030497
90,528,528,528,CCCCCOCCCCC,528,3.1,2.271087
91,529,529,529,CCCOCCC,529,3.2,4.773459
92,536,536,536,COC(=O)CCCCC(=O)OC.COC(=O)CCCC(=O)OC.COC(=O)CCC(=O)OC,536,6.5,4.656507
93,551,551,551,FC(Cl)Cl,551,3.1,6.6488523
94,552,552,552,OCCNCCO,552,7.0,9.643794
95,553,553,553,CCOC(=O)CCCCC(=O)OCC,553,6.2,4.110034
96,557,557,557,CCOC(=O)CCCC(=O)OCC,557,7.0,5.8947897
97,558,558,558,CCC(=O)CC,558,7.6,6.7403173
98,570,570,570,C=COCCOCCOC=C,570,7.3,5.0803556
99,584,584,584,CC(C)COC(=O)CCCCC(=O)OCC(C)C,584,2.5,3.590208
100,585,585,585,CC(C)NC(C)C,585,1.7,2.5265274
