,number,actual,predict,SMILES
0,1067,3.3,3.332519292831421,CCCCCCCCCCCCCCCCCC(O)=O
1,904,5.5,4.727477073669434,CCCCOC(=O)CC
2,206,1.7,2.4937236309051514,CCC(=C)CC
3,36,9.8,6.957308769226074,OC1CCCCC1O
4,1180,16.0,8.380701065063477,O
5,687,5.2,7.349106311798096,CCCCOC.OCCO
6,136,6.6,8.04489517211914,OC[CH]=[C]=[CH2]
7,972,7.6,8.475395202636719,CC(=O)c1ccc(Cl)cc1
8,546,8.1,10.249225616455078,OC(=O)C(Cl)Cl
9,346,8.7,8.789995193481445,CNCC(O)c1ccc(O)c(O)c1
10,755,11.6,10.875717163085938,CN(C)[P](=O)(N(C)C)N(C)C
11,273,7.7,8.631935119628906,CC1CCCC(=O)C1
12,580,3.0,2.267052412033081,CCCCCCOCCCCCC
13,607,6.4,5.119189739227295,CSC
14,1020,14.6,11.627336502075195,CCC(N)=O
15,578,7.1,9.851266860961914,NCCNCCN
16,1124,0.0,6.0849714279174805,CC1(C)C2CC3C(C2)C13C
17,1186,6.9,10.770589828491211,S=C1CCCO1
18,253,7.7,8.689458847045898,C=CCN=[N+]=[N-]
19,825,7.2,6.280691146850586,COC(C)=O
20,270,14.4,12.8409423828125,COCCC#N
21,1151,6.7,5.385344505310059,COCCOC=C
22,623,6.1,5.3998541831970215,CCCOC(C)COC(C)CO
23,675,11.3,6.623596668243408,CCC(=O)C=C
24,673,13.4,13.665034294128418,CCSC#N
25,929,18.0,15.137425422668457,O[N+]([O-])=O
26,548,2.0,3.1504619121551514,FC(F)(Cl)Cl
27,1099,6.4,11.822402000427246,Cl[S](Cl)=O
28,405,2.5,6.266931533813477,ClB(Cl)Cl
29,649,3.9,2.7723658084869385,CCCCOCC
30,376,8.9,9.608673095703125,CCN=[N+]=[N-]
31,702,4.7,5.597330093383789,CCOCCOC(C)=O
32,608,19.4,15.430707931518555,C[S](C)(=O)=O
33,189,13.0,10.151387214660645,ClC1CCCCC1=O
34,311,9.3,16.657440185546875,O=C1C=C2NC=CC2=CC1=O
35,369,3.3,4.48447322845459,CCCCCOC(C)=O
36,962,2.4,3.6210286617279053,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
37,277,5.2,5.6844353675842285,CC(C)C(C)O
38,709,10.0,7.246989727020264,C1CO1
39,169,12.2,9.248104095458984,CC(=O)c1sccc1
40,293,8.6,6.399949073791504,Sc1ccc(Cl)cc1
41,956,3.3,5.417881011962891,CCCCCCCC(O)=O
42,736,8.9,13.431112289428711,CC(O)=O.CC(O)=O.OCC(O)CO
43,970,9.9,10.471817970275879,[O-][N+](=O)c1ccc(Br)cc1
44,795,9.5,8.318565368652344,CC(C)CC=O
45,29,8.8,14.149967193603516,[nH]1ccnn1
46,39,8.0,6.389820575714111,ClC=CCl
47,1065,7.1,7.071210861206055,Cc1c[nH]c2ccccc12
48,480,1.4,1.1939656734466553,C1CCCCCC1
49,873,19.6,13.849739074707031,C[S](=O)(=O)C=C
50,200,8.0,11.113360404968262,CC\C(=C/C)C=O
51,924,11.3,10.669149398803711,CCCO[N+]([O-])=O
52,14,12.1,9.183553695678711,CC(Cl)(Cl)[N+]([O-])=O
53,120,1.0,2.2701687812805176,CCCCCCCC=C
54,288,7.8,6.029016017913818,COc1ccc(Cl)cc1
55,185,7.7,7.06971549987793,Cc1ccc(Cl)c(O)c1
56,196,9.4,9.871917724609375,OC(=O)C(Cl)=C
57,321,14.4,7.914793968200684,CC(=O)Nc1ccccc1
58,215,7.8,9.125751495361328,CC1CCCCC1=O
59,553,6.2,5.850262641906738,CCOC(=O)CCCCC(=O)OCC
60,858,7.6,6.3014421463012695,CCCC(C)=O
61,1131,3.1,4.190903663635254,CCCCCCCC\C=C/CCCCCCCCOCCOCCOCCO
62,60,7.8,8.241010665893555,CC(Cl)=CCCl
63,753,1.6,2.101693630218506,Cc1c(C)c(C)c(C)c(C)c1C
64,428,6.2,5.303579330444336,C1CCOC1
65,707,15.9,14.926359176635742,OCCO.O[S](O)=O
66,427,2.5,5.382206916809082,CCCCOC(=O)C1CC=CCC1C
67,365,11.2,11.174324035644531,C=CCCC#N
68,650,5.0,5.130837917327881,CCCCC(=O)CC
69,13,4.8,7.235745906829834,BrC(Br)=C
70,978,5.6,5.928363800048828,Clc1ccc(Cl)cc1
71,876,6.5,6.1935038566589355,COC(=O)c1ccc(C)cc1
72,600,7.4,10.120782852172852,CC(C)=C=O
73,677,2.0,1.9805220365524292,C=C
74,958,2.8,4.382431983947754,CCCCCCCC\C=C/CCCCCCCC(O)=O
75,245,7.2,10.105934143066406,[O-][N+](=O)c1ccc(Cl)c(Cl)c1
76,105,6.3,5.582153797149658,CCOC(C)OCC(C)O
77,362,6.2,4.837528705596924,SCC=C
78,117,6.3,6.004689693450928,Oc1cccc2ccccc12
79,468,7.0,8.234365463256836,COc1cc(/C=C/CO)ccc1O
80,606,13.0,11.843266487121582,CO[S](=O)(=O)OC
81,143,4.5,7.087601184844971,Sc1cc(Cl)c(Cl)cc1Cl
82,949,6.3,5.817061901092529,Clc1ccccc1Cl
83,40,7.1,8.6194486618042,CC(Cl)CCl
