,number,actual,predict,SMILES
0,198,-2.51,-3.186589479446411,CCC(C)(C)Cl
1,262,-0.72,-2.3160552978515625,CC(=O)C(C)(C)C
2,65,-1.73,-0.7764436602592468,CCCBr
3,4,-3.04,-2.7687301635742188,FC(F)(Cl)C(F)(Cl)Cl
4,799,-1.601,-2.1862168312072754,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C 
5,505,-4.89,-4.067751407623291,CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2
6,924,-0.73,-0.6018879413604736,Cc1ccc(O)cc1
7,1049,-1.836,-0.2690774202346802,NC(=O)c1ccccc1O
8,426,-8.49,-6.998855113983154,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45
9,384,-0.364,-1.2247891426086426,CN(C)c2c(C)n(C)n(c1ccccc1)c2=O 
10,983,-4.42,-4.7725605964660645,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
11,321,-4.62,-3.9052937030792236,Cc1ccc(cc1)c2ccccc2
12,466,-1.37,-0.9937865734100342,CCCCOC=O
13,456,-4.24,-3.351520299911499,c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1
14,739,-1.52,-2.759565830230713,c2ccc1[nH]ccc1c2
15,724,-3.84,-3.090707778930664,CCCCCC
16,545,-2.349,-1.850813865661621,O=C2NC(=O)C1(CCCC1)C(=O)N2
17,651,-0.04,-0.05442255735397339,CCOC(=O)C
18,38,-1.62,-1.3510522842407227,ClCCCCl
19,894,-2.7,-3.2426626682281494,Fc1ccccc1Br
20,442,-2.32,-3.6583735942840576,CC1(C)C2CCC1(C)C(O)C2
21,750,-1.01,-0.8363304734230042,CC(C)COC=O
22,696,-3.32,-2.9628307819366455,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F
23,731,-3.09,-3.465975046157837,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO
24,453,-3.127,-2.40259051322937,c1ccccc1n2ncc(N)c(Br)c2(=O)
25,602,-2.24,-1.5116310119628906,CCCCc1c(C)nc(nc1O)N(C)C 
26,213,-2.13,-2.405531644821167,CCCCC(CC)C=O
27,420,-6.68,-5.895391941070557,C1c2ccccc2c3ccc4ccccc4c13
28,625,-2.17,-1.8467540740966797,CCOc1ccc(NC(N)=O)cc1
29,816,0.58,0.08640842139720917,COC=O
30,189,-1.94,-3.4026646614074707,c2c(C)cc1nc(C)ccc1c2 
31,112,-1.64,-0.6453230977058411,CCCC#C
32,55,-1.74,-3.3091702461242676,CC12CCC(CC1)C(C)(C)O2
33,427,-9.018,-7.381793975830078,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56
34,363,-2.36,-0.26562488079071045,CC(=O)Nc1nnc(s1)S(N)(=O)=O 
35,413,-4.883,-3.3075931072235107,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12
36,72,-4.0,-4.4126505851745605,CCCCCCCCl
37,632,-5.282,-3.99565052986145,CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O
38,986,-2.48,-3.3114466667175293,CC(C)N(C(=O)CCl)c1ccccc1 
39,528,-2.17,-2.142958641052246,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 
40,438,-4.71,-4.256669044494629,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO
41,1055,-2.676,-1.0891493558883667,CSc1nc(nc(n1)N(C)C)N(C)C
42,1128,-4.06,-3.9567043781280518,CCNc1nc(Cl)nc(n1)N(CC)CC
43,1016,-2.09,-2.597325086593628,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2
44,326,-2.253,-1.3574247360229492,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C
45,773,-4.594,-3.535484552383423,O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3
46,489,-6.86,-5.838014602661133,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
47,547,-2.218,-1.9112166166305542,CN(C)C(=O)NC1CCCCCCC1
48,774,-1.99,-1.8876702785491943,CC(C)=CCCC(O)(C)C=C
49,138,-3.55,-2.8350155353546143,CCC(C)(C)C
50,716,-2.7,-1.3858916759490967,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21
51,252,-2.09,-2.4493234157562256,CCCCCCC(C)O
52,498,-1.75,-1.1349554061889648,ClC=C
53,226,-2.03,-1.6586289405822754,CC(=C)C=C
54,814,-0.82,-0.883765697479248,CCCOC(=O)CC
55,195,0.52,0.15428514778614044,CCC(=O)C
56,52,-4.679,-4.499938488006592,Cc1cccc2c(C)cccc12
57,748,-3.658,-3.8688161373138428,CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C
58,304,-4.678,-4.72316837310791,O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
59,289,-0.71,-0.9137781262397766,CCC(C)CCO
60,783,-1.37,-1.4665610790252686,Nc1cccc(Cl)c1
61,994,-2.05,-2.20957612991333,CNC(=O)Oc1ccccc1OC(C)C
62,725,-4.43,-2.746940851211548,CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2
63,320,-0.74,-1.0186108350753784,CC(C)CC(=O)C
64,663,-0.66,-0.8176019787788391,CCCOCC
65,349,-6.57,-6.303526401519775,Cc1cc2c3ccccc3ccc2c4ccccc14
66,459,-3.082,-3.3125159740448,CCCCOC(=O)c1ccc(N)cc1
67,102,-3.01,-3.518638849258423,CCCCCCCCCO
68,650,-3.81,-2.603018283843994,CCOc2ccc1nc(sc1c2)S(N)(=O)=O 
69,570,-3.754,-3.9593281745910645,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23
70,354,-6.57,-5.666579246520996,Cc1c2ccccc2c(C)c3ccccc13
