,0,1,2,3,4,5,6
0,4,4,4,ClC(Cl)C(Cl)Cl,4,5.1,3.559341
1,11,11,11,CC(OCC=C)OCC=C,11,5.1,3.6140037
2,15,15,15,CC(=O)C(Cl)Cl,15,7.6,10.6044235
3,18,18,18,CCC(Cl)Cl,18,7.8,7.9173503
4,22,22,22,CC(F)F,22,9.3,5.3980007
5,24,24,24,COC(C)OC,24,4.9,6.8393617
6,28,28,28,[nH]1nnc2ccccc12,28,15.6,9.707591
7,41,41,41,CC(Cl)=CCl,41,8.5,7.365813
8,42,42,42,FC(F)(Cl)C(F)(F)Cl,42,1.8,1.8982764
9,46,46,46,COc1ccccc1OC,46,4.4,7.3992395
10,52,52,52,C1OCOCO1,52,9.2,7.983257
11,57,57,57,Cl/C=C/C=C,57,8.5,7.6657677
12,61,61,61,Fc1c(Cl)cccc1Cl,61,9.1,7.3777986
13,68,68,68,OCCCCO.OC(=O)C=C.OC(=O)C=C,68,9.1,6.4804597
14,73,73,73,C1COCCO1,73,1.8,5.4313135
15,74,74,74,C1COCCO1,74,6.8,5.4313135
16,75,75,75,C1CSCCO1,75,6.6,5.8627305
17,85,85,85,CCCCS,85,5.3,6.6133895
18,89,89,89,CCCCCCl,89,6.9,6.7814755
19,93,93,93,CCC(Cl)[N+]([O-])=O,93,13.0,12.727435
20,99,99,99,CCCCCl,99,5.5,5.860424
21,102,102,102,CC=CCl,102,6.9,7.26559
22,105,105,105,CCOC(C)OCC(C)O,105,6.3,4.898882
23,108,108,108,CCCCCC=C,108,1.1,2.3118322
24,114,114,114,Cn1ccnc1,114,15.6,11.625531
25,116,116,116,COC(C)=C,116,4.2,4.9725537
26,117,117,117,Oc1cccc2ccccc12,117,6.3,3.451601
27,126,126,126,CCCO,126,6.8,6.4635086
28,132,132,132,ClC1(Cl)CCCC(Cl)(Cl)C1=O,132,14.0,9.182577
29,153,153,153,[O-][N+](=O)c1ccc(F)cc1F,153,11.0,7.201937
30,164,164,164,Oc1c(Cl)cccc1Cl,164,7.5,7.460501
31,167,167,167,Cc1cccc(C)c1O,167,4.9,6.789927
32,169,169,169,CC(=O)c1sccc1,169,12.2,10.746918
33,173,173,173,CCC(C)Br,173,7.7,6.7357955
34,176,176,176,CCC(C)O,176,5.7,4.3758726
35,179,179,179,COCC=CC,179,3.4,4.5846353
36,185,185,185,Cc1ccc(Cl)c(O)c1,185,7.7,7.03773
37,188,188,188,CCC(C)Cl,188,7.6,6.517276
38,193,193,193,CCSCCCl,193,5.0,7.151173
39,195,195,195,ClC(=C)C=O,195,12.9,9.590624
40,203,203,203,CCCCCCOC(=O)c1ccccc1C(=O)OCC,203,6.2,6.3795724
