,0,1,2,3,4,5,6
0,1,1,1,CC(Cl)(Cl)Cl,1,-2.0,-1.7439377
1,8,8,8,Clc1ccc(Cl)c(Cl)c1Cl,8,-4.57,-5.075581
2,16,16,16,c1(Br)c(Br)cc(Br)cc1,16,-4.5,-5.2529798
3,17,17,17,Clc1ccc(Cl)c(Cl)c1,17,-3.59,-4.080626
4,26,26,26,CCOCCOCC,26,-0.77,-1.9637939
5,32,32,32,Cc1cc(C)cc(C)c1,32,-3.4,-3.5747957
6,36,36,36,Brc1cccc(Br)c1,36,-3.54,-3.2590425
7,37,37,37,Clc1cccc(Cl)c1,37,-3.04,-3.2437754
8,45,45,45,Brc1ccc(Br)cc1,45,-4.07,-3.3526928
9,48,48,48,Fc1ccc(F)cc1,48,-1.97,-2.0588229
10,52,52,52,Cc1cccc2c(C)cccc12,52,-4.679,-4.138099
11,53,53,53,C=CCCC=C,53,-2.68,-1.8737571
12,80,80,80,CCc1cccc2ccccc12,80,-4.17,-3.904582
13,103,103,103,CCCCCCCC=C,103,-5.05,-4.919451
14,111,111,111,CCCC=C,111,-2.68,-2.7587433
15,115,115,115,CCCCCCCCCCCCCCO,115,-5.84,-5.5457234
16,119,119,119,Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,119,-9.15,-9.076054
17,122,122,122,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,122,-7.92,-8.406504
18,123,123,123,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,123,-8.94,-8.406504
19,127,127,127,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,127,-7.42,-8.731798
20,129,129,129,CC(C)C(C)(C)C,129,-4.36,-3.075569
21,143,143,143,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,143,-7.82,-7.8637986
22,146,146,146,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,146,-7.8,-7.343762
