0,1,2,3,4,5,6
4,4,4,ClC(Cl)C(Cl)Cl,4,18.8,16.38688
11,11,11,CC(OCC=C)OCC=C,11,15.4,14.980725
15,15,15,CC(=O)C(Cl)Cl,15,17.1,17.71854
18,18,18,CCC(Cl)Cl,18,16.1,16.570812
22,22,22,CC(F)F,22,14.9,13.275891
24,24,24,COC(C)OC,24,15.1,15.409161
28,28,28,[nH]1nnc2ccccc12,28,18.7,20.175755
41,41,41,CC(Cl)=CCl,41,17.0,17.253365
42,42,42,FC(F)(Cl)C(F)(F)Cl,42,12.6,14.768854
46,46,46,COc1ccccc1OC,46,19.2,18.553251
52,52,52,C1OCOCO1,52,18.7,18.327927
57,57,57,Cl/C=C/C=C,57,15.6,16.21347
61,61,61,Fc1c(Cl)cccc1Cl,61,19.4,19.808592
68,68,68,OCCCCO.OC(=O)C=C.OC(=O)C=C,68,16.8,17.019281
73,73,73,C1COCCO1,73,17.5,17.344383
74,74,74,C1COCCO1,74,17.1,17.344383
75,75,75,C1CSCCO1,75,19.0,18.805704
85,85,85,CCCCS,85,16.3,15.925606
89,89,89,CCCCCCl,89,16.0,15.850486
93,93,93,CCC(Cl)[N+]([O-])=O,93,16.8,17.168638
99,99,99,CCCCCl,99,16.2,16.490294
102,102,102,CC=CCl,102,15.3,15.482883
105,105,105,CCOC(C)OCC(C)O,105,15.4,15.765858
108,108,108,CCCCCC=C,108,15.0,15.358567
114,114,114,Cn1ccnc1,114,19.7,18.351002
116,116,116,COC(C)=C,116,14.8,15.420001
117,117,117,Oc1cccc2ccccc12,117,19.7,19.796486
126,126,126,CCCO,126,16.0,16.122772
132,132,132,ClC1(Cl)CCCC(Cl)(Cl)C1=O,132,19.5,18.529327
153,153,153,[O-][N+](=O)c1ccc(F)cc1F,153,19.4,19.403435
164,164,164,Oc1c(Cl)cccc1Cl,164,20.1,20.155699
167,167,167,Cc1cccc(C)c1O,167,19.1,18.487514
169,169,169,CC(=O)c1sccc1,169,19.1,19.011934
173,173,173,CCC(C)Br,173,16.3,16.288822
176,176,176,CCC(C)O,176,15.8,15.56996
179,179,179,COCC=CC,179,15.2,15.433807
185,185,185,Cc1ccc(Cl)c(O)c1,185,19.0,19.724417
188,188,188,CCC(C)Cl,188,15.8,14.669623
193,193,193,CCSCCCl,193,17.2,16.893396
195,195,195,ClC(=C)C=O,195,17.1,16.292028
203,203,203,CCCCCCOC(=O)c1ccccc1C(=O)OCC,203,17.3,17.628416
214,214,214,CC1CCCCC1O,214,17.1,17.17179
217,217,217,CC1CCCO1,217,16.9,16.6333
222,222,222,CCCC(C)CO,222,15.8,15.84968
234,234,234,CC1=CCC2CC1C2(C)C,234,16.9,17.487747
236,236,236,CC(C)O,236,15.8,15.10067
257,257,257,OCC=CCl,257,17.2,16.30959
264,264,264,CCOCCC=O,264,16.0,15.479398
267,267,267,COC(C)CCO,267,15.3,15.803388
268,268,268,COC(C)CCOC(C)=O,268,15.3,15.627106
271,271,271,CC=CCO,271,16.0,15.386922
272,272,272,CC1CCCC(O)C1,272,17.2,17.16536
