[O-][N+](=O)c1ccc(F)cc1F,3.7
OC(=O)\C=C/c1ccccc1,10.6
CC1CCCCC1,1.0
CC(O)=S,8.9
CC(O)=O.CC(O)=O.OCCCCCCO,7.2
CCNCC,6.1
CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O,32.8
C[S](C)=O,10.2
CCSC#N,5.4
CSC,7.4
OC(F)(C(F)F)C(F)(F)F,14.7
COCCOC,6.0
COC(=O)c1ccccc1,4.7
FC(F)(F)c1ccc(Cl)c(Cl)c1,2.4
Cl\C=C\Br,2.3
OC(=O)C(O)=O,26.0
C1COCCN1,11.0
CCCCCC(=O)OCC,5.9
Clc1ccccc1,2.0
CN(C)[P](=O)(N(C)C)N(C)C,8.7
COC(=O)CCCCC(=O)OC,8.5
O=C1N[S](=O)(=O)c2ccccc12,9.8
CCCCCCO,12.5
CC(Br)=C,4.9
COc1ccccc1OC,9.4
COc1c(Cl)cc(Cl)cc1Cl,7.0
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,3.6
OCC#C,18.8
ClC(Cl)(Cl)C#N,6.1
FC(F)F,6.3
COCC(C)OC(C)=O,9.8
CCOC#CC,5.4
CO[P](=O)(OC)OC,10.2
CCO[P](=O)(OCC)OCC,9.2
OCCOCCO,19.0
CC1=CC(=O)CC(C)(C)C1,5.0
C1CC=CC1,1.7
Cc1occc1,7.4
OCCCCl,14.7
Oc1ccccc1C=O,12.0
Cc1ccccc1Br,4.2
ClCC(Cl)=C,3.0
ClC(Cl)=O,5.3
CC1(C)C2CCC(C2)C1=C,3.1
CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,8.4
CCc1ccc(O)cc1,12.6
OCC(F)(F)F,16.4
C=CCN=[N+]=[N-],13.4
Sc1cc(Cl)c(Cl)cc1Cl,9.1
C1CSC1,9.4
CC1OC(C)OC(C)O1,6.0
COC(=O)C=C,9.4
CCCOC=C,5.2
CCCCCCCCO,11.2
CC(C)CO,15.9
CCCCC(=O)CCCC,4.4
CCOCl,6.5
CCOC(=O)C=C,5.5
C1C=CC=C1,2.0
ClC(Cl)C#N,6.4
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,4.1
CCCCCCC=C,2.4
IC=C,7.3
[nH]1cnc2ncncc12,14.2
OCCSCCO,19.8
CCCCCC(O)=O,11.5
[Cl],0.0
Oc1cc(Cl)ccc1Cl,12.1
CCCCCCCC\C=C/CCCCCCCC(=O)OCC,4.0
CC(O)CCO,20.9
N#C/C=C/C#N,7.8
ClCC(Cl)(Cl)Cl,4.2
CCCC#N,5.1
CC\C(=C/C)C=O,5.5
Cn1ccnc1,11.2
CC(C)(C)OCCOC(C)(C)C,8.2
OCC=CCl,16.5
CCSSCC,5.7
CCCCC1CCCCC1,0.6
C#CC#N,6.3
O=C1CCCN1,9.0
[O-][N+](=O)c1ccc(Cl)c(F)c1Cl,4.2
Fc1cc(F)cc(c1)C#N,3.2
