CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,6.6
CCCCCCCOC(C)=O,2.9
[Br],14.9
[nH]1ccc2ccccc12,7.5
CN(C)C(C)=O,11.5
ClC(=O)C(Cl)=O,3.8
CSC=C,4.9
COC(C)COC(C)CO,5.7
C=Cc1ccc(C=C)cc1,1.0
C[Si](C)(C)C=C,1.0
CC(Cl)=CCCl,7.8
CCCC,0.0
CC(C)COCC(C)O,4.7
CCCCCCCCCCCCCCCCCC,0.0
CCC[N+]([O-])=O,12.3
O=C1C(=O)c2ccccc2c3ccccc13,17.1
CC(=O)OCCCl,9.6
CCCCC(CC)CO,3.3
CCCCOCC(C)O,4.5
OCC1CO1,9.0
CC(N)Cc1ccccc1,4.3
CCOCCOCCOC(C)=O,5.1
COCOC,1.8
CNC=O,18.8
CC(=O)OC=C,7.2
ClC(Cl)(Cl)c1ccccc1,3.2
CCC(C)OC(C)CC,3.5
ClCC=C,6.2
Cc1ccc(cc1)[S](=O)c2ccc(C)cc2,11.4
C1CCSCC1,6.3
OCC=Cc1ccccc1,6.0
CC=O,12.5
[O-][N+](=O)c1ccc(Cl)cc1,8.9
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.1
ClCCC#N,15.9
Cc1ccccc1C=C,1.0
CCCC(=O)CCC,7.6
OCCCl,8.8
COCCOCCOC,6.1
CCOc1ccc(cc1)C(C)=O,10.3
Cc1ccc(cc1N=C=O)N=C=O,7.9
CCCCCC(CC)(CC)OC(=O)c1ccccc1C([O-])=O,7.0
CCCCOC(=O)CC(C)=O,5.8
CCOC(=O)c1ccccc1C(=O)OCC,9.6
CCNC=O,10.0
CCC1COC(=O)O1,9.8
FC(F)(Cl)C(F)(Cl)Cl,1.6
CC(=C)C#N,9.5
CCCBr,7.9
CC(F)(F)F,10.0
CC(C)O[P](F)(=O)OC(C)C,10.2
OCc1ccccc1,6.3
CCCCOCCOC(C)=O,7.5
C[SiH3],3.3
CCI,7.0
ClC(Cl)(Cl)Cl,8.3
CCC(C)=O,9.0
N#CCCC#N,17.0
C1Oc2ccccc2O1,6.7
IC(=C)C=C,5.6
CCCCCCCCOC(C)=O,2.9
CC(=O)Nc1ccc(O)cc1,10.5
CCCCCCC(C)O,4.9
ClC(=O)C=C,11.6
C,0.0
OC(=O)CS,13.5
CCCCN1CCCC1=O,9.9
COC(CC(OC)OC)OC,7.1
CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,5.9
ClCCCCCCl,7.8
Oc1c(Br)cc(Br)cc1Br,10.2
ClCC=O,14.0
CCBr,8.4
CC(C)OCC=C,4.1
CC(C)C(C)O,5.2
OCCN1CCCC1=O,9.2
C[S](=O)(=O)C=C,19.6
OCC(O)CO.OC(O)=O,25.5
FC(F)=C(F)Cl,6.3
BrC#N,15.2
OCCN(CCO)CCO,7.6
COC(C)(C)C.OCCOCCO,7.2
C=C,2.0
CCC=O,11.1
ICC=C,6.4
o1ncc2ccccc12,11.5
Nc1cccc(Cl)c1,7.3
CC1CCCC(=O)C1,7.7
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,2.5
CC(=O)CC(=O)OCC=C,6.9
CCC,0.0
CC(=O)OCc1ccccc1,5.7
COc1ccccc1O,7.0
Nc1ccncc1,16.1
s1ccnc1,18.8
C=CCOC=C,6.5
CCC(C)C,0.0
Nc1cccc(c1)[N+]([O-])=O,17.7
C[C@@H]1CCc2c(C)coc2C1,4.6
CN(C)C(=O)N(C)C,8.2
CC1=CC(=O)OC1=O,17.0
CC=C,1.6
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,8.2
CNC(C)=O,17.0
ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,3.0
C(c1ccccc1)c2ccccc2,1.0
O=C(C#N)C#N,6.3
C1CCCCCCCCCCC1,0.0
[nH]1cccn1,10.4
CC(C)COC=O,6.5
NCCCCNCCCN,11.2
C=CN1CCCC1=O,9.3
CC(Cl)=C(Cl)Cl,15.7
CC(C)COC=C,4.1
CCCCCCOCC.OCCO,4.1
OCCOCCOCCO,12.5
COC(C)=O,7.2
BrCCC=C,6.0
CC(=O)c1ccc(cc1)C(F)(F)F,6.1
C1C=Cc2ccccc12,2.6
BrC(Br)=C,4.8
Clc1ccc(C=O)c(Cl)c1,8.8
BrCBr,6.4
CC=CC,1.3
COCCOC=C,6.7
CCCCCCCCCCCCCCCC,0.0
Nc1ccccc1,5.8
O=Cc1occc1,14.9
O=C1CCC1,11.4
O=C1CCCCCO1,15.0
CC(C)C(O)=O,5.4
COCC=CC,3.4
CCCCOC(O)(CC)OCC,6.5
Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,12.9
COC(C)COC(C)COC(C)CO,5.5
CNC,4.8
CC(=C)c1ccccc1,2.4
OC\C=C\c1ccc(O)cc1,7.0
CC=CBr,6.4
Clc1ccccc1Br,7.7
[O-][N+](=O)c1ccccc1,10.6
CC(=O)N1CCCCCC1=O,8.7
BrC[CH]=[C]=[CH2],6.5
FC=O,10.1
O=C1CCCC1,11.9
NCc1ccccc1,4.6
Cc1ccc(c(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,3.5
Oc1ccc(C=O)cc1,15.2
ICI,3.9
CCCCCCCl,6.2
Clc1cccc(Cl)c1,5.1
O(c1ccccc1)c2cccc(Oc3cccc(Oc4ccccc4)c3)c2,3.1
CC(C)=NO,3.7
CCCCCCCCCC(C)(O)Oc1ccccc1,10.2
CCCNCCC,1.4
CCCC(O)=O,4.8
C1C=C1,2.4
ClC=C,6.5
[O-][N+](=O)c1sccc1,16.2
OC(=O)C=C,6.4
NC=C,7.2
CC(C)COC(C)=O,3.7
CC(=C)C=O,10.3
CCCOCC(C)O,7.0
ClCCC=O,13.3
OCCCCO,11.0
CCCCCCCC\C=C/CCCCCCCC(=O)OC,3.8
CCOC(Cl)=O,11.0
Fc1ccccc1F,9.0
CCOc1ccc(Cl)cc1,6.3
CC(C)OCC(C)O,6.1
C1OC1c2ccccc2,5.8
CCN=C=S,14.7
CCCCOC(=O)c1ccccc1O,4.8
CCCCC=C,1.1
OCCOCCOCCOC=C,6.0
ClC(=O)c1ccc(Br)cc1,6.5
COC#CC,6.3
CCCCC(CC)CN,4.2
Clc1ccccc1Cl,6.3
ClC1CCCCC1=O,13.0
CCOC(C)=C,3.5
COc1ccccc1[N+]([O-])=O,12.7
CCCCOC.OCCO,5.2
CC(C)C[S](=O)CC(C)C,10.5
CC(C)CC(C)(C)C,0.0
CC(=O)OC(OC(C)=O)C(Cl)=C,7.3
N#Cc1occc1,15.0
CCOC=C,4.9
CC(=O)C(Cl)Cl,7.6
O=C1OC(=O)C=C1,13.3
[O-][N+](=O)c1ccccc1[N+]([O-])=O,11.6
CC(=O)CC(C)(C)O,8.2
c1ccc(cc1)c2ccccc2,1.0
COc1ccccc1,4.4
CCN=[N+]=[N-],8.9
CC=CCCl,7.7
CCCCOCCO,5.1
