C1OC1c2ccccc2 ,-1.6
CCCC=O,-0.01
c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,-5.64
CCCCCCCCC(=O)C,-3.3
COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,-3.638
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59
c1cC2C(=O)NC(=O)C2cc1,-2.932
Brc1ccccc1,-2.55
Oc1c(I)cc(C#N)cc1I,-3.61
CCCOC,-0.39
BrC(Cl)Cl,-1.54
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144
CC(C)COC=O,-1.01
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,-4.114
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-4.286
CC(=C)C=C,-2.03
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-7.25
COC(=O)c1ccc(O)cc1,-1.827
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,-7.2
CCc1ccccc1CC,-3.28
CC(C)(C)c1ccccc1,-3.66
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.15
c1cncnc1,1.1
Clc1ccc(cc1)c2ccc(Cl)cc2 ,-6.56
C1Cc2ccccc2C1,-3.04
c1cccc2c3c(C)cc4ccccc4c3ccc12,-6.59
CNC(=O)Oc1cccc2ccccc12,-3.224
CCCCI,-2.96
CNC(=O)ON=C(SC)C(=O)N(C)C,0.106
Oc1ccccc1O,0.62
CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,-3.81
CC(C)Cc1ccccc1,-4.12
CCC(=O)C,0.52
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.39
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.24
CCCC(C)(C)O,-0.49
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.953
c1ccc2c(c1)c3cccc4cccc2c34,-6.0
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-6.49
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2
CC(C)N(=O)=O,-0.62
Cc1cccc(c1)N(=O)=O,-2.44
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291
Clc1cccc(Cl)c1c2ccccc2 ,-5.21
CCO,1.1
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.604
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-3.796
Cc1ccccc1,-2.21
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,-3.931
Brc1cccc(Br)c1,-3.54
CC(C)CC(C)(C)O,-0.92
CCC1(CC)C(=O)NC(=O)N(C)C1=O ,-2.23
CCC1CCCCC1,-4.25
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.7
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,-4.632
NC(=O)NC1NC(=O)NC1=O ,-1.6
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,-2.73
Fc1c[nH]c(=O)[nH]c1=O ,-1.077
CCCOCCC,-1.62
CC(C)CC(C)(C)C,-4.74
CCCC(=O)C,-0.19
CCCCC,-3.18
Cc1cc(C)c2ccccc2c1,-4.29
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,-3.46
Cc1c2ccccc2cc3ccccc13,-5.89
CCC#C,-1.24
Cc2c(N)c(=O)n(c1ccccc1)n2C,-0.624
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,-8.71
CCNc1nc(Cl)nc(NC(C)C)n1,-3.85
ClC(Cl)(Cl)Cl,-2.31
COC(=O)C=C,-0.22
Nc3ccc2cc1ccccc1cc2c3 ,-5.17
Clc1ccc(cc1)c2ccccc2Cl ,-5.28
CI,-1.0
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95
CC(C)C(C)C,-3.65
COC(=O)C,0.46
CC(C)=CCCC(O)(C)C=C,-1.99
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.76
CC(C)=CCCC(C)=CC(=O),-2.06
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-4.445
CCCCCCCCCCCCO,-4.8
C1CC=CC1,-2.1
CCCCCCCCCCCCCCCC,-8.4
CCCOC(=O)CC,-0.82
c1nccc(C(=O)NN)c1,0.009
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194
CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,-3.586
Nc1ccc(cc1)c2ccc(N)cc2,-2.7
c1ccnnc1,1.1
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,-6.01
CCCCS,-2.18
CC#N,0.26
O=N(=O)c1c(Cl)c(Cl)ccc1,-3.48
ClC(=C)Cl,-1.64
CC(Cl)(Cl)Cl,-2.0
CCCOC(=O)C,-0.72
O=C(c1ccccc1)c2ccccc2,-3.12
COc2c1occc1cc3ccc(=O)oc23 ,-3.664
CCC#N,0.28
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,-4.576
Oc1cccc(Cl)c1Cl,-1.3
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,-6.637
CCc1ccccc1,-2.77
CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.144
CCNC(=S)NCC,-1.46
c1ccc2ncccc2c1,-1.3
Cc1ncc(N(=O)=O)n1CCO ,-1.26
c2ccc1ocnc1c2,-1.16
CC(C)Br,-1.59
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-5.47
CC(=C)C,-2.33
CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,-4.31
c1ccc2ccccc2c1,-3.6
Nc2nc1[nH]cnc1c(=O)[nH]2 ,-3.583
O=N(=O)c1cccc2ccccc12,-3.54
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077
ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.37
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.82
FC(F)(Cl)C(F)(Cl)Cl,-3.04
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,-2.647
Clc1ccc(Br)cc1,-3.63
CCCCC(C)CC,-5.16
CC12CCC(CC1)C(C)(C)O2 ,-1.64
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,-4.38
CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,-5.382
Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,-4.09
Cc1ncc(N(=O)=O)n1CCO,-1.22
COc2cnc1cncnc1n2,-0.91
CC1CCCCC1,-3.85
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-5.293
CC(C)OC(C)C,-1.1
C1CCCCC1,-3.1
CCOP(=S)(OCC)SCCSCC,-4.23
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,-4.93
Nc1c(C)c[nH]c(=O)n1 ,-1.458
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016
CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,0.523
O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 ,-3.38
O=C1NC(=O)NC(=O)C1(CC)CC=C,-1.614
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42
c2ccc1[nH]ncc1c2 ,-2.16
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.402
Oc1ccc(Cl)cc1,-0.7
CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.171
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,-3.43
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-3.35
c1ccoc1,-0.82
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,-0.17
COC(=O)c1cc(O)c(O)c(O)c1 ,-1.24
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7
CCCCCCCC(=O)C,-2.58
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,-4.3
NC(=O)c1ccccc1O,-1.836
Cc1cc(C)c(O)c(C)c1,-2.05
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,-3.538
C1CCC=CC1,-2.59
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.68
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.483
NC(=O)CCl ,-0.02
CN(C)C=Nc1ccc(Cl)cc1C,-2.86
Oc2ccc1ncccc1c2 ,-2.16
c1ccc2c(c1)c3ccccc3c4ccccc24,-6.726
Cc1c[nH]c2ccccc12 ,-2.42
CCCC1CCCC1,-4.74
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,-2.3
CCCC,-2.57
CCCCC(C)(C)O,-1.08
Clc1ccccc1I,-3.54
Oc1cccc(Cl)c1,-0.7
OCCOc1ccccc1,-0.7
Sc2nc1ccccc1s2 ,-3.18
CCC(C)Cl,-1.96
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322
COc1ccccc1Cl,-2.46
C1c2ccccc2c3ccccc13,-5.0
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-6.307
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.49
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8
CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617
Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878
CCC(O)(CC)CC,-0.85
CCCCCCCCCO,-3.01
Cc1c(cccc1N(=O)=O)N(=O)=O,-3.0
OCc1ccccc1,-0.4
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-0.244
COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,-3.571
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,-4.21
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522
