,smiles,actual,predict
0,SC#N,8.9,15.421972
1,CC1CCCC1,0.0,0.23016094
2,CCCCC(CC)CNCC(CC)CCCC,0.8,2.7186368
3,CCCCCCCCCC,0.0,0.27201694
4,O=C(CCCCCCCCC(=O)OCc1ccccc1)OCc2ccccc2,2.2,5.339982
5,COC(=O)C(Cl)=C,7.3,7.5540433
6,OCCC#N,18.8,13.964649
7,CC(=C)C1CCC(=CC1)C,1.8,1.805249
8,CC(=O)c1ccccc1,9.0,7.505527
9,C=CC#C,1.7,4.1450133
10,CCc1ccccc1,0.6,1.2134268
11,CCCCCCCCCc1ccccc1O,4.1,5.8142076
12,C[CH]=[C]=[CH2],1.7,6.1721377
13,CC1COC(=O)O1,18.0,10.137788
14,Cc1c[nH]c2ccccc12,7.1,8.103508
15,CC(=C)C(=O)OCC=C,4.1,5.9052997
16,CCOCCOCC,5.4,8.280941
17,OC(c1ccccc1)C(=O)c2ccccc2,9.7,8.545782
18,Sc1ccccc1Cl,7.0,7.0213523
19,C[P](F)(F)=O,14.0,14.161515
20,FC(Cl)=C,6.9,8.322088
21,BrC(Br)C(Br)Br,7.0,7.047835
22,CN,7.0,6.8012376
23,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,4.7,4.8427854
24,NCCO,15.5,6.4739647
25,Cc1ccon1,14.8,4.637506
26,CCOCCOC(C)=O,4.7,4.813339
27,COC(=O)C(C)=C,6.5,6.687938
28,CO[S](=O)(=O)c1ccc(C)cc1,15.3,14.068026
29,Cc1ccc(cc1)[N+]([O-])=O,11.0,13.88339
30,Cc1ccccc1C,1.0,-0.21319325
31,o1ccc2ccccc12,5.1,8.0911665
32,O=C1OCC=C1,19.8,12.172516
33,Cc1c(C)c(C)c(C)c(C)c1C,1.6,1.8037251
34,CCOCCCl,7.9,6.715106
35,O=C1c2ccccc2C(=O)c3ccccc13,7.6,13.651085
36,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,4.9,6.309116
37,CC(=C)C(Cl)=O,10.6,4.0436215
38,CCOC(=O)C(C)=C,7.2,6.877375
39,OC(=O)C(Cl)(Cl)Cl,7.0,6.5472074
40,CCOC(C)OCC(C)O,6.3,6.0009327
