,smiles,actual,predict
0,C=CCNCC=C,4.5,4.8937078
1,O[P](O)(O)=O,18.6,17.433395
2,CC=CCl,6.9,7.8704743
3,CCOC(Cl)=CCl,10.5,10.162564
4,[CH2]=[C]=[CH2],3.0,7.7205033
5,CCCOCCO,8.7,8.810539
6,Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1,12.3,8.747973
7,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,6.2,6.784389
8,CCCCc1ccccc1C,0.1,0.23480102
9,CC(=O)c1sccc1,12.2,10.229011
10,O=C1CCCCC1=O,10.3,11.104863
11,CCCC(F)(F)C(F)(F)C(O)(F)F,4.4,3.5662649
12,[O-][N+](=O)OCCO[N+]([O-])=O,18.0,13.78023
13,CC=CC=C,2.5,2.5311553
14,Oc1cc2[nH]ccc2cc1O,8.8,10.630438
15,[O-][N+](=O)c1cccc(Cl)c1Cl,12.6,9.342133
16,CC1CO1,8.6,7.480942
17,FC(F)(F)c1cccc(c1)C(F)(F)F,6.8,3.1129646
18,CCC=C,1.3,1.1578614
19,O=C1CCO1,18.2,15.582226
20,CCCCCCCC=C,1.0,2.1550782
21,OO,12.2,16.416204
22,CCCOC(=O)C(C)=C,6.6,5.5108743
23,OCC(Cl)=C,10.2,9.648531
24,CCCCOCCOCCOC(C)=O,4.1,7.18589
25,CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,10.3,4.992535
26,C1CCNCC1,4.5,5.220082
27,[nH]1ccnn1,8.8,11.970001
28,COC(C)(C)C,4.3,4.0316195
29,COCCOCCO,7.8,10.039797
30,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,2.5033605
31,CC(C)COC(=O)CCCCC(=O)OCC(C)C,2.5,4.7001295
32,CCN1CCCC1=O,12.0,11.8171835
33,CCO[S](=O)(=O)OCC,12.7,14.156196
34,C1CCC(CC1)c2ccccc2,0.0,0.34110382
35,CCCCC(O)CC,5.4,4.4988394
36,ClC(Cl)(Cl)C(Cl)(Cl)Cl,2.0,3.4084046
37,CCOC(=O)c1ccccc1,6.2,7.1776395
38,CC#CC,3.4,4.631532
39,[O-][N+](=O)CCl,13.5,16.110842
40,Cc1cc(C)cc(C)c1,0.6,2.362222
41,C[n+]1ccc(cc1)c2cc[n+](C)cc2,8.8,7.721479
42,FC(=C)C=C,5.8,3.5782716
43,O=CC1CO1,13.4,15.876444
44,CSc1ccccc1,4.8,1.052219
45,Cc1ccc(N)c(C)c1,5.2,3.4666626
46,CC(C)OC(C)=O,4.5,4.4174733
47,CCCCCCCCCCCCCCCCCC(=O)OCCCC,3.7,5.4289737
48,OCCCO,13.5,6.688134
49,FC(F)(F)Br,2.4,6.6373854
50,CCOCCC=O,8.8,11.213549
51,CCOC(C)=O,5.3,6.5412083
52,Cc1cccc2ccccc12,0.8,2.2555604
53,CCOC(=O)C=Cc1ccccc1,8.2,5.693497
54,COC#C,8.1,6.7345138
55,C/C=C/C#N,18.8,11.285645
56,CCCCOC(=O)C=C,6.2,7.5205646
57,CC(C)=C,2.0,2.8216655
58,ClC(=C)C=C,5.4,5.4847565
59,CC(Cl)=O,11.2,13.498512
60,Cc1ccc(Cl)c(O)c1,7.7,6.963068
61,CCCS,5.8,6.77924
62,O=C(OCc1ccccc1)c2ccccc2,5.1,4.021474
63,CC12CCC(CC1)C(C)(C)O2,4.6,5.6131153
64,CCCCC(CC)COC(=O)C=C,4.3,5.288171
65,CCCO,6.8,6.2636456
66,CCCCC=O,9.4,9.4255295
67,COC(=O)CCC(=O)OC,7.7,7.545253
68,CCCCCC=C,1.1,3.5512946
69,CCOC,4.7,6.4943805
70,ClC1C(Cl)(Cl)C1(Cl)Cl,10.5,5.1877346
71,CCOCC,2.9,4.0485163
72,COc1ccc(N)cc1,6.5,8.236181
73,CN(C)C(=S)N(C)C,6.0,8.976587
74,N#CSC#N,13.5,17.51552
75,C=O,14.4,12.480604
76,CC1CCCCC1=O,7.8,11.002127
77,COc1cc(C=O)ccc1O,9.8,10.709336
78,C=COC=O,6.5,10.646421
79,C=CCOCC=C,4.4,4.2149262
80,CC(=O)CCl,9.6,9.549791
81,CCC(C)=C,1.8,1.9238373
82,FC(F)Cl,6.3,4.6112103
83,OCCOc1ccccc1,5.7,5.72698
84,CCOc1ccccc1,4.5,3.4043486
85,COC(=O)CCCCC(=O)OC.COC(=O)CCCC(=O)OC.COC(=O)CCC(=O)OC,6.5,5.3487363
86,CSSC,7.8,7.1662135
87,OCCCCCCCCCO,7.0,5.6219764
88,C=CC1CO1,7.7,8.447064
89,COC1OCCO1,8.4,8.289265
90,CCCCCC,0.0,1.690995
91,COCBr,8.5,8.304735
92,CC(=C)C(O)=O,2.8,9.899367
93,CN1CCCC1=O,12.3,13.4177065
94,CCCCNCCCC,3.0,2.2529383
95,CCO,8.8,8.629703
96,OCCc1ccccc1,5.6,5.4843354
97,C1CCc2ccccc2C1,2.0,3.382633
98,CCCCCCCCCCCCC=C,0.5,0.9627145
99,Clc1ccc(Cl)c(Cl)c1,4.2,7.409754
100,FC(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.0,2.7274413
101,O=CCCC=O,9.8,12.762472
102,Cl[S](Cl)=O,6.4,14.298712
103,CC(C)[N+]([O-])=O,12.1,12.900953
104,OC(=O)c1ccccc1O,9.0,8.370777
105,C=C1CC(=O)O1,14.5,13.648689
106,CCSC,5.9,7.266199
107,CC1(C)C2CC3C(C2)C13C,0.0,1.8272549
108,C1CN1,11.0,5.446629
109,CCCCCC(=O)OC(C)C=C,2.7,6.1067915
110,CN(C)N,5.9,7.756552
111,FC=C,7.0,4.7230096
112,CC(O)=O.OCC(O)CO.OC(O)=O,14.7,10.685884
113,CCCCCCCO,5.3,4.0441685
114,CCC(C)CO,5.1,6.0891356
115,C1CCOC1,5.7,6.6380405
116,COC(C)CCO,5.4,7.427509
117,CC,0.0,0.5505423
118,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,2.2401261
119,CF,10.6,9.696019
120,CCc1ccc(CC)cc1,0.0,2.1029665
121,CCCCC(CC)COC=C,3.4,3.8337157
122,CCCCCCOCCO,5.0,6.2066817
123,CCSC,4.8,7.266199
124,C=CCC#N,14.3,12.554482
125,CC(F)=O,14.0,14.033371
126,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,4.7,7.382829
127,CCCCCCCCCCCC,0.0,0.19851506
128,CCC(=O)OCCC(C)C,5.2,7.9910975
129,CCOC(=O)CC(C)=O,7.3,7.44002
130,C1CC[C@@H]2CCCC[C@H]2C1,0.0,4.0082927
131,COCC(C)O,6.3,5.7903833
132,CC(Cl)(Cl)[N+]([O-])=O,12.1,11.458364
133,CCCC(OCC)OCC,4.9,4.44434
134,S=C1CCCO1,6.9,6.292087
135,CC#C,3.8,5.048844
136,OCC1CCCO1,8.2,8.077591
137,CCCCOCCOCCCC,4.5,1.8727727
138,COC1CCCC1,4.3,4.0104494
139,IC(=C)C=C,2.5,5.8138113
140,COC(C)OC,4.9,5.714596
141,ClC=CCl,8.0,8.814506
142,N#CC1CC1,16.2,12.380204
143,CCOC(=O)CC,6.1,6.1904593
144,CCSCCCl,5.0,7.0360126
145,o1cccc1,1.8,5.5645714
146,[O-][N+](=O)c1ccc(Cl)c(Cl)c1,7.2,7.6694174
147,OCCOC(=O)C=C,13.2,9.318039
148,O=[S]1(=O)CCCO1,16.0,16.936174
149,COC(C)(C)CCO,6.3,6.5275893
150,C1COCO1,6.6,5.7390046
151,CC1(C)CO1,4.8,5.627111
152,ClCCCCCl,7.7,6.8374476
153,ClC(Cl)C=O,9.1,13.357586
154,ClC1CC1,7.2,4.289273
155,Cc1ccc(Cl)cc1[N+]([O-])=O,11.8,10.702421
156,CCOCCOC(=O)C=C,5.1,9.323422
157,Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2,14.6,14.037674
158,CC1=CCC2CC1C2(C)C,1.8,2.485179
159,CCCO[N+]([O-])=O,11.3,15.273193
160,ClC(Cl)(Cl)Br,8.1,4.4844294
161,C1CCOCC1,6.3,4.258759
162,O=C1OCCO1,21.7,16.257233
163,ClCCOCCCl,9.0,10.653232
164,CC1OCCO1,4.8,9.038628
165,CC(C)OCCO,8.2,5.7917147
166,CC(=O)OC(C)(C)C,3.7,6.9323916
167,N(c1ccccc1)c2ccccc2,3.3,4.1691813
168,CCCCOCCCC,3.4,3.7128012
169,C#Cc1ccccc1,2.8,5.7768025
170,[O-][N+](=O)c1cc(F)ccc1F,7.2,10.651067
171,CN(C)Cl,7.8,9.113111
172,CCC#N,14.3,12.96505
173,CCCOC(=O)CC,5.6,5.220996
174,CC(C)=CCl,7.1,6.8831716
175,CC(Br)Br,8.4,9.350315
176,OCC(O)C1OC(=C(O)C1=O)O,11.7,14.944381
177,CCCCOC(=O)CCC,2.9,6.487584
178,CCCCS,5.3,7.282326
