,smiles,actual,predict
0,CCCC=O,6.2,7.4668956
1,CC\C(C)=N\O,7.8,11.002439
2,C1CCC(CC1)C2CCCCC2,0.0,0.73816854
3,FC(F)(Cl)C(F)(F)Cl,0.0,-0.30131358
4,Cc1ccc(C)c(C)c1C,0.5,0.76005715
5,COO,30.0,13.013327
6,C[N+]([O-])=O,6.1,7.4434366
7,Cc1cnccn1,10.5,7.3719244
8,CCCCCOC(=O)CC,5.7,5.358747
9,Oc1ccccc1O,21.8,17.582819
10,CC(=O)C=C,5.0,5.6515303
11,CNC(C)Cc1ccc2OCOc2c1,6.1,10.864438
12,ClC[CH]=[C]=[CH2],6.7,6.3154793
13,CCCCC(CC)COCC(CC)CCCC,2.5,4.154336
14,CCCCCCCC\C=C/CCCCCCCC(=O)OCCCC,4.2,4.017895
15,O=C1OC=CO1,9.6,10.085628
16,COC(=O)CC(C)=O,8.9,8.869574
17,ClCCCCl,3.0,4.618904
18,[nH]1cccc1,10.0,6.3088217
19,CCCCC1CCCC1,1.0,1.2961328
20,O(c1ccccc1)c2ccccc2,4.0,3.4735165
21,COC(=O)c1ccc(C)cc1,3.8,5.811795
22,CCS,7.1,7.5050488
23,Clc1cc(Cl)c(Cl)cc1Cl,3.4,2.9965284
24,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.0,2.1713786
25,Clc1ccc(cc1)C#N,4.1,3.988341
26,CC(Cl)(Cl)C(Cl)Cl,3.3,2.132316
27,Sc1ccccc1,10.3,10.996528
28,Cl\C=C(/Cl)C=C,2.8,3.9092638
29,COCCO,15.0,5.5499806
30,CCCCOC(=O)c1ccccc1C(=O)OCc2ccccc2,3.1,4.679319
31,OCC1COCO1.OC2COCOC2,16.5,14.740623
32,Brc1ccccc1,4.1,4.68534
33,[SiH3]C(Cl)(Cl)Cl,3.5,4.84145
34,CC(C)C(O)C(C)(C)CO.CC(C)C(O)=O,9.8,11.075917
35,ClC(Cl)C(Cl)(Cl)Cl,2.4,1.6833647
36,CCC(C)Cl,2.0,2.2237966
37,COC(C)CCOC(C)=O,8.1,8.664718
38,CCOC(=O)CC#N,8.3,6.5220895
39,CC(C)[S](=O)C(C)C,7.4,6.6978726
40,Cn1cnc2nc(Cl)nc(Cl)c12,14.2,12.163521
41,CON=C(C)C,4.6,6.022607
42,COC(C)(C)CCOC(C)=O,7.7,8.527715
43,C1CS1,6.5,9.778548
44,CCCCCCCC\C=C/CCCCCCCCO,8.0,4.343459
45,CCCCCCCC\C=C/CCCCCCCC(O)=O,6.2,10.5520525
46,CC(=O)CC(C)=O,6.2,7.143152
47,CCOC(=O)C(=C)C#N,9.0,6.98044
48,COCCOC(C)=O,11.6,7.603379
49,Sc1ccc(Cl)cc1,10.6,9.066646
50,[nH]1nnc2ccccc12,12.4,11.082822
51,OCc1ccc(Cl)cc1,13.0,12.284398
52,CCOCCO,14.0,15.174677
53,CCOC(C)OCC,4.0,5.467455
54,ClCCc1ccccc1,2.2,3.5656953
55,ClC#C,2.5,6.9914274
56,CCCCOCC.OCCO,4.6,5.048852
57,C[N+]1([O-])CCOCC1,10.2,8.295546
58,C1N2CN3CN1CN(C2)C3,16.0,9.756887
59,CC(=C)C(C)=O,4.5,6.6074324
60,CCCCCC=O,5.3,7.243829
61,FCC=C,1.0,3.0906978
62,NC1CCCCC1,6.5,10.942179
63,CCCCC(C)=O,4.1,4.5683336
64,CCCC(C)CO,13.5,14.348615
65,Cl[SiH](Cl)Cl,3.8,0.5497393
66,Brc1sccc1,4.6,8.332649
67,OC(=O)CCCCCCCCC(O)=O,11.7,12.922311
68,C1CCCCCC1,1.9,3.3957772
69,CCOC(N)=O,13.0,12.444047
70,CCC(=O)c1ccc(F)cc1,3.5,4.390874
71,OC(=O)C(F)(F)F,11.4,14.103349
72,OC(=O)CCC=C,11.3,8.669027
73,ClCCCl,4.1,4.6032267
74,C1OC1C2CO2,6.2,9.56664
75,CN1CCCC1c2cccnc2,6.5,7.091664
76,FC(Cl)Cl,5.7,5.785776
77,CCCCOC(=O)/C=C/C(=O)OCCCC,6.7,7.523077
78,CCOCCOCCO,12.2,16.729376
79,ClC(=C)C(Cl)=C,2.8,5.0023
80,Cc1cc(C)c(C)c(C)c1,0.5,0.7215328
81,CN[C@@H](C)[C@H](O)c1ccccc1,24.1,11.785397
82,COc1ccc(Cl)cc1,6.7,6.5808525
83,[O-][N+](=O)c1ccc(F)c(F)c1F,3.5,3.3636413
84,c1ccccc1,2.0,3.100491
85,OCc1occc1,15.1,15.065827
86,CCC(Cl)Cl,3.5,3.4373944
87,CC(C)S,6.5,11.5827265
88,O=C=Nc1ccc(Cc2ccc(cc2)N=C=O)cc1,1.7,9.093894
89,CCCCCOCCCCC,3.0,5.2246046
90,C1COC1,5.4,8.077816
91,COC(=O)CC#N,9.9,8.017099
92,Clc1ccc(cc1)C(Cl)(Cl)Cl,3.5,3.8707159
93,CC=C(C)C,2.9,2.7306383
94,O=[S]1(=O)CCCC1,8.7,7.976533
95,CO,22.3,10.867623
96,[nH]1cnc2ccccc12,11.0,11.7967205
97,NC1(CC1)C(O)=O,13.6,15.059861
98,COc1cc(\C=C\C(O)=O)ccc1O,15.1,14.421371
99,FC(F)=C(F)C(F)=C(F)F,0.0,1.441252
100,CCOCC.OCC(O)CO.OC(O)=O,8.7,11.476101
101,O=Cc1ccccc1,5.3,3.8754697
102,OC(=O)c1[nH]c2cc(O)c(O)cc2c1,10.6,18.944906
103,C1CCSC1,6.0,7.835001
104,COCO,18.5,7.8835526
105,NC(=O)CN1CCCC1=O,11.2,11.262724
106,ClC#N,0.0,5.7608547
107,COC=CC=C,5.4,5.941934
