,smiles,actual,predict
0,N=C=O,10.5,13.49263
1,Cc1cccc(C)c1C,1.0,0.14300229
2,Fc1c(Cl)cccc1Cl,9.1,8.741012
3,COC(=O)CCC(C)C(=O)OC,8.7,6.471095
4,ClC(Cl)(Cl)C=C,15.5,4.511293
5,NCC=C,5.7,6.637505
6,CC(C)COC(=O)C(C)C,2.8,5.207831
7,Clc1ccc(c2ccccc2)c(Cl)c1Cl,5.3,6.351747
8,CC(C)O[P](C)(=O)OC(C)C,10.0,10.069574
9,CC(C)Cl,8.0,7.380868
10,CC=C(Cl)Cl,6.7,9.3304825
11,NCCc1c[nH]c2ccc(O)cc12,8.2,9.641438
12,BrCC(Br)=C,11.8,6.693436
13,CCC(N)=O,14.6,12.698812
14,CCO[Si](OCC)(OCC)OCC,4.3,5.848991
15,CO[N+]([O-])=O,14.0,17.685173
16,CCl,9.9,8.424813
17,ClC1=CC(=O)OC1=O,17.3,17.457253
18,CCOCc1ccccc1,3.8,5.987098
19,C[S](=O)(=O)c1ccccc1,16.9,16.547821
20,CCCCOC(=O)c1ccccc1C(=O)OCCCC,8.6,7.182394
21,BrC(=C)C=C,6.4,8.105671
22,CC(O)CCl,9.8,8.064707
23,CCC(C)Br,7.7,7.187566
24,CC(=O)c1ccc(Cl)cc1,7.6,8.052452
25,CCCCCCCCCCCCCC,0.0,-0.10054134
26,CCCCCl,5.5,6.4966006
27,CCCCCCOCCOCCO,6.0,6.654396
28,FC(F)=C(F)F,0.0,6.422493
29,COC,6.1,5.2473845
30,CCCCCCCCCCCCO,4.0,5.2522674
31,CCCCC(=O)CC,5.0,5.2736745
32,CC(C)NC(C)C,1.7,4.5939612
33,CCOC(=O)CCCC(=O)OCC,7.0,7.2434416
34,CC(O)=O.CC(O)=O.OCCO,4.7,6.5930037
35,CC(=C)CCl,5.6,6.2042413
36,CNCC(O)c1ccc(O)c(O)c1,8.7,8.329478
37,ClC(Cl)=C(Cl)Cl,5.7,10.867778
38,[Ca++].NC#N,27.6,13.453582
39,CC(O)CO,10.4,8.302021
40,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,4.0001464
41,C/C=C/C=O,14.9,8.925137
